,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,HawsP,@pupusa I don’t subtweet. Sharissa’s hair decisions are always $$$.,975150572507578368,pupusa,4% of a female’s life is spent debating whether or not she should cut her hair.,975147669822697472
1,sovietfuntime2,@TagetesLucidas I can't tell if this is a subtweet about me lol,975148830185402369,TagetesLucidas,"*big bong rip* like, social justice niceposters have ideological hegemony on twitter, or something",975144416456380416
2,RetroicDescent,@FUDDSWORLD Is this a drybones subtweet? 🤔,975145113772003328,FUDDSWORLD,Tweeting about someone more than once after they blocked you is such a self own.,975141587670962177
3,Iilzoloft,@vkeif thank u for the subtweet,975141331520679936,vkeif,You say you’re doing good I know u wanna die,975137984918962176
4,shugstweets,@ClintonHodnett Is this a subtweet,975140496321298432,ClintonHodnett,"He softly chuckled. “God, we were idiots,” he said, speaking about any given point in his life at all.",975127714515570689
5,petrichorsky,@frndxblackbear This probably is a subtweet but who u stan and like is a big part of one's personality like especia… https://t.co/m6B77ZofZu,975136203459760130,blackedoutview,i love it when people don't support you because of who you stan/like,975074417654075392
6,Crypt_Keeper__,"@jeffrowden What is a, how do you say... ""subtweet""?",975133534712025088,jeffrowden,"Subtweets are dead.
Hold your own.
Own your shit.
Live your truth.",974557567077646337
7,wisrob_,@_lovedestini bitch don’t subtweet me,975132112633434112,_lovedestini,if you don’t understand something then don’t speak on it. don’t look crazy because your lack of knowledge.,975104800479219712
8,OnePunchManSSBM,@andrew_timothyy The subtweet is stronk,975130139318202368,andrew_timothyy,when you have a 5th roommate because your current roommate's gf NEVER FUCKING LEAVES,975072565269024768
9,allyyson,@thetrujonboy subtweet 2 me :/,975129679471501312,thetrujonboy,For how much I use Snapchat I really don't know how to respond to comments on my story,975128581495033856
10,VisageKenshi,@RedReq_ @MadamLegend Did she just subtweet me?,975127333756600320,MadamLegend,if you’re ever feeling sad just remember someone out there is still playing WW2.,975121084637880320
11,giantgio,@tradtom I see this is a good subtweet https://t.co/8HOpxQxUyg,975125666600574976,tradtom,"Broke: digital memes

Woke: printing out memes and taping them to your wall

Bespoke: painting your own memes",975087808867176448
12,markjburns88,@JeffEisenband why you gotta subtweet me? 😤,975121819710746624,JeffEisenband,I wonder if anyone is out on #StPatricksDay. I can't tell from Snapchat and Instagram Story.,975121427782361090
13,QuantexCOD,@SIayyV @Karmaholic_ Why subtweet literally a Mong lad ugly victim,975114985377615877,SIayyV,Boring vs kids who play everyday and don’t move from spawn,975114010440937472
14,jmrittenberry95,@ughalexandria Can you @ me next time you wanna subtweet me,975113778898587648,ughalexandria,"Shut the fuck up and stay out of shit that has nothing to do with you, overdrawn lips",975078591665930247
15,endmenow5,@_SchokoHeld Was soll der subtweet 😡,975113383891652608,_SchokoHeld,Mein 3. Vorname ist ICH FICKE DEINE WORTE WAS BIST DU FÜR 31ER,975113145512595456
16,michaelamoyers,@AnnalyeseFausel Is this a subtweet?,975112693370667008,AnnalyeseFausel,"If you are in a friend group that constantly brings you down, get out. Those aren’t true friends. God has better people for you!",974941254076137472
17,chrisbSays,@sexualjumanji This is a subtweet,975111410555465728,sexualjumanji,girls that cant see without glasses got the best pussy,975110534629642241
18,LeNijaah,@XBLaww This is a sus subtweet that’s why👀,975108162666876933,XBLaww,What a time to 'dip' 😴,974874815969423360
19,AJLeftyy,@aztro21 Love that. Probably a subtweet of steady. Lmao x,975098760094273536,aztro21,don’t cross oceans for people who wouldn’t jump puddles for you.,975096765195091968
20,aprilamber_o,@not_navarro Thanks for the subtweet!,975097693964914689,not_navarro,"If you believe that the youth can never change what happens in their country, you're on the wrong side of history, sorry.",974355791091240960
21,clear_olives,@HavocMantis I've never seen someone subtweet themselves before,975094664654196738,HavocMantis,Be careful when pinching people who aren't wearing green on St. Patrick's Day because they may be horny and tricking you.,842116205209124864
22,GeoffONeil,"@AndrewPrichard Epic subtweet, Drew",975093158437519360,AndrewPrichard,"In today's episode of things stupid people say:

""Kevin Harlan is better than Gus Johnson.""",975092858871926784
23,Iostinlipa,@delicateyoongs well then why did you subtweet in the first place,975086076447600642,delicateyoongs,i hate paulina and her fake ass😤😤🥊🥊🥊🥊,975082940962091020
24,Speed_Freak01,@TransSoundwave you didn't need to subtweet me like that erica,975085850240446464,TransSoundwave,"someone repaint PotP Battleslash into Tracer actually, thanks",975074131350904833
25,Imall4america,@VinnyVidiVici98 Interesting subtweet.,975084214415708162,VinnyVidiVici98,"Younglings listen. No one cares what you did, they all wanna know can you do it again. That’s the secret",974803040451645440
26,RScottWilson,@Comey Savage subtweet.,975081916486463488,Comey,"Mr. President, the American people will hear my story very soon. And they can judge for themselves who is honorable and who is not.",975065073575219200
27,bewizzle,@barnard32 I feel like this is a subtweet 🙄,975073193751994368,barnard32,don’t you love when you know somebody always has their phone on them but can’t ever text you back??,975034627172823040
28,reindeer_cafe,@foolishmonth @DickHasProblems @Ikanamify Don't ever fucking subtweet me again i fanta'd from miqote,975073104664911873,DickHasProblems,One day April will play black mage and understand my struggle,975064843345637379
29,killnuggets,@OrvinYT that fat subtweet is HEAT,975072071372992512,OrvinYT,"Hate the people that ignore your support cause they join a big team, gain an influx of subs, etc. Really sucks.",975070654738391041
30,JillianLittle_,"@Divalectable @mental_gas And the subtweet award goes to....

MG. I'm a close runner up.",975072069535674368,mental_gas,"Oh how regret leaving my aeopress at home.  

The potted coffee at dads may kill me.  

Only 1 solution, Bailey’s…lots of it.  #itsirish",975021695005323269
31,dinkdjh,@LoboExplosivo @romemcelroy Nah you deserve the subtweet,975072034425196545,romemcelroy,Collin can’t go to the grocery store without calling me at least once with questions,975070555287166976
32,IKEAtkinson,@manbearkitten Don’t subtweet me how dare you,975069651683065856,manbearkitten,Wow it’s kinda strange to go through your entire skin care routine—including masque—in the locker room at the gym.,975069451342307328
