,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,HollanderCooper,"@scottjohnson ...did you just subtweet me, Scott?",947979898504675328,scottjohnson,"Flatbread might as well be called fatbreat because it's bread and I love bread and it's making me fat. Therefore, fatbread.",947979730770202624
1,RiosJose559,@teethnclaws Thanks for the subtweet,947978602187915264,teethnclaws,He shitpost but he also goodpost,947978051446435840
2,graytfox,@CMYKGenet Do I need to actually subtweet you now,947974378133905409,CMYKGenet,Catch my next set at a con near you featuring an hour of exclusively klezmer breakbeat mashups,947970443436273666
3,CodlyB,@Jxrhxad do u have to subtweet ur life day by day smh,947969855080329221,Jxrhxad,Why ask for people to play a tourney if you are gonna get a team and then not register for the tourney....,947969473381838853
4,_MissMaggie,@typicalchannis Is this a subtweet,947968224498454533,typicalchannis,When you’re single on New Years people literally act like you’re disabled,947685439439343616
5,SF_incognito,@NYKonfydential Ok fine I’ll leave but you don’t have to subtweet me,947960017474293760,NYKonfydential,Ok I get it fuck off? Got it!,947931279101693953
6,Jollyrogers99,"@ForgetAmnesia Don’t subtweet me, binch. &lt;3",947959651617751040,ForgetAmnesia,"What's your favorite crafting system?

""I don't like crafting systems"" is not allowed",947916247961948160
7,Mckenzie_ray623,@stephanieday99 subtweet,947958923163824128,stephanieday99,u not finna call me when it’s convenient for u... boy bye 😴,936059761522552838
8,Mckenzie_ray623,@stephanieday99 subtweet,947958809644986369,stephanieday99,let me stop making u think i care,938641110246854656
9,Mckenzie_ray623,@stephanieday99 subtweet,947958636986462209,stephanieday99,back on ur bullshit and i ain’t playing ur game again #bye,946068064092778496
10,Sucha_tweethart,@GeminiTrick Well that means your subtweet did it's job lol,947954883906424832,GeminiTrick,If you don’t have a fat ass or big titties you losing. A waste of body.,947939768435904517
11,sophiasackles,@Stands i love the subtweet,947954002569854977,Stands,"""Live in such a way that if someone spoke badly of you, no one would believe it""  😇",947946586574852096
12,nbargsley,@alyssaphil15 You can’t subtweet me like that anymore,947949879128678400,alyssaphil15,I wonder how some people’s brains work cause some shit doesn’t make sense,947949749927383043
13,WitchesSSB_,@CastAwayRain Lol I knew u were gonna subtweet me,947943798600069120,CastAwayRain,i hate arguing with some bayo mains bro,947936313923260416
14,dankmemer95,@cbr_kid You’re a mark ass 4 this subtweet,947942961836310528,cbr_kid,So apparently I’m always in the wrong even when I make a good point 🤷🏼‍♂️,947615865083535361
15,MrGunner_420,@AgainstMemes this makes no sense i'm going to make fun of you in a not agressive way in a subtweet,947942743082446850,AgainstMemes,I know exactly what my 10th album needs to be,947933687622062081
16,dutmoth,"@DemciaMG @stevedastardly @BooTicketyBoo Don't forget to extensively ""subtweet"" 😁",947936120599441412,BooTicketyBoo,Didn't realise just how many people I follow that never talk to me. Why do they follow back?,947901010147790848
17,collectsunrays,@ACourtesan love when u subtweet me 💋,947926137296039937,ACourtesan,"head like a hellhound, heart like a horse race",947923383890481152
18,karinabedoy_,@jordanbrianna13 If you’re gonna subtweet about me @ me 🤦🏽‍♀️,947925485895303168,jordanbrianna13,Have you ever been so mad that you’re calm,947923935131136000
19,ZachZukowski,@ktzukowskii Woah that sounds like a subtweet who you beefing with?,947924227558125568,ktzukowskii,You can’t get the prize if you don’t compete,947922688944852992
