,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,JamyFPS,@_Lxwiiss That a subtweet nibba?,953053455882637312,_Lxwiiss,Still in disbelief that people don’t know how to rotate 😂😂😂,953053099291283461
1,LifeofFitz,@honeylovesugar How did I misspell subtweet?,953048728105029632,honeylovesugar,Some people will never grow up and there’s nothing you can do bout it.,953047099293118464
2,JamyFPS,@RoganJCEU lol we both know who that subtweet is about,953048232095035397,RoganJCEU,It’s funny when you think your mates with someone but then they were never really your true friend!,953046725425532930
3,KayliiRenee,"@xomariahhurstxo *me reading this tweet* 
Now who tf would want to waste a su......... damn she meant subtweet alright okay.",953045375090294785,xomariahhurstxo,"If you’re gonna throw subs, atleast know wtf you’re talking about bitch 🤗",953034647126134790
4,bylinetd,@GrantTanaka Sorry about the subtweet but karma got even when I caught my typo.,953039448903749632,GrantTanaka,in the final episode of Finding Bigfoot they realize the bigfoot they were trying to find was in their hearts all along,952735158104240128
5,Fqtality,@JAKASIAN_ subtweet lmao,953036939728318464,JAKASIAN_,when someone gets triggered and goes off on you because you RETWEETED somebody.,953036871566753792
6,CleetusAlreetus,@tcalaquilac A subtweet if ever I saw one! 😂,953032866295963648,tcalaquilac,I show remarkably little restraint on Twitter. It's almost like I think it doesn't matter that much,953031281427673088
7,Nintendoisbad,@husbandu luna didn't catch the subtweet ha!,953030929542389760,husbandu,luna what is your profile pic,953029654453080064
8,MHJulie,@DeanObeidallah You really shouldn't subtweet @dick_nixon like that,953029561805131782,DeanObeidallah,"Richard Nixon: ""I'm not a crook.""

Donald Trump: ""I'm not racist.""

They were both lying.",953026704485699584
9,Daffs_,@SickStory_ what the subtweet :(,953020193185280001,SickStory_,once you stop playing halo all ur halo friends will leave u ;( the egos are real man i pray for yall,953019347911565314
10,FerMtnzHeavy,"@RadPizzaAnarchy Don't subtweet me like this, you coward",953019631047933958,RadPizzaAnarchy,People who haven't played Digital Devil Saga sadden me,953019460608196609
11,Radical_Stefan,@IamAnAdultNow Thank u for this subtweet,953018730686046208,IamAnAdultNow,I don’t 100% trust people that listen to musical soundtracks on a regular basis 😒,953013024889040902
12,bussy420,@buttwife is this a subtweet or,953017446931357698,buttwife,i think i would like to date a gay stand up comedian but they're all sassy bottoms who can't shut up about hillary clinton,953008767217688577
13,Shadical,@FIyover subtweet,953017009503178752,FIyover,wont stop till i get a tesla,952983002270793729
14,cjboi47,@spiderkierman And nice subtweet ass,953014055920320512,spiderkierman,If you say fortnite is a brotherhood you got some problems,952964902640996353
15,garbagekate,@BrandyLJensen i remember finally googling subtweet lol,953012431629905920,BrandyLJensen,/Katie Roiphe sitting at her desk staring intently at a pile of flash cards with labels like SUBTWEET and MILKSHAKE DUCK,953008537504026629
16,SicilianInHeels,@DameFromTheWay I subtweet myself all the time.,953012126376919046,DameFromTheWay,Sometimes u gotta re-read your timeline and take your own advice.,953006042606129152
17,bwsqrd,@WildernessCrier TMW you subtweet an entire political party,953012044403564544,WildernessCrier,"Geez, my 3-year throws better, more believable tantrums. 

(Let the reader understand)",953001800965279745
18,sovietblobfish,@loathepsalm this is a pretty broad subtweet,953010779946668033,loathepsalm,get that shitty fucking account off my timeline you insipid fucks,953004850995843072
19,hmakenzy_,@tayylmas Well @ me Taylor. It’s not that serious for you to subtweet me while we already @‘ing each other.,953005652170936320,tayylmas,Y'all taking my tweet too serious 😂😂,953000436675547138
20,kaili_aloha,@MasonMeyer1 😂😂😂😂 subtweet much? 😂😂😂,953002753269301254,MasonMeyer1,All siblings are good for is taking all the damn hot water 😤😤,952987985263366144
21,iamajshirley,@marissa___cx why do you have to subtweet thoughhh,952998927183183872,marissa___cx,Whyyyy do you have to lie thoughhh 😂,952736157384634368
22,JasonCheathawks,@guga31bb Dont subtweet me,952998541793796096,guga31bb,Seahawks twitter burying someone while failing to wait until all the information comes out after seeing a player in a headline is undefeated,952984818291232770
23,LilGothThot_,@Kendalica Why you gotta subtweet me like this,952990764602216448,Kendalica,I can’t stand clingy people,952969952809627650
24,ER_NoTR,@JRpotential don't need to subtweet me like that,952990582455939072,JRpotential,I have nothing but loathing and contempt devil's advocacy and everything surrounding it.,952970722451783683
25,bigpoppapumppp,@thatderekguy101 Don’t subtweet me lmao,952987387436691460,thatderekguy101,Here's to the poor bastards who actually accept the whore spam bot's friend request.,952984709830758401
26,girlssmellweird,@dadadaei subtweet,952987026709798913,dadadaei,dont invest in bitcoin invest in ropes im going to make myself a noose,952982577782185989
27,Chris_Cwik,@harrypav This seems like a subtweet that I wish I could like more than once.,952986717480366080,harrypav,"for reporters: when a source gives you a trade rumor, do you question it if it seems illogical? Or do you just report it without question?",952905101416464384
28,TJPCordell,@AlwineAaron @gabriela0945 @dillioncross18 Ain't no subtweet on his watch,952984119692156928,gabriela0945,Niggas ain’t shit just a reminder‼️,952981301342146561
