,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,MadelynnPierce,@taytay_longo21 Can I just subtweet someone who cannot pick up hints to save my damn life.,979144333839556614,taytay_longo21,i would kill for some chocolate covered strawberries right now,979115771614892037
1,TomIsOdd,@MistarValentine The subtweet game is strong.,979134254121709568,MistarValentine,"**** is so extra sometimes, but I lowkey love them as a mutual for it.",979125648424820737
2,bailiecharette,@vinnyproper Proper thanks for the subtweet,979130451938902017,vinnyproper,I don’t know who I am without you,978959227573161985
3,Inkfacefahz,@animemoms Harsh subtweet,979129941710254080,animemoms,Eating Before 5 p.m.: Because Even a Hot Pocket or Something Is Better Than Getting Angry at People You Care About for No Reason,979087327287848960
4,AhsanFuzail,@xt_ve Love me a juciy subtweet,979129905953812480,xt_ve,it's one thing to forget a reagent and another to add 10 ul EtOh,979117623890804743
5,dukeofcurls,@cumwaIk @orderowordsVEVO how did i know he was who this was a subtweet to,979129702014218240,cumwaIk,imagine giving a song a -3/10 lmaoo,979128690675240960
6,shaylagraving,@alexandermeg3 Sometimes they just subtweet you,979129507889274881,alexandermeg3,True friends stab you in the front 🤘🏽,978828234405089280
7,ehrenmax1,@Unkreatur subtweet an dudummehurr und theresa,979127178016317440,Unkreatur,Warum dursten User bei hässlichen Mädchen,979083552175329286
8,9frontdotorg,@drugsgunshentai dont subtweet em,979127113478483968,drugsgunshentai,Found an insane dude on twitter,979127004552355840
9,intoremix,@beezusthefad when u subtweet me 🤤,979126669150769152,beezusthefad,my tl smells so bad omg oomf please stop tweeting 🐒😳🤢😱🤪🤛,979120572339818497
10,aeno__,@ImDazzy But when a nigga brings out the subtweet its all over,979125278122311681,ImDazzy,you know arguments are getting heated on twitter when people are bringing out the capital letters,979124488477597696
11,NestorRedux,@Ihaveanopinion9 I don't really subtweet people so I don't think you could be considered my copycat.,979124926190891014,Ihaveanopinion9,Not sure why I looked at a certain someone’s Twitter Page. It always annoys me &amp; now I’m annoyed. Ugh. #1stworldproblems,979120564962037760
12,amy_green,@Char_Roberts We love a good subtweet https://t.co/RTnGK33hTZ,979124227180781568,Char_Roberts,People that tweet about the Wetherspoons app but repeatedly use the word Chav and constantly remind everyone they “read History” at Uni 🙄🧐,979123310750519302
13,InternetHippo,@surfbordt please do not subtweet me,979123068525309953,surfbordt,"we taught the old guy in our class how to get around paywalls for media and he thinks it's hacking, it's very cute",979122709446758400
14,koralhaner,@ShaeRochon Is this a subtweet at me??,979123061726302208,ShaeRochon,WHY DO PEOPLE AT LU INSIST ON ALWAYS SITTING SO CLOSE TO ME I DONT WANT TO SMELL YOUR CHEAP ASS PERFUME,979050145743560707
15,PapiWooz,@MK4JOE You gonna subtweet or are you gonna @,979121051992018945,MK4JOE,When niggas are obsessed over fortnite but is trash at it 🤦🏼‍♂️,979105392784486401
16,MERCURYHERRON,@averylovin we love a good subtweet😍😍,979120879530659840,averylovin,there is a MASSIVE difference between coming for someone and joking about LMAOOOO,979117528235565061
17,swearsayer,@CONNORisSWEET @oppenfailer my first ever subtweet,979120733115830278,oppenfailer,If we’re moving on Saturday that only gives me three days to befriend any men in order to have them carry my furniture.,979098469414584321
18,esnyn,@okktrinity subtweet at him like dis,979120006364504064,okktrinity,how do you drop a guy in the nicest way possible?,978855461171720195
19,BrokenArrow55,"@jessdollxo Omg don't subtweet me, I know I'm awful",979117260886376449,jessdollxo,Guys who can't get/keep a girlfriend and don't understand why but all they talk about is other girls/porn 24/7........🤔🤔🤔🤔🤔🤔,979109265372827650
