,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,TimmySaxophones,@KeystoneTrad Don’t think I didn’t catch this subtweet Dan you’ll die for this,972260115444363264,KeystoneTrad,niggas who post art of their waifu to the tl are cucking themselves,972258134164197376
1,TheDropkickKing,"@WillowsPeek #OOC Negativity again in a subtweet. I want you to be better than this, Matt. What I’m saying is try t… https://t.co/0ONPHkHri9",972259974884753408,WillowsPeek,#ooc My bad. I forgot we can’t have friendly debates because it’ll always be turned towards me being such a meanie.,972259793284091904
2,Octapode,@riyenakshi Is this an alex subtweet,972256388608126976,riyenakshi,"yalls thirst for twitter thots keeps showin up in my tl and there's none of em that aren't ugly. get some damn taste, good lord",972207614527459330
3,Alexfromthe_H,@samantha___123 @Elvysbitch Wassup w the subtweet pussy,972252706697109504,Elvysbitch,Bro niggas really be getting mad cause you are funny around their girl wtf cover her ears bro,972218436716826624
4,Kouriasioum,@nekochik wtf with this subtweet,972251508988366848,nekochik,The most boring person on earth ™️,971818826848489472
5,HCesnik,@dangaristo This is a subtweet if I've ever seen one,972251072386551809,dangaristo,"Check source name twice, send email once.",972243407354716160
6,a_frances34,"@alwaystheself Noooooo, not the subtweet! I just never thought to put hot sauce on flavored chips. 😩😩😩",972250453982490625,alwaystheself,If you don't put hot sauce on yo chips.. how do you live with yourself?,972249487463931904
7,ericvondran,@Jim_Nowhere subtweet: late stage capitalism…,972249986506227712,Jim_Nowhere,"not looking forward to finding parking downtown tomorrow night, but transit from around here is a logistical nightmare.",972248957639258112
8,notnotryan,@tonynotronald don’t subtweet me,972248923317321729,tonynotronald,I love Jarvis Landry because he makes so many smug fantasy analysts with taek lock meltdown.,972243002188955648
9,ChaosEtank,@KiNiNarimasu__ Oh damn a subtweet kappa,972247153765638144,KiNiNarimasu__,90% of people saying they're gonna main the Inklings are not going to commit at all calling it now.,972227694250270720
10,allykat290,@danielle91698 you can’t subtweet me. sorry i don’t allow it,972246761271169024,danielle91698,"family isn’t shit anymore, fuck that",972202468082966528
11,sbellikoff,@carlyaquilino Wow can’t believe you would subtweet me like this 💋 💋,972242611615526912,carlyaquilino,"when you meet someone for the first time and they kiss you once on each cheek they're saying ""Hi I'm fancier and better than you.""",972235147939602432
12,corietjohnson,@personallyrich Why did u subtweet me bitch I thought we were friends,972242375216054272,personallyrich,I do stand up comedy for attention but I tell my friends and relatives that I’m quitting stand up comedy for MORE attention.,972237030607355904
13,FiftyShadesofJ,@lexieerusso subtweet game 10/10 👌🏼 love the vintage twitter usage,972240837198385153,lexieerusso,You literally use people’s business as conversation fillers 😂 time to grow up!,972221033368338432
14,jamesondavis,@angelwinglesss Lol I love how much you subtweet the lounge,972237688500711424,angelwinglesss,Do you ever just walk into a room of specific people and you're just like... can I please have one day? Just one day? Without?,972189066845302784
15,gabbyfletcher98,@kyleebrown9 😂😂😂 subtweet as a mf,972237243174805504,kyleebrown9,Im so confused as to why people like to live in a dirty ass house,972215629603319808
16,ibaiki,@lsherrington1 I don’t know why you have to subtweet me like this.,972236811086024705,lsherrington1,Even if you're obsessed with something there's always someone who searches and likes every single tweet about a thing they like.,972236613773381632
17,tanukilani,@madsamarxist You don’t have to subtweet me,972235236162572289,madsamarxist,"a few weeks ago somebody asked me if i wanted to start a podcast with them + a few other people &amp; i just replied ""lol, no""",972234225599569920
18,CostumElly,@AtelierHeidi The only way I can even handle that level of inappropriateness is to pretend this is a subtweet at Jared.,972235090557329409,AtelierHeidi,Uhhhh maybe don't send a love letter to someone's business email 🤦,972179018807091201
19,luiOef,@djpain1 @1isaacbeats this is the biggest subtweet ever and i still dont know who it’s for,972234398895656960,djpain1,Blaming another producer for your failure to build your brand is a major sign of weakness and this game eats weak-hearted people alive.,972188390753005568
20,arbitraryorbit,"@annahhbarnette definitely a subtweet. definitely, DEFINITELY, a subtweet. 😂😂",972231638406123520,annahhbarnette,If two people share one room and one person lives in the other. Should the two people not get the bigger closet?🤔,972107502656638976
21,drldCsta,"@Rudapu92 @Jewbacchus I assumed this was a vague Pacific Rim subtweet, but now I'm curious.",972230349811044352,Jewbacchus,The only thing that I really held onto about South Africa is that their robots suck.,972227231970922496
22,Gregory_Pecked,@BadJohnBrown Now that is a subtweet! 💯,972229052336656384,BadJohnBrown,I don't even want to be in that conversation.,972227501429633024
23,fi1mquaker,@thenoelmiller did u just subtweet yourself,972228746785718272,thenoelmiller,30 year old practicing new block boy dance for Instagram: this is fucked up,972228676984094720
24,nightlifepunx,@cacandleandler don’t subtweet us we’re just trying to stay relevant!,972227989395202048,cacandleandler,"I don't like the word 'slaps' to mean good when talking about music. I'm old now, I know.",972197518539976705
25,organatt,@eeylortellis Don’t subtweet me,972223608683749377,eeylortellis,Damn people really have their license and still don’t know how to drive 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,972216943607451649
26,HotSemibreves,@DarminMarrior Does this count as a subtweet,972219870195671041,DarminMarrior,"What kind of a name is ""10 inch LOGIC COCK""?

What an appalling misuse of the word ""logic"".",972213975390834688
27,Hypnoticfart,"@txmannymo Don’t subtweet me, you son of a bitch",972214198280359936,txmannymo,Everybody has that one person in the group text that’s constantly being roasted. That’s why it was created.,972208658510696448
28,mxhel_,@dancekotadance Damn son you didn't have to subtweet me like that,972211191517995009,dancekotadance,Some niggas on twitter just love to tweet unpopular opinions just for the fuck of it lmao y’all can’t really be that hateful to everything,972209179460071424
29,veni_vidi_veni,@sudo_bee this really is a subtweet huh,972208762827063296,sudo_bee,"i've finally made it

i'm getting bullied on main on a pretty regular basis

it's an important twitter sub rite of passage",972207732152586240
30,MykMolodynia,@gnarlynickkk Just subtweet me some more okay,972208035337785344,gnarlynickkk,i don’t think snapchat cares for a daily update of your fortnite wins,972067962579451905
31,Sahar_desai24,@saranickolle Is this a subtweet about me? How rude,972207743280001029,saranickolle,"If I don't have anything positive for you, I don't have anything for you.",972181402228838400
32,FIameMort,@EmmiaTV @NotVentair she subtweet you bro you let her get away with this?,972206397130670080,EmmiaTV,do i miss u or do i miss ur KDA,972206042426654720
33,kori_graham5,@TinyJuicee subtweet me😵🤩,972203826013921280,TinyJuicee,I hate people that stress me out,971863839019945984
34,Littlegrayskies,@_carr0t Is this a subtweet 👀👀,972199113893826560,_carr0t,trust none of what you hear and only half of what you see,972139222814679040
35,diamondovelove1,@WolfPrincessxx Just like she said people need to keep it real and yet can’t keep it real with Marie has to go subtweet her,972194841705639936,WolfPrincessxx,Kayleigh saying Arthur was playing it up for the cameras yet that's exactly what she was doing 🤣,972192239916068865
36,jennlynnec,@KarlaaRuizz i fucking knew you was gonna subtweet me so i went to twitter and looky here 🙄🙄😂,972193563940331521,KarlaaRuizz,I want to block my friends 100x a day with the dumbass shit they say sometimes lol,972193321320771584
37,Classick_AED,"@Mightashwell You would think ""sweet &amp; salty"" is a subtweet by Big sunflower seed. https://t.co/jvzDkNCvAX",972186678369685504,Mightashwell,Sitting at my desk eating sunflower seeds. What’s up?,972154420644507648
38,ashleyakinssss,@moonlitsoulk Nice subtweet about me🙄🙄,972185931171155971,moonlitsoulk,Some girls honestly take my breath away with how gorgeous they are #jealousyvibes,972123665247555584
39,AnarchoEmo,@Saturnzxx Nice subtweet,972183600975302656,Saturnzxx,You think hating other girls online is gonna get you male attention??.. Ok,972183435891675137
40,ianmvogt,@DieBABIP Grant hitting me with the subtweet mop,972182901273047043,DieBABIP,If you dont watch Marvel movies in 2018 youre a fucking loser,972181190374502401
41,maccabeem,@hellomountfuji is it still called a subtweet if it's intended for everyone on twitter?,972181108447211521,hellomountfuji,"What if Twitter delayed posting tweets for 60 seconds, to give one time to think about what they just sent?",972174029116313603
42,roniversace,@starsmoonandsun Gotta love the ones who subtweet too https://t.co/2obZGwTg24,972180286216785920,starsmoonandsun,Have to love “spiritual people” arguing on social media 😴,972158331275087872
43,613el_rey,@caarroollinaa I just love people who subtweet me 😻,972177475609419776,caarroollinaa,My bitchass “friends” love not answering FaceTime.,972175752773894144
44,Heylee_Haley,@Michaelendez This subtweet is one of the sweetest and mildly offensive things I've ever read,972177224500633600,Michaelendez,Talking in her sleep is one of the cutest and creepiest things I've ever heard,972041372428464128
45,ChangeIater,@hankgreen Quote or subtweet,972176603307433984,hankgreen,What's it called when you retweet with a comment?,972162393617739776
46,roguetldr,@newtypeknight @prosodi how dare you subtweet me; fun is overrated,972175792565379072,prosodi,Leaving work early on Friday to take my poor allergic cat to the vet AMA,972172372999573504
47,JoeContinelli20,@anakathomas Lolol so true XD and you know what helps those people? Putting out a subtweet about it,972175438968696832,anakathomas,how some of you ppl do the things you do and think hm that sounds like a good life decision,972107108660498433
