,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,merzdeth,@animalglue Is this a subtweet about me fantasizing about Kobashi chopping me?,961023669941211136,animalglue,"Instead of chopping fans (which is a super weird thing to ask for in the first place), wrestlers should start givin out backdrop drivers",960945801496285184
1,Ljmasternoob,@savvysuzee It's my auto subtweet to autocorrect tweets,961021556972507136,savvysuzee,#ItAintMyFaultThat autocorrect changed EpiPen to Epic Penis.,961017402153676800
2,jacbeale,@atothebed subtweet.,961017562736807936,atothebed,Why do my socks only go missing when someone else does my laundry? 😒,960991423725277187
3,AMorphingPotato,"@HiirokageSuzaku I guess you don't know her
And I refuse to subtweet as a precaution 
But she actually wants us to… https://t.co/5mVRsye1a1",961011815441403905,HiirokageSuzaku,Y’all really still out here using the word tr*p smh,961004309839273984
4,AnkurFactorial,@andersen_hecon there is a 5% chance that this is a 🔥subtweet haha,961011129253318658,andersen_hecon,Completing your annual review completely sucks,960962008605757442
5,MilesTheDJ,@iamaddie I wonder who inspired this subtweet... 😂🤔,961009498843484161,iamaddie,"“do you guys wanna hang out tonight?”
“i can after smackdown.”
“i can after taekwondo.”",961006626470879234
6,TheOdalisque,@harikondabolu Is this an Elon Musk subtweet?,961009008864874496,harikondabolu,One of my favorite games to play in my head is “Would That Person Own A Slave If They Could?” There are no winners in this game.,961008046154571776
7,JLoBiafraVEVO,@jaggies_ Do not subtweet me,961008256054280192,jaggies_,"the billionaire heir who lives in a solid gold penthouse doesn’t actually care about poor people, who could have possibly guessed",961000075454377985
8,paramour27,"@PatrickTOlalia This is a subtweet, if you want an example...",961001963214262273,PatrickTOlalia,"Tatapang nyo dito, dun kayo sa Freedom Wall at sa Freedom Society sa FB tingnan natin kung kayanin nyo#TrojanHorseMoMukhaMo",960893092504076289
9,FrankieNiles,@clitterton Madi pls don’t subtweet me. It was one time OK,961000201036161025,clitterton,I don't trust the opinion of any who only orders California rolls,960986372927471616
10,SakaguchiLeo,"@leeaakkss Nah sis, I'm flattered u took your time to actually subtweet about me 😙",960999050219671552,leeaakkss,Hands move fast behind the screen 😂 #allshmack,960997699351752705
11,kenzieelaatsch,@CayleeNatzke Too bad Blake doesn't have twitter.. I'd subtweet the shit outta him. For now I'll just have to talk… https://t.co/oGnxbRMp6s,960998487986003974,CayleeNatzke,"Why do men always wanna give solutions. If I come home bitching I just wanna bitch for a minute, shut up and listen.",960974180622708737
12,BL1FEReborn,@TheOrdinaryNerd why you always gotta subtweet lol,960997828012240896,TheOrdinaryNerd,Btw just cause I ask for your opinion doesn’t mean I’m going to agree 😂 A LOT of people don’t have an ear for music or content.,960969837374820352
13,mikesiks,@WackoDreamer At least you didn’t subtweet me.,960991930011275264,WackoDreamer,Mike told me yesterday he’s bring me shit. He didn’t bring me shit.,960989439991386113
14,standolxns,@sofiaaebrahim a good subtweet,960991004638760961,sofiaaebrahim,get you friends that go crazy when you get a notice ☺️😫😭💞💗💘💘💝💕💓💖,960990614207610881
15,JegoRagragio,"@PatrickTOlalia 1. Don’t subtweet. Especially if the people you’re subtweeting have legitimate questions.
2. My req… https://t.co/8OvmqolULx",960989917860909056,PatrickTOlalia,"Tatapang nyo dito, dun kayo sa Freedom Wall at sa Freedom Society sa FB tingnan natin kung kayanin nyo#TrojanHorseMoMukhaMo",960893092504076289
16,TylerSnod,@ErinGrowth Unbelievable to subtweet me like this.,960984913032990720,ErinGrowth,"Being hot doesn't make you a ""performance artist.""",960979699219484672
17,lcbyrinth,@horribIeyouth i love this subtweet xx,960984528583053314,horribIeyouth,"• Astrology thread.

        — This is not a regular thread, I’m gonna drag all the signs since y’all get on my nerves.",960953947233181699
18,TugboatCaptainL,@NYorNothing You tweeted this right after my “@“. I’m taking this subtweet personally. 🤨,960982439958077440,NYorNothing,Out of my mind? Kinda. Out of ur league? Definitely!,960962562295779330
19,Bready_todie,@typiccaI @ryuukei_hansen @KingGunnmy I caught that subtweet somehow,960981671725088768,typiccaI,valentine’s day coming up rip,960980106071207936
20,cmcory24,@Winey_33 Is this a subtweet,960979603970932738,Winey_33,Imagine listening to g eazy and liking it hahahaha,960972878698000384
21,CosmicEqn,@yarmiahbukhari happy birthday mia i have you a subtweet,960972107881558018,yarmiahbukhari,It's 2018 please use personal inbox to send the birthday essay.,960970405241647105
22,SavageFoxtrot,@Creativity302 Why subtweet? Why talk shit when I haven't uttered a word?,960971600416866305,Creativity302,"""Is Siggy still under Zulu?""

""Yeah they're never leaving him.""

""Honestly I think he's Siggy's dad.""",960696141187829761
23,tamryncheetah,@SketchyGenet is...is this a subtweet,960970730702766080,SketchyGenet,Sexy cheetah asses vs soft leopard paws,960969916747829248
24,TheRealFTA,@msmp__ Don’t subtweet my hatred of Ted,960969770920218624,msmp__,"we’ve all got a finite amount of time on this Earth.

spend all of it being kind and spreading love ❤️",960969258170769415
25,Bill_Lepine,@dexterreid_ The most obvious subtweet @ me ever tbh :^),960962622282584064,dexterreid_,Someone be my Valentine I want candy thx,960962052519948288
26,alienpmk,@itsreileyright is this a subtweet,960961775599538177,itsreileyright,"Friend: why is [x]
Me: let me talk about import dues for a bit",960955087303606273
