,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,DPD_CLE,"@JeremyinAkron Not a conspiracy, no need for a subtweet. Just odd how Allen and Darnold are always the headline guy… https://t.co/TVvXVZDqy3",976245273428135936,JeremyinAkron,People think there’s a media conspiracy to get Darnold to The Browns. How is this app free ?,976244715950616576
1,haleyeliza,@mannyhardman Is this a subtweet ab me,976242292066467840,mannyhardman,There’s a lot of confusing people and a lot of confusing shit. It’s wild out here y’all,976238110207086597
2,emmasteever,@emmakayee3 🤔🤔 maybe check your own social media before you subtweet us lmfao https://t.co/bErJCQapGx,976241272213200896,emmakayee3,if I wanted to see almost naked girls on my instagram i’d follow old row ..... do it for state somewhere besides my timeline #myeyes,976231168818536448
3,NewYearsDani,@GenAugustoP I can't decide if I want to @ the whole thread or QT each subtweet and @ the person I think it best describes. 🤔,976240448720302080,GenAugustoP,"Guys, I don't know, but I'm starting to think Twitter has an insane, unfair and arbitrary double standard against people on the Right.",976232847676764160
4,golf_gurl,@HouseOfHARLAN is this a subtweet at yourself for next year 😂,976238764862386177,HouseOfHARLAN,"You’re not an aspiring world traveler. You went to an all inclusive hotel in Cancun 2 years ago, and you think it made you more cultured",976230320247857152
5,tonytula,@jarry now THAT's a subtweet,976238225487429632,jarry,tfw one of your exes gets engaged but you ran into his active online dating profile 6 months ago 😬,976237720434630658
6,ItHadPotential,@StarbucksSanae Nice subtweet faggot,976238138845736965,StarbucksSanae,You better snipe his ebay buy,976236914356441090
7,jeremycatbot,@jay13x Is this a subtweet at Urza?,976237081520467975,jay13x,Why would you make a toy boat that can’t go in water?,976236191036137472
8,knbreck,@madsmoreland Ok I thought this was a subtweet about my reaction to a pimple on my face,976236660710170624,madsmoreland,Girls are so dramatic it’s funny 😂,976193071959429122
9,borf_borkington,@FinalBossFemme What a subtweet,976232916182183936,FinalBossFemme,"When you say “goals” on a trans girl’s transition timeline her natural lifespan is extended as her body is infused with power, so, thanks",976219406878392320
10,lordxiek,@MerrylBerryl I know a subtweet when I see one,976231268064071680,MerrylBerryl,The best way to use twitter is to just type what you want and then tweet before you realize how shit your tweet is,976230139464953859
11,saikocat,@Peter5tewart I mean I live here don't subtweet me just arrange drinks,976227224541069312,Peter5tewart,"Does anyone who's not at GDC wanna hang out in like, London or somewhere and just, like ... glower?",976220025014177792
