,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,simraichu,"@badgalariri1 Try being in my room when with terrible cold. I'm trying to get better, not more sick also no need to subtweet lmao",962112945877606400,badgalariri1,There is NO REASON a thermostat ever needs to be 74°!!!! I came back to my apartment and it’s a fuckin sauna!!😠😠,962103445783277569
1,sannnnyboi,@indhi_lopez @Gabe_Wz @dariusherron1 Idk who lied to you and told you were fly enough to subtweet someone whose shi… https://t.co/BghvYfKPAv,962109959315034112,dariusherron1,Mfs stay stealing paper plates?? You a bum!,962102723117232134
2,indhi_lopez,@Gabe_Wz @dariusherron1 Literally. Who even are you?! Don’t like our shit and then go subtweet is we don’t even kno… https://t.co/I336vRA4C2,962108416239067136,dariusherron1,Mfs stay stealing paper plates?? You a bum!,962102723117232134
3,JackOMoore_,"@inihelene Oh right. I assumed it was a subtweet. 😳

I'll go back into my corner now.",962104601469227008,inihelene,"Women can be sexual AND have intellectual conversations.

I know. What a concept. It's almost as we're thinking people or something.",962103315940216832
4,Maranda_Haley,@chocolatgewdniz You on your subtweet shit lately huh,962098132342452224,chocolatgewdniz,Lmao had to delete you off insta. All you post is salty side chick memes. Lmao got tired of reading the same shit everyday 🤷🏾‍♂️🤦🏾‍♂️😂😭,962078358380171265
5,sshresthaaa,@thatchick_vic is this a subtweet,962092109925961728,thatchick_vic,How is it that I always get roasted in all of my friend groups... 😂,962091922713202690
6,TomCraze,@cgowler83 @jet79 Went for the subtweet to really hit you where it hurts.,962075819093798912,jet79,"The L isn't just on Copp, though. If you read him, that's your L too.",962074069494480896
7,Darkly_Dave,@danielhowell Don't subtweet me Dan https://t.co/hGqRdYeanb,962073110101946368,danielhowell,anyone who texts with keyboard clicks on public transport is a monster,962028928108933120
8,Sklarsky,@jowrotethis Is this a Quincy Jones subtweet,962064615793295360,jowrotethis,I got blistahs on my fingahs.,962050445236563968
9,MoSokanhe,"@mck926mck @thechainLink @CincyvsEveryone Let's be honest, it was a poor attempt at a subtweet after Xavier's win a… https://t.co/P52JqP1a3u",962062694806253569,CincyvsEveryone,You can only play in the 80’s and 90’s for so long. Tournament teams require some defense,961055308733976577
10,jessicamvitale,@GrahamRendell subtweet?,962057495349833729,GrahamRendell,It’s incredible how people’s bitmojis actually look like them,961828808494952448
11,Kershme_Tukelio,@FrostWyrm_ Is this a subtweet about me???,962053672531255298,FrostWyrm_,"That typical friend that spams walls of messages about stuff you don't care, jesus christ how annoying it is.",955878701576654848
12,annaisaburch,@nathanisariot Lol this subtweet,962052582825803777,nathanisariot,What's the etiquette on asking your client to drive you home in a blizzard after her album release party?,962024953494163456
13,uglymachine,@Matt_Hecht Is this a subtweet,962052521890992130,Matt_Hecht,"One day closer to getting dragged under a car and using my blood to write ""honk if you're a goose"" on the bumper as I die.",962032833811435520
14,Necation,@TheRealNvNone is this a subtweet @ me?🤔 because if it is I didn’t appear offline I got off lmao,962050704507416576,TheRealNvNone,Niggaz appear offline soon as you send them invites 🤣 I’m finna start cleaning up my Friends list,961989125518839808
15,_brinflakes,"@ThatsJustSteph_ You gon subtweet me the whole deployment, nigga damn!",962046341512708101,ThatsJustSteph_,Shorty don got a taste of how the insurance works and now she got an appointments scheduled for the year.,962038411174469633
16,danielsinger,@grlalx positive subtweet! :P,962046328590053376,grlalx,Seeing my friends happy is literally the best feeling in the world 🖤,962045689789259778
17,jimdavis_online,@liftrss wow way to subtweet @celery_emmers like this,962043988948561921,liftrss,the best thing i did today was NOT DM someone telling them one of their FF's is a shithead because twitter drama is fuckin stupid,962043369420603393
18,gweniallison,@gillychristine And I don't trust people who subtweet about me but here we are,962043704688050177,gillychristine,I don’t trust people who don’t have Bitmojis,962016511727517697
19,wavey_gravey,@PsychTyson Is this a subtweet?,962040955871232002,PsychTyson,When you start to suspect that someone you thought was alright might be a wrong'un.,961943630201139203
20,cfaust,@aemccarthy Don’t appreciate this subtweet.,962036044391620609,aemccarthy,i want to win the lottery so that i can have a full-time career of correcting writers' online typos,961981450852667393
21,kyraachristine,@alisonminerr Is this a subtweet towards me? @ me  next time k,962035025687515136,alisonminerr,you know it really only takes one to tango,960329430227996674
22,bmorgsasbord,"@chensusays @realdealLito God damn, Carl with the subtweet",962034432474411008,realdealLito,Well I managed to go to Thailand and NOT get a tattoo. My parents will think that's a good thing,961774094797619200
23,all4K_,@SpeciesOfQUA don’t subtweet me tf I don’t eat red meat sis unless it’s a piece of steak and that’s very rare ! NEXTTT,962033367112867840,SpeciesOfQUA,"you cant trust NO bitch that say lamb chops nasty , and thats facts",962033111583277056
24,JJasonTucker,"@scottlincicome @NoahCRothman If you put a link on a subtweet, it's not a subtweet anymore.",962032642194460679,NoahCRothman,Your incredulity is not my problem.,962031069947146240
25,ethanvandertuin,@Kiersten6246 Yo subtweet goals,962027050721619969,Kiersten6246,sad knowing some ppl in my grades priorities,962024926856138758
26,CorbinReiff,@jason_m_heller I vastly appreciate this Newt Gingrich subtweet,962022891545010176,jason_m_heller,Working on a novel that depicts what the world might look like today if the genre of alternate history had never been created.,962022370666934272
27,BBolander,@jason_m_heller is this a subtweet my dude,962022591564210179,jason_m_heller,Working on a novel that depicts what the world might look like today if the genre of alternate history had never been created.,962022370666934272
28,davidpaulregier,@KyriosityTweets subtweet,962022266367131648,KyriosityTweets,"Being a non-coffee-drinker, I am pretty much immune to appeals that go ""for just the price of a cup of coffee...""",962020864798556161
29,vivaciousverano,@Royalty____ don’t subtweet me,962022232510869505,Royalty____,The snap update isn’t that bad. I think y’all just like to complain about everything.,962022041003048960
30,FoleyMarge,@jordanagajanian is this a subtweet,962020713950429184,jordanagajanian,People who carry a backpack AND a purse ????????,962003905180823555
31,ftv_harp,@MAMA_NISHIA 😂😂😂 big subtweet mad.,962017604134211585,MAMA_NISHIA,Y’all be looking for people to agree with y’all and when they don’t y’all mad lol 😂,962008294146494464
32,bschaeffer12,"@RobertONeill31 Ok And I just saw the cubs subtweet, I think it's funny!",962016653281144833,RobertONeill31,I really don't want to get into this stupid Cubs/Brewers thing tbh,962015165376950273
33,MnNiceFC,"@DavidAmoyal Don't subtweet me like this, man. I'm a real doctor.",962006932721614848,DavidAmoyal,I think most of the Twitter doctors (as well as the Twitter accountants during transfer windows) got their degrees at Trump University bro.,962006675090677761
34,JeniferYeoman,@Ryan_Garcia69 Don't subtweet me,962006688881549314,Ryan_Garcia69,That’s ain’t a forehead that’s a 5head,961726999848017920
35,DaBossCrow,@Too_Whit2Quit @Pugly92 don't subtweet me slut.,962005195482804226,Pugly92,"Hey Twitter, I'm glad Nick liked Whitney's tweet. However, what in the fuck does that have to do with me!?!??!",961954548301656069
36,kthxbiopsy,@trymcnl is this a subtweet because I am VERY feminine,961998541219647488,trymcnl,Gays that are actually masc are not allowed to make masc jokes. Faggots.,961997704103645186
37,DConrad0,@tremarcantel1 🤔🤔🤔 subtweet much,961996946151010304,tremarcantel1,there’s nothing absolutely worse than talking sports with someone who has no idea what they’re talking about,961990661514940416
38,MCgetting,@SRD_08 don't subtweet me steve,961994021672505344,SRD_08,"I'm old enough to remember when Cubs fans got crap for ""still"" celebrating the World Series, like, twelve hours after game seven ended",961993948687454208
