,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,SmOoChEs_Mwah,"@bbleepp Don’t subtweet,  @ me if it’s for me 🤷🏽‍♀️ and I don’t care....won’t disrespect my team PERIOD",959573710935150593,bbleepp,Y’all take this app a lil too serious at times lol,959573167873413120
1,Soulmech,@muhmentions How you gonna subtweet me like this,959569481126350849,muhmentions,if you can't hold down a twitter account without going absolutely apeshit this augurs well for your success in other ventures,959569089088905216
2,puppymoth,@ToastCrust is this a kakegurui subtweet? that op grew on me....slowly....it was maybe stockholm,959568671944429569,ToastCrust,The skip intro feature on Netflix is one of the small handful of things that they do well over there vs. other streaming services with anime,959566804891811840
3,deananappi,@WillyMurph35 Lmao is this a subtweet to me,959568315994771456,WillyMurph35,I was told I was too short to be on the bachelorette.. I didn’t know that there was a height requirement for love,959465054826528768
4,blakeajackson,@mickkeyyy1 3rd subtweet abt me today,959568087283650561,mickkeyyy1,how about stop being a pussy ass bitch. thanks,959553469693808642
5,rbyelt,@JoslayOR spicy subtweet for a friday afternoon,959567925555347456,JoslayOR,i hate when people think they’re ‘cultured’ cuz they’ve gone on vacation to a few different countries. so fkn annoying,959566558325436416
6,pompadare,@larkteeth this is a subtweet @ me,959566028085739521,larkteeth,i love how i can tell how thirsty my friends are for characters they like based on how they draw them,959565825459085313
7,kylielephant,@Christian__Cota Is this last one a subtweet about Taylor,959566008905236486,Christian__Cota,"Last night I got kicked out of a bar for not tipping a trashy, rude bartender.",959534521069731843
8,_Lupac_,@ChaseRiekhof Did you just subtweet yourself?,959565311518232578,ChaseRiekhof,we all have that one hs friend that went to college and became a brand ambassador for 10 different things that no one cares about,959521932348567553
9,BruenBeth,@_JudithErin At least @ me in the subtweet,959565075681038337,_JudithErin,"Playing Taboo
“We wear them all the time around our necks”
“Noose??”
“No scarf”

Honestly dying",959561077552971777
10,coletoddd,@doublemartini_ is this a tara subtweet,959564349286338560,doublemartini_,I want a nice retarded wife,959556789531545600
