,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,gigitrashtits,@tstillio14 How dare u subtweet me like this 😡,978781470012661760,tstillio14,"Y'all have that one person that makes your blood boil everytime you see them? No real reason, you just can't stand them?",943672682025050112
1,chuuck_taylorr,@cox_is_the_name Abbi. don’t subtweet.,978780720679223297,cox_is_the_name,Bro people are mad fucking weird making shit up off the top of their head damn dumbos 😂😂,978762934179549186
2,JetGrindFuture,@findyrfinalend don't subtweet me,978780336678203392,findyrfinalend,Tfw someone really does seem nice and it's a shame they're terrible.,978780104989036544
3,scottryders,@liviablackthrns i mean if it was a subtweet i was gonna get you to gossip with me but fine go be an adult i'll be here,978780055047475201,liviablackthrns,oh so you love the alienist? name three of their songs,978779290656493568
4,RealRonnyM,@sweetly_savvy Nice subtweet 😂,978779904153186304,sweetly_savvy,Talking shit about a group of people for being different doesn't make you cool 👍,978777911368003590
5,Mario__Bones,@AtJamz Don't subtweet me I'll fight you,978779640616464389,AtJamz,I'm also a bit sad that oomf won't play it because he or she thinks they're above Ubisoft games but you know 👀,978774526132592640
6,scottryders,@liviablackthrns is this a subtweet,978779406645809158,liviablackthrns,oh so you love the alienist? name three of their songs,978779290656493568
7,djskill3t,@LoveNLunchmeat subtweet to bobbzzzz,978777972088832000,LoveNLunchmeat,On a scale of 1-10 how weird would it be to hit on someone based on their bitmoji?,978777453752733696
8,WarrenAbles,@DanRubenstein @CoachBSage This is the meanest subtweet ever,978774597368676353,DanRubenstein,"Currently midair, ask anything, let’s get to know each other",978756716669087747
9,TheRaichu_,@Bronut_Donut Is this a @sushifur subtweet,978774087987179520,Bronut_Donut,"Yeah I like DBFZ
Dragon 
Butt
Fuckers
Z",978713861573500928
10,GAPolicyWonk,@toddmr This is a solid subtweet,978773156474314753,toddmr,When you first become interested in doing your job on the next to last day of your career. #gapol,978772822578356224
11,Lilulicious,"@_Dominia I need to wear one and snap it every time I feel the urge to subtweet, although I’ve been remarkably good… https://t.co/ZY06OgBEUm",978772368985227265,_Dominia,I have a rubber band on my wrist and I snap it every time I retweet. It's not deterring me. 😐🤷‍♀️,978768504466886656
12,captainrome,@timothypomalley this is a solid subtweet,978768221334638592,timothypomalley,"In heaven, each of us will be lost in wonder. Together.",978767502288343040
13,PatC,@rstevens I love you even when you subtweet me.,978767602968244224,rstevens,drink your coffee so you don’t forget to drink your coffee,978767314026934274
14,AbbottAbsol,@kclt10 This simultaneously feels like a West subtweet,978762626334384129,kclt10,"Man even minor size difference must be awful to live with. 

""Oh my god your puppy is so cute!"" 

*inhale* 

""Oh no where did he go?""",978424961982283777
15,soapcole,@jessiyherley This is a whole 9th grade young bull ass subtweet but I am here for it thank u,978761664953798657,jessiyherley,If u treat a girl like shit don't be salty when she moves on to find someone who doesn't !!!!!!!,978737184105746433
16,DrunkenDonuts_,@stephroets360 Is this a subtweet or someone you actually know? It reads like my entire TL.,978761404797915137,stephroets360,Update: Greg has promised to not call it the small 12 anymore. The conference earned his respect this March. I feel like a winner.,978759029676789760
17,D_Eazy3,@JoshHendo98 Did you just subtweet yourself?,978759761050161158,JoshHendo98,People who don’t go to class and then ask for the notes on web courses are terrible people,978670766366617600
18,Sadie_Sieroty,@kingassbutter Thanks for the subtweet,978758426812669952,kingassbutter,welcome to tuesday with the senior acting majors! someone just tried to strangle someone else with a bra! we’re all screaming!,978741772917657600
19,TalesOfTayls,@ForkH Viscious subtweet,978757953921658883,ForkH,my favorite disney movie is Lilo &amp; Stitch anyways so get outta here w/ this alladin shit,978755232669761536
20,David_GFX,@justicerain_ Dont need to subtweet wow,978757700023660544,justicerain_,"""Caryl"" fans are the absolute worst lol.",978708215042109441
21,kunsypt,"@muhmentions I'm staring at ""dirt bags"" and that's possibly the most intriguing part of this subtweet",978753199829143552,muhmentions,it always irritates me when sanctimonious dirt bags succeed in running good users off this site with their dumb petty obsessive harassment,978660361841840130
22,moneywaster75,@krismeetsworld Not necessarily (@MandytheHippy subtweet) https://t.co/LAzdxkRmPj,978752922183000065,krismeetsworld,Being married is great. You have someone that will like all your tweets. Even the dumb ones.,978751655859630082
23,iAmCharlottey,@Cinnamonrolli Is this a subtweet :&gt;,978752128805212161,Cinnamonrolli,Can't wait for the day I'll get to finally meet up with my long distance friendos and hangout and do gay shit or something,978751006103298048
24,emilykmichele,@Allison_Cain03 Don’t subtweet me,978749399919710208,Allison_Cain03,It’s the end of March &amp; EM STILL HAS NOT GAVE ME MY CHRISTMAS GIFT! WTF,978749303471640579
25,a_shaww,@astralmagick A mutual subtweet... I feel like I’ve reached a new milestone in twitter culture,978749134860640257,astralmagick,AJ complimenting me thru my whole liveshow.... a true stan and a truer friend,978747498121474049
26,Jesse_Hirsch,@AbbyMCarney @danielleiat Yes but it was a subtweet and now the manufacturer will know,978748887728099332,AbbyMCarney,When you’re the kind of nerd who can’t sleep at the beautiful Airbnb cause you’re certain maybe it’s haunted with ghosts.,978488400520105985
27,DickHardlove,@Montythewhippet @kina_mrswils Is this a subtweet?!?,978744212698075136,Montythewhippet,If I suddenly disappear it's because I'm married..,913473046001934337
28,NaughtyDerek,@GlomarNeverDies @molratty Is it a subtweet if i @ you? No clue never looked into it,978743576137031680,GlomarNeverDies,"Some of you I'm now retweeting on faith, because I can't see your images. So you'd better not be sending me shit content.",978627865293017089
29,verynicegrandpa,@xochitIc this is a subtweet @saltyaudrey,978743290769031168,xochitIc,y’all go to florida? on purpose??,978700932094414853
30,j_heitzenrater,@jamesherth Don’t subtweet me,978741982272086016,jamesherth,What's up with art students and wanting to get drunk in class??,978739446609842176
31,camsteh,"@TheTofuShop did you go see it?

ps i just ordered pizza and i printscreened just to subtweet your girlfriend. this… https://t.co/pDe3tDmvUF",978739917852299265,TheTofuShop,"Ready Player One is trash. 

barf inducing, poorly written trash",978739448115486725
32,mithrylon,@wilw I feel like this is a subtweet about today's game #WaffleCrew @ChrisPerkinsDnD @HollyConrad @AnnaProsser,978738677097648128,wilw,[crying about waffles intensifies],978731454174674947
33,AdamCirc,@RickeyShanePage Thanks for the subtweet,978735386456477697,RickeyShanePage,Some people in wrestling are out of their damn minds. Delusional creeps.,978735115986759681
34,FredESpeaks,@DouthatNYT way to positively subtweet Sebastian Gorka,978733253560586242,DouthatNYT,"Sometimes it's good for publications that aspire to publish good writing to hire people who can really, really write.",978717353243545600
35,coIdsouI,@emxilia don’t fucking subtweet me,978732211221532672,emxilia,guys will do anything at the gym to try and get your attention,978731683414503424
36,rjaredp,@CrushingOnSaban Started to look for a new subtweet mentor but my starter quit on me.,978727520722915330,CrushingOnSaban,I don't even Twitter properly anymore. I never know what y'all are up to. Hope you're all well. ❤️,978428437525356544
37,wineoclock39,@PondHockeyPro You know I love a subtweet. Mmm tacos.,978725581264244738,PondHockeyPro,I'd stalk your taco cart.,978404614730141696
38,HW,@Ethan_Heilman its more akin to a subtweet I think,978724940609286144,Ethan_Heilman,Is turducken an atomic crosschain meal?,978698086200610822
39,bam1117,@CurtisKristin Don't subtweet me. Lol jk,978724087110520832,CurtisKristin,Haha why did I have that dream though? Get out of my dreams.,978672137283149824
40,ateebqayyum,@Beyonshaa I gave you a subtweet lychee,978722956653334528,Beyonshaa,Love you more than those bitches before,978722689996255232
41,cschleichsrun,@shenanigreat Flattered by this subtweet tbh,978722606919684097,shenanigreat,"Former competitive figure skaters bring a level of competitiveness, vengefulness and bitterness that I look for in any workplace.",978484327221612545
42,justin_halpern,@Filmdrunk Don’t fucking subtweet me coward say it to my face,978722464837509120,Filmdrunk,If you’re making tv right now and not watching Atlanta to crib from you’re doing it wrong.,978720928090570752
43,bradenleforce,@jonmeyerss is this a subtweet,978722317755961344,jonmeyerss,"Hmm...interesting.

Very interesting.",978720057877516288
44,samsmith_art,@katasher Is this a subtweet,978722122720833537,katasher,Can you believe that some day it will be a decade since you’ve spoken to some people?,978709261764255747
45,BikSlyce,@attackerman Is this a subtweet re: @TheAtlantic?,978721305649299456,attackerman,"Too much fetishization of intellectual diversity amongst the centrist editors, not enough insistence on intellectual rigor.",978712459983892481
46,Bog_dweller,@DouthatNYT devastating subtweet of David Brooks,978717956187312129,DouthatNYT,"Sometimes it's good for publications that aspire to publish good writing to hire people who can really, really write.",978717353243545600
47,jacobdeeandavis,@poppytattoos This feels like a by-chance subtweet 👀,978717312663605250,poppytattoos,Is “I don’t care much for politics” a red flag,978505899982643200
48,jillianstemarie,@JonahMarais subtweet or,978715813573251073,JonahMarais,"everyone says fake it ‘til you make it, but just a heads up once you make it people will start to realize that you faked it :)",978713010914123781
49,cassi_robbins,@Jaassmmiiinne @JesseRobbins75 We are!!! We subtweet each other all the time it’s hilarious,978714335148150785,fendi2xs,"If a girl says ""I got a question"" she done peeped some shit so you better be honest with her cause she waiting on yo dumb ass to lie 😂😭",977619385299951616
50,happilyyherron,@JonahMarais lmao subtweet? DROP THE @,978713786470338562,JonahMarais,"everyone says fake it ‘til you make it, but just a heads up once you make it people will start to realize that you faked it :)",978713010914123781
51,enatheunicorn,@JonahMarais The subtweet is real with this one.,978713722062606337,JonahMarais,"everyone says fake it ‘til you make it, but just a heads up once you make it people will start to realize that you faked it :)",978713010914123781
52,baudvine,@tobi_ai_bot Every subtweet is a not-sub? open? tweet about your experience :),978713708431101953,tobi_ai_bot,"I'm watching a video about space, yay!
Oh wait, it's an half hour ad for a ""defense and intelligence"" company.
🤢",978687940644745218
53,chev_chickee,@JonahMarais we love a good subtweet .,978713314548224003,JonahMarais,"everyone says fake it ‘til you make it, but just a heads up once you make it people will start to realize that you faked it :)",978713010914123781
54,smileyseavey99,@JonahMarais subtweet??,978713289562710018,JonahMarais,"everyone says fake it ‘til you make it, but just a heads up once you make it people will start to realize that you faked it :)",978713010914123781
55,EDWINSAVOCADOS,@JonahMarais ooo who’s this subtweet @ 😶👋,978713160717946887,JonahMarais,"everyone says fake it ‘til you make it, but just a heads up once you make it people will start to realize that you faked it :)",978713010914123781
56,Zephyroh,"@boombooomboom hontely, im more interested in those subtweet abour reading rare weird pairing that you keep teasing about 😝",978713007546077184,boombooomboom,"having a private is the best thing apparently
i can Speak",978707288906223616
57,helautou,"@typicalcathy oh this is a subtweet, poor girl",978708714822733824,typicalcathy,something smells fishy — like anchovies 👀,978707909973626880
58,tofuia,@spncalli subtweet that hoe,978708205672026112,spncalli,I hate when I'm just telling someone fact and they get pissy with me?? like lol bitch stay ignorant,978692346824019969
59,zivjeli,@KGPetrich Trying to determine whether this subtweet suggests I should email you more or less...,978707542212689920,KGPetrich,Things I did not know before starting a PhD: just how many goddamn emails this enterprise would entail.,978620351771967489
60,JamesRamsden_,"@R_McCormack If a subtweet doesn't elicit at least one DM, did it really happen?",978707075193868294,R_McCormack,"Oh pals, if you ever do make podcasts PLEASE PLEASE use editing software. 

PLEASE.",978661855399997440
61,ronakkallianpur,@PetraJaslow subtweet more,978703380934688768,PetraJaslow,I’m sick and I’m pretty sure it’s your fault 🙄😷🤒,978679792240390144
62,coulter_bret,@tyrantbooks @Bud_Smith I'll use this as evidence. 'Cryptic subtweet response',978702979753758721,Bud_Smith,"reading The Day of the Locust, finally. bought this paperback when I was 16, used bookstore by the bowling alley that's now gone.",978594654001221632
63,agoodbeerblog,"@starbeer @cnutsmith Isn't your tweet itself a form of subtweet, Josh?",978702393075355652,cnutsmith,"For the record, I try to make a habit of not pooping on other critics and publications, but this is beyond the pale.",978698372331618304
64,europe_altland,@ZackClutch09 Oh fr another subtweet lmao,978702233951981569,ZackClutch09,to you i’m another bol,978685104628404224
65,jac_intha_box,@ChrisIngerson_ subtweet,978700563541000192,ChrisIngerson_,You never really know a girl until you follow her finsta,978679013916008448
66,Marakkel,@kanna_istvar Don't subtweet me bith!,978698166236336129,kanna_istvar,Please do not put actual garbage human beings on my mentions I checked the profile of one of them and almost threw up a little,978697941459329027
