,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,poetic_gun,@propapergirl A subtweet that applies to soooo many here,968633663733882880,propapergirl,It must be hard to be a miserable bitch all the time.,968630610112794624
1,Thejackel79New,@SWhiteblock Nice subtweet,968631661637271552,SWhiteblock,imagine liking x and/or y,968631271210606597
2,yamyam27_may,@alenafrankis True. Except everytime a subtweet someone she’s gonna be confused,968629016822509569,alenafrankis,"I’ve decided that instead of tweeting all the stupid things I think about, I’m going to text them to sister to annoy her",968624750066110470
3,jrangerb,"@wolfyaura Iff this isn't a fuckin' subtweet, then I don't know what is..... 

*puts his pants on*.....

Fuckin' mindreader.....",968627980032454657,wolfyaura,This isn't a sexual fandom huh? Then were are your pants hm?,968621973319405568
4,llamuwu,"@m2qm1m you think you can subtweet me and get away with it?
i don't think so bub",968622924621078529,m2qm1m,i sure do wish the people around me werent so depressed,968622601886228480
5,IMGoph,@bloomingdame what subtweet are you subtweeting about?,968622672119607296,bloomingdame,TFW you finally read the source that provoked a tweet. Aha moment.,968535276476878849
6,_arijust_,@reethuuuggga Bitch shut up cus this a subtweet torwards me ! &amp; idc 😂 if it's funny Ima share it tf,968620729213349888,reethuuuggga,Y’all b comfortably stealing people tweets and Facebook posts like you came up with it 😭,968493052858896385
7,_arijust_,@Peytonsteamer1 I most definitely feel like this is a subtweet cus I just tweeted about IHOP ??? 😂 grow up,968618918142271488,Peytonsteamer1,All u broke bitches go to IHOP and eat u a free short stack of pancakes 🥞,968617595460096002
8,13Bpreston,"@hailey_redmon3 Yo sack up and text him, your subtweet game weak",968618525685370881,hailey_redmon3,All I want is for you to tell me when you are mad so we can work it out,968608267617398786
9,lindsayhutchens,@Kieracheera this is def a subtweet about me talking too much at the tv. I CANT HELP IT LEAVE ME ALONE,968617195440889858,Kieracheera,Some people are so oblivious I pity them,968381196605456384
10,MATTMCDIZZEE,@EZ_moneys what does that #SubTweet have to do with me? am I to assume EVERY subtweet is about me?,968617013848526850,EZ_moneys,Im not giving your twitter account the time of day on my timeline,967604689671000064
