,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,Tallie_K,@GraysonDolan How many points to them for a subtweet again?? 🤔,974430764174426112,GraysonDolan,I’d rather someone say “don’t text me I hate you” than leave me on read,974413546778869760
1,KatyaHerman,@Emma_JaneMartin I thought it was a subtweet about my zest for life.,974430625120882688,Emma_JaneMartin,Guys London seems to be mainly shouting now when did this happen,974377530235981825
2,xhypedolansx,@GraysonDolan Is this a subtweet towards E?,974418403699118081,GraysonDolan,I’d rather someone say “don’t text me I hate you” than leave me on read,974413546778869760
3,_JJS_x,"@GraysonDolan Don’t subtweet me that obvious, 5 points to me",974415023668801536,GraysonDolan,I’d rather someone say “don’t text me I hate you” than leave me on read,974413546778869760
4,Jon_Webbster,@TSayneRex I love when people subtweet about people who are just playing the game 👀,974413306449539079,TSayneRex,"I love when people DC when they lose, then they spam taunt when they get carried and win lol.",974409216415883265
5,CracksInTheRoad,@fokschi subtweet an mich,974413188174434304,fokschi,warum sind auf twitter nur kantige opfer und warum gehöre ich dazu,974412598677590017
6,GrumpyGoth,@theresacfc *unsubtle subtweet* 🤣🤣🤣,974407264491712516,theresacfc,We all tweet stuff on TV as it happens - if you want to avoid disappointment get off here 😂😂😂😂😂,974405968456028161
7,aubreysitterson,@judeterror Don't subtweet me.,974405232393306113,judeterror,Great news today for Kirbybronies.,974404766481645568
8,murphspot,@nell_do_well don’t subtweet me jeez,974404528815706114,nell_do_well,"“now let me explain to you why this joke is funny,” said the insufferable buffoon.",974398084670246913
9,carlos_maracas,@ColleenDockins @ProbablyeIfv elfa stays on that subtweet game 🙄,974398619854999552,ProbablyeIfv,"“Sometimes when I wanna find funny tweets, I just scroll through your likes.” - my roommate",974122197659906049
10,maroyasha,@jamesmarsh83 Come on man. Let's not subtweet. That doesn't solve anything.,974397885818245126,jamesmarsh83,"Imagine being a racist and a transformers fan who draws Autobots as Trump supporters. 

Imagine being that dense.",974396377814962176
11,_emilymcgarry,@AlyseaVelez We love a subtweet,974393421166252034,AlyseaVelez,You post basically the same thing everyday...we get it😂,974329499067265025
12,Drug3nthusiast,@SCIENTAURUS A subtweet,974392199436800001,SCIENTAURUS,What’s a polite way to tell someone to stop snapping you pics of their ugly ass baby,974041571766292482
13,thejongardner,@qhardy Killer subtweet,974387296769400838,qhardy,There's a parallel universe where The Beatles are blamed for wrecking Yoko Ono.,974385316613079040
14,Bergrun,@mannfjandi subtweet @tndrgkssn,974385038665101313,mannfjandi,"karlar ættu að dansa meira, þið eruð að missa af svo miklu fjöri við það að ríghalda í þetta stóíska look",974384815691661313
15,JessicaGraceee,@louis_uni This. This is a subtweet love.,974383272624091136,louis_uni,Don't text me back. Fine.  Love it when you do that.,270325484229894146
16,Reptalteal,@tsubasaplayer16 you dont need to subtweet me,974382910013763584,tsubasaplayer16,ive had 2 different people in my life so far that complimented my hair and its not even that good,974380612810244096
17,ngraham2128,@SC_Cycling My favorite subtweet of the conversation.,974363469444198400,SC_Cycling,People can barely tape handlebars as it is.,974362675911299074
18,meghankate17,@jakecomeaux you can’t just subtweet about me like im not going to see it,974361075155120128,jakecomeaux,"my girlfriend had ""decent"" sushi and is in the best mood ever because of it",974322118530912258
19,ktbug013,@kayleeejadee @Smithsierra03 ok subtweet 🙄,974361017651167232,kayleeejadee,When you’re waiting for someone to pick you up and you see they are on Twitter. 😐,974297322099265536
20,yungsota,@luissalazar203 You were too nice in the subtweet,974355673021431808,luissalazar203,"I have a buddy that drives too fast and it’s quite scary, almost like his guitar playing",974345422423580672
21,potjoliko,"@_Thandiwe_ don't subtweet me like this,i have an @ ☺",974352875479552001,_Thandiwe_,Some people really were put in our lives to make us happy,974351843160723456
22,jleedev,@Tekgo a subtweet,974352770198327302,Tekgo,What’s the best way to calmly explain to someone that deleting a unit test is probably not the correct way to fix a failing test?,974352141803339776
23,eminem11683,@Inquisition I smell a subtweet,974352753270116354,Inquisition,"#SignsThatYoureTwitterFamous
You have game hosts preemptively block you because you're just that intimidating",974351395187904512
24,bonhomme37,@physicsgeek Shaq subtweet.,974347565859618816,physicsgeek,"28 footer from Young and OK is back ion top.

Hey, could have used those 2 points, huh?",974347340877361153
25,BrandonJT02,@lunatic_josh don’t subtweet me,974345560940515329,lunatic_josh,I Do Talk I Am Not A Bottom,974344612771979271
26,Iockout,@FlakesHT subtweet ur so weird,974343053925388288,FlakesHT,Some ppl just need to take a second and think..,974342473471414272
27,90s_chic,@arthurtotally @milesfromsanity pick your subtweet 😝😝😝😝😝😝😝😝😝😝😝,974342312481443841,arthurtotally,"People are hypocrites. 

How do you say you hate tomatoes but like tomato sauce? SMH",974337469847080965
28,GRtist,@Sererena Is this....? Is this a subtweet about 50 Cent?,974338650803712000,Sererena,"They should rename Twitter ""Lifestyles of the Poor and Famous"".",974327431153758208
