,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,ImNotBelgian,@neilsonii in all my life I have never seen anyone successfully subtweet themselves....until now,948705415046541312,neilsonii,"2018 is the year to turn the empty platitude ""we should hang out"" to actually hanging out",948620268381057024
1,twinkleyumasi,@dar_dafleek Lmaoo ur first subtweet?,948703955391049728,dar_dafleek,Sis is really playing games.. she allowed me to follow her and she just neglected to follow me back.,948702880328019968
2,queentuffff,"@BrendynMorgan I see you + I love that u aren’t playing w/them, whoever they are......subtweet on, sweetie https://t.co/4J3Ox7G15t",948703634388340736,BrendynMorgan,I hope you know I don't have feelings for you. This is a blanket tweet for all you dirty bitches.,948685563317686272
3,kwrxth,@GM67_ Because you subtweet me all the fucking time,948702767002144769,GM67_,Kay is actually the biggest nerd I’ve ever spoken to,938113758542684162
4,marzomo_,@myiahtheposhg Ima subtweet you shit,948695223848271872,myiahtheposhg,Lmao aye y’all got to stop quoting me n retweeting me I’m tryna stay lowkey,948693264953200646
5,G59Terrorista,@Homossindschwul subtweet an yannik?,948689205504421888,Homossindschwul,"Leute, die E-Zigaretten rauchen sind auch nur so Almans, die sich nicht trauen, richtige Zigaretten zu rauchen.",948688911206879232
6,airplanemcde,@sugacoatedkook btw you cant subtweet me anymore bc i have your notifications turned on 😤,948688977724309505,sugacoatedkook,I TOTALLY don't have a folder of Nick's selfies.,948688411350757376
7,_theycallmetrey,@__sassy_ass Me catching this subtweet like https://t.co/j2pk6smP4I,948687987394646016,__sassy_ass,oomf could change my opinion on being ate,948687086625939457
8,DellSzn,@iTuxie lmaooo what my subtweet said?,948687466223013888,iTuxie,I prefer being ignored tbh. Like just leave me alone 🙂🙂🙂,948685291870711808
9,courtneyjordinp,@mmakowski11 That was the biggest subtweet towards me and I don’t like,948685801986183170,mmakowski11,I don’t think ppl fully realize how awkward I am lol,948668179320070150
