,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,DylanSmithTV,"@LilMeatVin lol i really hope this isn’t a subtweet at me, i’ve been doing this and taking profits for months now,… https://t.co/WgtADLOZNk",950878963936657410,LilMeatVin,Portfolios jumpin $200 and people are droppin outta school and quittin their jobs shit is crazy,950878276909699073
1,charles_kinbote,@Lubchansky Don’t subtweet me Matt,950868570149408769,Lubchansky,a lot of shameful behavior on this website but the obvious worst is when people act like lacroix is even a top five seltzer brand,950867710363058176
2,Iizakozhy,@lizakoshy so u just gonna subtweet me like that😔,950867117141839872,lizakoshy,#oomf hasn't gotten off of twitter since last summer.. 😳,233099564691894273
3,nessabye,@Kevinnj1_ Is this a subtweet,950866606732730369,Kevinnj1_,How funny Cause if you put every girl on twitter that lives far away in the tri state area they'd be bigger whores then they alardy are,950866461207252993
4,fast_sneakers,@Tub_GirI is this a subtweet about me,950864165530415104,Tub_GirI,She’s in love with someone who isn’t me so I’m gonna unfollow her dumb ass. See if she loves that.,950594998206164992
5,alissamarie42,@_hlff Bruh if you’re gonna subtweet me use the @ sign,950863559587704832,_hlff,you can only try to be there for someone for so long before you give up and leave them to their self destructive ways,950849003989630976
6,franzarchist,@Treesonmorphine Was this a subtweet @ marx?,950862343990263808,Treesonmorphine,i saw a lewd anime body pillow and thought of a certain socialist,950802051184734209
7,viktoria_lif,@HlinSigurdar subtweet,950861884454047744,HlinSigurdar,persónulega myndi ég aldrei halda framhjá einhverjum sem ég elska,950857864641417216
8,SlickerPig,@patkearnan hope you're ok w me taking this as a subtweet,950859813973569538,patkearnan,Everyone is dumb and bad except me,950831129023705090
9,new_is_good,"@smilecharger Help I don't get it
But yay my first subtweet!",950855366794981376,smilecharger,"me: replies to one of pj's tweets that twitter tells me i missed
nicolas: hmm.... yes",950855167490043904
10,veryannoyedcon,"@kaijubushi But, this subtweet was a response to a pro chocolate tweet. Right?",950854964519362566,kaijubushi,I’m not responding to any of your pro chocolate tweets.,950853982183882752
11,JessLekstutis,@zachfromcorp Stop subtweet me,950853728155742208,zachfromcorp,Wanna piss me off? Call me on FaceTime with a garbage data connection,950738444438900737
12,UNlcornfetish,@beatrix__kiddo this was a subtweet @ me and i missed it.,950848344930312194,beatrix__kiddo,we love smol and tol people the same. let’s all get along.,950786842974212097
13,akacodeout,@greyy_666 Ouh subtweet bro jk,950846994045636609,greyy_666,immer cringeattacke wenn User ernst gemeinte tattoo-threads machen,950846526833790983
14,thecodyFedor,@DHelm96 Is this a subtweet about me?,950846860444356613,DHelm96,Having someone that brings out the best of you is one of the greatest feelings ever.,950829447816495104
15,aspIoded,@MrDipShip I was actually about to tweet about those but now I can't cuz it'll look like a subtweet smh KEEGAN,950846542746800129,MrDipShip,Juss downloaded the AE and Hollister Apps...,950846297505804288
16,miss__andry,@anmerlock is this u subtweet canceling on me,950838313929322504,anmerlock,"Sorry, can’t do lunch Thursday, I’m having my pelvic floor resurfaced",950837897476956161
17,DonDuckyDuck,@JEALOUSlES That subtweet though 😭,950837583122194432,JEALOUSlES,some people are so gross and i wish they’d stay away from me🤧,950832975498883074
18,blcoot,@RedKerza dude if you’re gonna subtweet just say the right number of editors lmao,950827696648540161,RedKerza,why the FUCK are edits with like 15 different editors in them a thing lmfao they all look dogshit its a pointless and stupid trend,950769556758425600
19,5EBI_,@RRude_ alright mate no need to get emotional and subtweet over propoints,950826584503660545,RRude_,Never ever playing with SebiFPS again. 4 hours later with 3 pp wins. Never again,950822083881242626
20,liz_connolly4,"@kristina_ruth3 A direct subtweet at me folks, I️m terrible",950825767499427840,kristina_ruth3,S/o to the people on social media the entire time you’re out together. 👍🏿,950565199064588288
21,KyleHamill__,@sit_down__son Nice subtweet bud,950822889275654145,sit_down__son,Play 1 game and mfs talk in party chat for 20 MINUTES,950818460732452865
22,SHAWNxGRANT,@TicaraDevone LMAO I was gonna subtweet you.,950822569653014530,TicaraDevone,I die whenever I see Shawn's sponsored tweets.,950821766787747840
23,godsbabymum,@bittetoetetmich don't subtweet me like this bro,950821846257209344,bittetoetetmich,ist es eine sucht wenn man sich vorgenommen hat es zu lassen dennoch weiter macht,950821664987713542
24,TyMitchellXXX,@misgenders it was actually a subtweet of a brooklyn faggot with a different top carry,950821430333247488,misgenders,let's not apply privilege politics to sexual positions lol,950811789796704256
25,iAmBenGriffin,@hanharvey__ I always know when there’s beef cus all your group subtweet someone and it’s jokes 😂,950818316318277632,hanharvey__,Looll some people rlly do love attention don’t they🤗🤗,950816948069261314
26,_Pastel_Prince_,@scataliealv You didn't have to subtweet me like this,950815441286344704,scataliealv,Dear couple in front of me STOP having sex in class it’s getting annoying,950775191340171264
27,YeshaCallahan,@BryanDisagrees Twitter can't leave..then I wouldn't be able to subtweet coworkers.,950811761007046659,BryanDisagrees,"Good work Slack, now lets do Twitter next",950811263218716672
28,eiddor,"@sarayasin Oh man, this is a good subtweet.",950810756353753088,sarayasin,Area Millennial Forced To Actually Speak To The Person Next To Them Instead Of Messaging Them On Slack,950810614980595714
29,thisIs_SK,@kaymafale Self subtweet? 👀,950810030688886784,kaymafale,Kagiso digging his own grave 😣😩 its so hard to watch #TheQueenMzansi,950809027382005760
30,GreenOwl21,@triciclopoo Is this a subtweet?,950809939739660288,triciclopoo,Guess you don't even ask how am I doing,950715777367277569
31,paisleyrae,@moebius_strip way to subtweet all of twitter forever,950808927138189314,moebius_strip,But then it turned out that the person claiming that someone else was problematic...was herself problematic,950804446648287232
32,Rex_Oper,@crookedfootball What does not-very-subtweet mean?,950807332975529990,crookedfootball,In times past dissing Pinker the Thinker could get you finger-wagged by very serious econobloggers,950803397858545666
33,jayclouse,@shmel_on clear subtweet about me here,950804217077358593,shmel_on,"every time i have an off vibe abt a guy he ends up being the kind that, years later, still opens my IG stories before anyone else",950574172748558336
34,mara_desbois,"@dellfrom74 @GDeleur Pardon, ""subtweet"" ?",950804020771348480,dellfrom74,"Le sexisme ordinaire, quelle belle saloperie !
*twitta ronchon*",950801903151206400
