,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,vaguelyhumanoid,@RummitheCommie is this a subtweet : -J,966457105141047296,RummitheCommie,i wonder how much of the people in my age range being idiots can be blamed on watching adult swim too young,966456000315346945
1,caitlynlawson13,"@cole_albertt see what we’re not gonna do is subtweet me and then not even get my political affiliation right, but go off",966457051370196992,cole_albertt,If you have a conservative opinion you can’t post it without being attacked by multiple libs,966454087494627328
2,lexibranneman,@TaylorPhillip15 Did you just subtweet me,966453872003829760,TaylorPhillip15,Biggest pet peeve: when people make plans with you and then ignore you day of plans and bail 😊👍🏼,966423707982934016
3,alleinamaggie,@literarybabee i know it wasn’t a subtweet i’m just trying to get you to tweet your tat,966445646483017729,literarybabee,I want Sasha to see the tat I got of her but....I also don’t wanna b one of those people who tweets their favs all the time,966440831665262592
4,Zouupp,@pepsicunnt Don’t subtweet me 🙄,966439299599056906,pepsicunnt,noone wants to hangout w me ill die alone its fine,966415405974740992
5,DZRishmawy,"@TheRichardClark ""Just know when I die, my last tweet was a subtweet because every tweet is a subtweet""",966437585294909441,TheRichardClark,"I need to work on my death quote that ppl can quote and be like ""wow he literally was saying something about his own death BEFORE HE DIED""",966419230810763264
6,Emily30075,@LesaPamplin Helluva subtweet! ❤️,966436341234978816,LesaPamplin,Your ass needs to be in a mental institution.,966435599686172672
7,MENAGfCrusade,@tendertroubador this is a powerful subtweet,966436164109418497,tendertroubador,don't listen to death grips and remain a gay midget,966416052547739648
8,RapZowsdower,"@TedNugent Why subtweet the man you sniveling coward?

@thedavidcrosby this coward ass binch was talking shit about you.",966434188068118528,TedNugent,poorsap davidcrosby bloated chemical repository carcass desperately seeks hygiene,897599730074607616
9,bristinmallorg,@pidgemcgraggle remember when you didnt wanna subtweet them bcs its rude even tho they messaged you just to tell you they were unfollowing,966433283138404354,pidgemcgraggle,still thinking about that mutual that i had for almost a year and a half message me that she's unfollowing cause i shipped sheith,966367068114309125
10,gregmfitz,@jack_hammered Don’t subtweet me like this jack I drank a lot of coffee,966430486951333890,jack_hammered,watching someone sprint to the bathroom is truly hilarious.,966391466623930368
11,DarienGS,"@terriemcc What is this thing you humans call ""subtweet""?",966430308714283014,terriemcc,"When you know the correct tweet reply is ""pull the other one, it's got lobsters on it"", but you don't have the balls to send it.",966428690438647809
12,charlibear1223,@fishinvol365 @Everything_TN OMFGGG! You're the new Jon Tweet! (Yes that's a subtweet). If u want some wild weird s… https://t.co/wzYwYge3ID,966429642247888896,Everything_TN,Quote tweet with the name of your favorite local barbecue joint 🐖🍖,966390607013924864
13,UglyShino,"@Flashur Just walk and tell your mom in person, no need to subtweet 😒",966427245924544512,Flashur,To the 1 person who still wants to see my vids I know who you are 😘 my pc comes in today I’ll have something out this weekend,966426703252934656
14,CharIieRoll,@Cinder5by5 If I ever post some headass shit please tell me and don't subtweet or be quiet abt it BLEASE,966423272945483777,Cinder5by5,Just seen someone say Ann's entire arc in P5 is fighting against being overly sexualized and I'm like what game did you play bitch,966423010331758592
15,Ryan_Higg,"@TheRichardClark This is meta enough that it might just be perfect. Also, this is a subtweet.",966420095063900160,TheRichardClark,"I need to work on my death quote that ppl can quote and be like ""wow he literally was saying something about his own death BEFORE HE DIED""",966419230810763264
16,ImThePipeGod,@Vitricate Smh ANOTHER subtweet about me 😤,966418088630595585,Vitricate,People really tweet the dumbest shit on here everyday lol.,966417872833560576
17,bananacreamp1e,@cowboyrina This is a subtweet at Me,966416555675299840,cowboyrina,if ur white and u like anime idfwu sorry idrc fuck off getcha own culture,966169090627919877
18,Cam_Dog,@FrightShark Don't subtweet me,966416183280001024,FrightShark,I just saw someone eating a hamburger with a fork and knife,966359226292621312
19,tiny_oranges,@caekislove @Lah_Em What is a subtweet send tweet (did I do that right),966415523285102592,caekislove,Kids should walk out of schools everywhere and refuse to ever return. School sucks and is dumb anyways.,966406468068102144
20,AndresBachelet,@vernonthecat A subtweet is good,966415016588201985,vernonthecat,How do you tell someone you love that you didn’t read the article they sent you,966328915131273216
21,katieschro8,@EvolutionPirate ...is this a subtweet about me? :P,966412922015666178,EvolutionPirate,"so many doodle polls. I hate to say it, but perhaps everyone should just be sharing outlook calendars and keep them up to date.",966390673413935104
22,KatieGarver_,@Hiphip40 🙃 George don’t subtweet me like that,966412427175763968,Hiphip40,I’m pretty sure every girl on campus today was wearing rain boots.,966368099392946176
23,ProddyPiper,@ketaminedrams What a subtweet,966407209231011840,ketaminedrams,Mad how folk who are into trainers are always into heavy shite looking trainers,966406932851515394
24,sviktrev,@raton_azucarada twitter just wants to subtweet me instead i understand,966401108938776582,raton_azucarada,Now u can give posts the stink eye with that icon,966396613685018624
25,SmokesIndoors,@acepinball Ah please @ me the next time you subtweet me like this bruh,966398656596279298,acepinball,"Your brain is broken if you look at a tweet from one of the worst ghouls alive and extrapolate that to ""this entire country is fucked""",966397434950598657
26,NateHousley,@megwiemer Don’t subtweet me,966397474456813568,megwiemer,There's a guy at the gym who looks like the kind of guy who will corner you and discuss Marxism for two hours. Ugh.,966396840013950977
27,Darkskinwallace,@Yana_TooSmoove How would I know Kendall was lying ! Are u dumb or stupid and bitch because u wanna subtweet tf,966397030443741185,Yana_TooSmoove,Bitches want you to be in the same predicament as them so bad 😭,966144452304785408
28,lucas_carrrr,@PapiBlancaB Why you gotta subtweet https://t.co/fZYorWs3Bj,966394553690411008,PapiBlancaB,I feel like people tag Bailey in any tweet that has the word vegan in it even if it relates to her in absolutely no other way...,966383399039586304
29,armchairbound,@Nora_McManus Agreed. I feel like that song was historys first livetweet/subtweet breakdown. Lol,966394123543502848,Nora_McManus,#StrangeThingsAboutSongs is Jesse’s friend sounds like a leering creep.,966392476058701825
30,Bradysmith98,"@chloecainn_ Wow, vicious subtweet there !!",966393587134025733,chloecainn_,some people don’t know the difference in a deviled egg and a hardboiled egg smh.,966383248229191681
31,peter_deven,@kylie_hites Is it national subtweet day👀😌,966393135503937536,kylie_hites,Is it national ignore Kylie day and someone didn't tell me or?,966387815188746241
32,melanieee,@EXALTEDZION you don’t have to subtweet me rude,966392483583315970,EXALTEDZION,Some people are just THAT annoying.,966390297298169857
33,Sk0omaPipe,@Animeweedlord subtweet,966383542115622912,Animeweedlord,"ah, heres your problem: you forgot to make a good tweet every now and then",966061722413903872
34,MadJaymilton,"@jake_poops I wish you wouldn’t subtweet me but, uh.... do you -really- think I’m good looking?",966383520644980737,jake_poops,i'm gonna make an offensive tweet but it's alright because i'm being facetious and my politics are very good.,966334502992797696
35,NaFun,@django Your subtweet killed me,966383332408705024,django,"yeah, actually I don't even own a TV. I guess I'm just interested in more intellectual pursuits, like Twitter, and Twitter on my phone",966172016129855488
36,Stromblie,@AndyRichter You know I hate it when you subtweet me,966378061905227776,AndyRichter,"Subtweet: Like you give a shit about people dying in Chicago. Fuck you, and your fucking toys.",966377798544715776
37,Jayvee679,@TarrZack bro u cant just subtweet and then tag me in it 😂😂😂,966376905866862592,TarrZack,Don't you hate when your friends don't reply to your texts and you start to wonder if your phone is actually working.,966305678494023681
38,isaacbplayer23,"@Judas_Gonzalez Then unfollow me fuck off 
Don't subtweet me just @ me",966375301134483456,Judas_Gonzalez,Y'all ruining Twitter 😂 get your lives together and stop complaining,966374760937529344
39,MoriLindsay,"@Pell_Bepper I feel like this is a subtweet @ me even tho I am miles away, wearing headphones and actually not list… https://t.co/S3iLxhwOZo",966372734094671873,Pell_Bepper,If I hear you listening to new fall out boy I'm judging you,966367732777275393
