,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,lisajet47,@kelley_browne @hbomb5000 New fandom policy.. all subtweets clearly marked #subtweet. OOOOH then we could filter th… https://t.co/caEB8quHIt,978419238653149184,kelley_browne,I’m slowly realizing that I’m either mutuals or I follow a bunch of accounts that hate each other. How did that happen?,978396498713968640
1,CholericShyGuy,@RealGHoffman muh subtweet,978417463837765633,RealGHoffman,"You barely count as sexual

*dabs*",978414337177083909
2,vcrboy,@JuanEspino_ Can you fucking not subtweet me you slut!! I hate you!! Omg,978417082319687680,JuanEspino_,babe the only reason why guys like you is bc you’re used as a cum rag,978416541816389632
3,bizzmarkie325,@Danrell26 Danielle you can’t subtweet people who don’t have twitter and be this specific,978416601555980288,Danrell26,If this girl don’t start turning lights and flat irons and TVs off before she leaves the house 🙃😒,978409023224430592
4,plantagious,"@WalshFreedom this is a trump subtweet, isn’t it",978414379023654913,WalshFreedom,"A silly, uninformed, immature country allows emotional 17yr old children to dictate public policy.",978405621878882304
5,dreamhunteraf,@kelley_browne @_Sleepwalk3r_ Right? I barely engage with people in case I support a subtweet of another mutual wit… https://t.co/GXQB1GE0dh,978408860376543232,kelley_browne,I’m slowly realizing that I’m either mutuals or I follow a bunch of accounts that hate each other. How did that happen?,978396498713968640
6,Sir_Altitude_,@Clarke_KS Definitely subtweet them,978407784416006144,Clarke_KS,How do diplomatically tell a grad school you don’t want to go there because it’s too goddamn cold and to leave you alone?,978387579878899712
7,dchahalxo,@manpreetpooni bitchhhhh u can’t subtweet me in my own room try me,978404252904177664,manpreetpooni,And I don't like to vent 'cause don't nobody even care,978402969354887168
8,kaitlynnallora,@notspxnce when u subtweet urself,978403557643763712,notspxnce,you're literally the most gorgeous person ever what the heck,978402698272714752
9,buckeyedinapoli,@tokenliberal How you going to @ me and then subtweet me,978402791818440705,tokenliberal,"(Also, screw you if you didn't laugh at the Suh joke. That shit was funny.)",978402581478244352
10,thecalcbandit,@J_laubz Wow subtweet much lol don’t make me screenshot this and send it to Bree 🤣,978399520370364416,J_laubz,Being married is just running errands your spouse forgot to do themselves,978398525636694017
11,haleynelsxn,@karinahtorresss did you just subtweet yourself,978398616871202821,karinahtorresss,all you basic bitches need to stop using  “&lt;3”,978100964367347712
12,ironystock,@Claire_Voltaire Nice subtweet,978396735331422208,Claire_Voltaire,"Damn, twitter is filled to the brim with schmucks.",978396556138225664
13,Ham66,@ChloFoSho Will #subtweet for #sweettreats aren’t you talking to some guy these days?,978396136510668800,ChloFoSho,Another year of missing my childhood Easter baskets,978394306984796160
14,oksav19,@eatsethtweets You subtweet so much omfg,978394029854461952,eatsethtweets,if i send u music and u don’t listen to it you’re automatically over,978391175685115904
15,TheRealCanuck17,@BrettFriske @D3structiveDude I knew it was a subtweet. Even when he denies it.,978393984430206977,D3structiveDude,Literally you ruin my mood every fucking time,978344554880528385
16,Surfdudeken03,"@J_Dot_J @thejenlife Damn it JJ, she was subtweeting me. 

🎶You're so vain you probably think this subtweet is about you, don't you!!!🎶",978393244206682112,thejenlife,the tweets people think are about them reveal a lot about their insecurities.,978309871664705536
17,PhanArt,@thephunion Nice subtweet,978391775114072064,thephunion,Remember when you traveled to Burlington to see a fucking Strangefolk reunion? Dork.,978380057470291969
18,copyrightemilio,@sunlightivan How about my post wasn’t even about your bullshit so stop subtweeting you’re annoyingly as hell... I… https://t.co/Pt6I1vQP85,978391742629236737,sunlightivan,Mistakes are meant to be made tho...,978386650509144065
19,IHowToLife,@Deeve__ This is a subtweet if I have ever seen one.,978391298309787650,Deeve__,"If that girl said what some on twitter are showing subs of what she said, that shit is crazy",978390611765202944
20,stephperkinsss,@notkingjojo Love you cousin @mattCALDE thought this was a subtweet about me and I had to prove to him we're still besties,978386070017462272,notkingjojo,everybody picking fights with me today smh,978383412875505664
