,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,ntentionlnachos,@Letter2Valley That is an amazing subtweet you’ve got right there,958850734711279616,Letter2Valley,Trying to sound professional by using big words makes you seem boring not smart,958828545530368006
1,_Maddss,@E_Johns1 Is this a subtweet to HamDel because whatever sauce they put on the Lewinsky is a god-sent gift and is mo… https://t.co/U6lS3UqYF8,958850260037709824,E_Johns1,Why do places continue to claim they have a ‘secret sauce’ when it’s always thousand island? Its not fucking sneaky I see right through you,958827671806447616
2,Kryppuk_,@poyoraan ayy could u not subtweet me thanks 🅱️oyoraan,958845588346458114,poyoraan,(does work for 5 minutes) aah im tired lemme take a break for the rest of the day,958845213186973696
3,Shreyas0123,@citrouillex Could've just tagged me lol what's with the subtweet,958844349764206597,citrouillex,"Can’t wait for Valentine’s Day..  

Gonna have a doctor shove a tube up my ass 😍",958389777597976577
4,Hewso81,@ElPrezAU Nice subtweet on @Joabyjojo there Cocks.... :-p,958839366431854593,ElPrezAU,People being wrong about Monster Hunter is my new jam. :D,958837910609977344
5,socialistdogmom,"@civilCONNOR @oppenfailer capitalism thinks i’m tryna subtweet it, comes at me with this trash. https://t.co/E28HWp0cwl",958837983418945536,civilCONNOR,woooo i’m sicker than all hell gang,958835393834766337
6,alecfolds,@joscof01 I didn’t know you could subtweet yourself,958837316495269888,joscof01,"Your MCM got his second win on fortnite and tweeted ""my life a movie""",958798113166233600
7,AllieMGonzales,@JacksoonBassoon good subtweet jackson,958833442124435456,JacksoonBassoon,"I get that drum corps is fun and cool and all, but maybe you shouldn't do it if you're struggling to pay for college and need a GoFundMe",958799272622911489
8,xanpolice,@s_onthecorner :’(y u subtweet,958828998901059589,s_onthecorner,DONT ASK ME FOR SAMPLES ITS PROBABLY NOT A SAMPLE,958817807730388992
9,RandomiZerALT,@CyrusIsOk Loving this subtweet man,958824859680653312,CyrusIsOk,"people who insult reaction commentators are usually the same people with dead channels.
issa fact",958810389386588164
10,DeliaBiscuits,@lolnvm is this a subtweet for the tyler concert lmfao,958824230971326464,lolnvm,La concerts&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;sf concerts,958490316201328640
11,Val_Ravn,@HelstNYC I only just saw this subtweet,958822335305437184,HelstNYC,Shei talking about goku's tiny Weiner lmao,958478097195716608
12,MichaelROLeary,@house_of_darkly This feels like a subtweet,958815194234392576,house_of_darkly,"Paid my last installment on my #MaxFunCon ticket. If you're thinking, ""maybe I should go to that"", yes. You should. 👀",958814665240403968
13,sovietfuntime2,@deepcomrade Also I don't subtweet that often.,958812034455494656,deepcomrade,Communist League of Tampa Away Team,958808539409125382
14,TayVengeance,@OfficiallyZip Don’t subtweet Kit like that,958812028688191488,OfficiallyZip,It’s 2018 why am I still seeing homestuck stuff on my tumblr dashboard,958804003122376704
15,GeritWag,@jaroddeweese okay don’t subtweet me ???,958808566873448449,jaroddeweese,Slow walkers are the bane of my existence,958798010267394053
16,YoitsYohane,@The_FryingPan_ subtweet,958805385644683264,The_FryingPan_,Reminder that it's a bad move to date me,958805179725426688
17,hayleylauren666,@IanFales don't subtweet me like this,958802842290147329,IanFales,Today I saw a gay in a cape,958802554544148487
18,Jebriel,@RebekahDeNofa is this a subtweet? or just self-consciousness?,958802370330284032,RebekahDeNofa,"*Flirts with everyone constantly*
:Idk why he’s in love with me",958801093261176832
19,_Spring_Roll,@camilleroloff Could you subtweet a little more,958798305512878080,camilleroloff,if someone talks crap to me ab chick fil a one more time i’m gonna scream,958770868515196928
20,SHSLPRGRMR,@Bumpadumpalump nice subtweet,958797465939054592,Bumpadumpalump,Staring at them major gazongas liked your reply,958515394913894400
21,enjoithis,@BJam1934 Just subtweet people and wait for them to figure it out :D,958790103173824512,BJam1934,I wish I was interesting or had something clever to say... 🙄,958788031107993600
22,BABYHONORET,@Edwin_Honoret STAAAWP...wait...this is a subtweet....is it? is this to us....uhhh. https://t.co/gRRUb24RHJ,958787789319008257,Edwin_Honoret,I love how we can say we grew this from the ground up,958787161536438272
23,greyy_666,@SchiebeParas_ wieso subtweet,958787695676985347,SchiebeParas_,Sry kann dich nicht ernstnehmen trägst skinny hose denkst bist cool,958787402436366336
24,woahbaesic,@JovieRaine listen man i’m sorry i gave away the frosty but you don’t have to subtweet me smh,958787596838055936,JovieRaine,"Why is it so hard to find a friend who’s not fake, I’m a really asking for too much ?",958578346429943808
25,joshyzimms,@gracequinoa Is this a subtweet 😰,958785990075744257,gracequinoa,"Another day, another white boy I don’t recognize “Sup Grace”-ing me on the quad",958776102369026048
26,phruitbe,@laurenuriee a lowkey subtweet ☕,958785756427898880,laurenuriee,"Depression is not being able to talk about your problems, while taking on everyone else’s #bellletstalk",958775465228972032
27,Oshun_Prince,@tia__madison Lmaooo subtweet me again🤫😂,958783901077557249,tia__madison,Too many of yall dead don’t have no type of personalities outside of this app,958541861265735680
28,Impedit_Nihil,@SmaIIArms do subtweet me,958781390065164290,SmaIIArms,Lol be friends with whoever you want I don’t give a fxck who you people follow.,958781026872037376
29,howardzinnlives,"@GeneMachina yeah it's: ""don't vaguely subtweet in glass houses""",958780583097917440,GeneMachina,there's a saying about glass houses and throwing stones that seems extremely relevant to this,958780192004214785
30,downtonallie,@currageous this subtweet 🐻,958780550663294977,currageous,Warning: Fifty Shades Freed will be my Paddington 2.,958779270960242688
31,makenzieeconroy,"@DelaneyGrass @emileeml2018 i like how this subtweet was you trying to put high schoolers on blast, but you're blas… https://t.co/8O7Kkr1ocs",958779524384215040,DelaneyGrass,Gunna have to start checking ids at the door when people come to my brothers place 😂,958395559915737088
32,Perfectmix1,@Reloaded_xo im just like damn what you look at somebody you blocked everyday to see what you can subtweet.. GET A DANM LIFE!!!!,958776894639542273,Reloaded_xo,I bet if my tweets ain’t getting snap to my bd I bet sis shit is 🤷🏾‍♀️ &amp; I could give ✌🏾 fucks 😘,958775203349385221
33,Ntsika_,@Yoschkah Why u subtweet umqashi wam,958774431719010305,Yoschkah,Ulwabishi uSathane wento 😹😱🙊,958772566755364865
34,dani_weatherly,@dee_jay_otto is this a subtweet about parker mccollum,958769397954424832,dee_jay_otto,I'd trade all the stupid celebrities we have now just to have Steve Irwin back.,958768571928072192
35,Tanmom,@yesbinch Don’t subtweet my quote retweet! Locals only!!!!,958768492601364481,yesbinch,Breaking News: Local Woman Still Quote Retweets Reductress Articles Without Realizing They’re Satirical! More at 8,958748836486438912
36,c_hanson15,@Diddy Michael Jackson reading this subtweet in his grave like https://t.co/41ahrGvKJJ,958765720518742016,Diddy,"Stay Positive.

Stay Black.

Stay Beautiful.",958505164582871046
37,haydigz,@rachel__jay everytime you subtweet im gonna call your ass out,958765251679240192,rachel__jay,Fuck you for being an ever present existence in my recently deleted memories. Maybe after another 90 days you’ll disappear too,958530716245024768
