,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,IamLordOceanus,@SonsOfKronos @Artism_Speaks did you see this subtweet? Someones trying to start podcast beef,970807745090867201,SonsOfKronos,This podcast is gonna be better than Artism,970806301298130944
1,ThighInspector,@Gauthist found the subtweet,970806939323019265,Gauthist,"i am being attacked and berated on all sides by people with existential mommy issues

Christ protect me",970797860303396869
2,emiliosmamita,@IvanMartinezbby Who is this subtweet about?,970805427226243072,IvanMartinezbby,How can one girl have so many personality 💆🏽‍♀️,970791365427769344
3,texaninnyc,@divarobbie Don't subtweet me,970804971871580162,divarobbie,There’s a guy next to me on the train who’s been stuck in kiss lips the entire ride and he’s listening to the humpty dance send help,970803709591638021
4,Smugdeath,@Xevlii Is this a subtweet.........................,970802304629735425,Xevlii,why do german accents make me laugh,970802217782521857
5,chhopsky,@HiThereJosh Who is this subtweet thread about?,970793574143991808,HiThereJosh,Esports has a MASSIVE crony journalism problem,970790415799603200
6,alyssamorales8,@C_Flo54 And subtweet me 🙄,970788999903305728,C_Flo54,I honestly just tweet lyrics! 😂,970787423801180160
7,_AshleyNoble,@L_ou_ise Is this a subtweet,970788132978380803,L_ou_ise,"Cuando necesitas cambiar de idioma para dar tu puta opinión, quizás sería mejor no decir nada y guardar tu superficialidad para tí misma.",970785953290866688
8,LeftistBadboi,@sarahljaffe Is this a subtweet of shitlibs or milquetoast socdems,970787782586241024,sarahljaffe,"some days I realize that y'all's definitions of ""left"" are....not mine.",970786895335710720
9,DavisMFBailes71,@2Hunterhayes Don’t be subtweet you chickenshit,970787480415952896,2Hunterhayes,Dudes killin my twitter vibes soo.. somebody's got to go,970786062141394949
10,WilsonWang17,@_cameronaleah I don’t think this is a subtweet...,970787153499377665,_cameronaleah,It’s so fun to hype people up,970733708385902592
11,XsBella,@Taylormadi9 Why do you subtweet me like this,970785433939595271,Taylormadi9,Still confused about how you can live in the south and hate country music?,970445358370344961
12,marioseags_,"@itsArnaNotAnna Geeze Anna you could try saying something to these ppl you constantly subtweet? Just might be effective, never know",970779239816470528,itsArnaNotAnna,"Must suck to be so full of negative energy, hate and so little self respect.",970630484324749313
13,Hey_Vinny_,@maddiestrick5 did you just subtweet me,970772613491515398,maddiestrick5,I wish someone was on the same schedule as me,970577428841140224
14,helen,@superdeluxe is this a subtweet,970770974567120896,superdeluxe,Standing desks are cool but let me know when they make inverted desks for vampires who code,970742621319569408
15,RapAthena,"@pussyonyuck You could @ me if you wanted to have this discussion, instead of a bitch ass subtweet.",970766716845350914,pussyonyuck,"rapathena always tryna act like they're that girl, bitch please you're on the same level as every other barbie",970763437621108744
16,literallykay,@TRAGlCHERO subtweet me more you fucjing inbred slut,970765191532220418,TRAGlCHERO,daily tweet saying i love jacob whitesides and would give him the world. been my mans since ‘14 i’m here for that,970765120052789248
17,Luna_Pond,@clusterfuckalup You sure? Lol I've been having a subtweet fest. But not about anyone that follows me!),970764939097862144,clusterfuckalup,Just to clear up any confusion... my post about sub tweeting is not about anyone that follows me.,970758604163895298
18,Speed_Weed_,@Clankity well I do that as well but I can do lots of other stuff too brother also subtweet caught,970764471835742208,Clankity,like this tweet and i'll tell you that you smell,970764285239537666
19,SorayaRoberts,@CoreyAtad I endorse this subtweet.,970756583771828224,CoreyAtad,sometimes i see websites where the editors are so clearly exploitative and it makes me glad they ignored my pitches,970752322858115072
20,Pulp_Comics,@Spice__Weasel Please don't subtweet me.,970754788429320192,Spice__Weasel,No one cool has worn a nirvana shirt since 1993,970754279295389697
21,CeremonialStars,@JustinLeifso Is this a subtweet.,970753775970369536,JustinLeifso,I upgraded so that I could use Spotify to make our wedding playlist.  And then I never went back. Totally worth it.,970753309060489216
22,tbensss,@LindseyTizzard Is this a subtweet? Were you hacked? Are you okay? Are we in middle school? Are you high right now? Do you ever get nervous?,970750121762873347,LindseyTizzard,Don’t understand how you can go from being so happy one day to completely unhappy the next,970748954089607168
23,aubreydirks,@skylar_reneeee At least I can @ you while all you do is snitch to my mom about shit she already knows and subtweet about me 😂,970749213859606528,skylar_reneeee,how are you gonna be fake then try to call me fake when i’ve done nothing then blast me on snap 😂 you should’ve know karma was coming bby 😩😂,970720314521989120
24,BricksnBullets,@bertkreischer Is this a Trump subtweet?,970740519167913984,bertkreischer,They should make an Alexa Fleshlight.,970739425826099200
25,Queenjay717,@popefromupeast I fucking wasnt but i shouldve been since you wanted to fucking subtweet me like wtf wrong with yiu,970739481530781697,popefromupeast,Bet you’re at work making a scene rn,970722498961727488
26,kayladwalker,@dafft_ @Martinez90_52 @HannahLange14 Now how bout we not subtweet my friends? https://t.co/oC4TQOcPmJ,970738343792250881,dafft_,You’re just a thot that wants some clout🤷🏼‍♀️,970714205585276928
27,ConvertedSafety,@PFF_George Quenton Nelson subtweet?,970732147614007296,PFF_George,"you can be a great player and still not be insanely valuable bc of your position

*head explodes",970690263474692096
28,aissalanis,@anerdonfire2 Is this a subtweet about Alice?,970725271669297152,anerdonfire2,I like the way you added some glitter to those chains that bind you.,970724132777353217
29,Bradystruck_56,@kailen_kk Is this a subtweet? #curious,970723992565936128,kailen_kk,You weren't worth it but I wanted you to be,853748876804861956
30,og_littlebill,@emilyroeder First you tell me my favorites are whack then you subtweet too smh asshole,970719980521078784,emilyroeder,"y’all need to have funnier favorites. i’m stalking for a laugh, not for your sad ass sappy tweets.",970597821354164224
31,jbruss24,@FastNLoudTV @RRRawlings I imagine Richard logging out of his main account to subtweet himself.,970715743632461826,RRRawlings,Good morning Twitter. Who’s ready for Mega Race 2 tonight!,970651640469643264
32,Milla_TheKilla,@chadkeegs Why you gotta subtweet me like this damn,970706665577287680,chadkeegs,"if you’ve gotta vent about the same thing every week, it shows me you’re not making any changes in your life",970703564279513090
33,internetfemaleH,@OwnedZeren is this a Lamp subtweet,970699555753803776,OwnedZeren,"*edates a preteen tranny*
“Yeah, I guess y’all are pretty jealous of my gf huh?”",970698454899896321
34,Jwalk35_,@KwietStorm_3 @_HeartNSoles Don’t subtweet me hoe,970699201473638401,_HeartNSoles,Everybody keeps hittin me with more trip plans 🤦🏽‍♂️,970691830059798528
35,lexxissmichelle,@KiNG_THot225 You care enough to subtweet about me so obviously you do 😉,970691018617229312,KiNG_THot225,Lil bit really think I care 😂💁🏾,970687511877050368
36,brosamabenswagn,@goawayx0 When ur friends from 5th grade subtweet u🤔,970690367401201665,goawayx0,if i got a dollar for everyone that’s making fun of my sick ass voice i would be shopping my heart out rn,970688304566894594
37,TayllorrNicolle,@Ricky__sav Don’t subtweet...,970684978664300545,Ricky__sav,lmao mfs don’t listen,970684727274307586
38,monazzilla,"@shanehussain Umm, my subtweet-detector picked this up 😕",970678962849550341,shanehussain,DONT U DARE LET THIS OPPORTUNITY PASS !!,970678661954396162
39,hemenpalani,@sumanfmemon @AirCanada don’t subtweet,970673168800129026,sumanfmemon,i hate Air Canada so much,970670516439678976
