,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,Karl_Nordstrom,"@Frumple_James If this is a subtweet attempt to tell someone you have a crush on them, well played.",978056065957974017,Frumple_James,"Tired: Looking at pictures of your crush on your phone
Wired: Looking at the pictures of her cat that your crush sent you on your phone",978055374212423680
1,d__alejandra,"@lynnkaylaa i know i caught that subtweet, stay mad jerk",978054233068130304,lynnkaylaa,I’m tired of talking and no one listening,978050971904430080
2,daggums,@hannahdagg4 Is this a subtweet,978052983400394752,hannahdagg4,halo top ice cream tastes like shit,978047255835021312
3,TSin47,@sexualjumanji is this a thus jones subtweet,978052715992551426,sexualjumanji,grayson allen bout to get drafted pick 20 to the minnesota timberwolves and have a very average career,978052376018980866
4,DeanneArchambe1,@14bwise At least use proper grammar if you're* going to subtweet,978051577800986624,14bwise,At least if your gonna argue against the 2nd Amendment know what your talking about lol,977977648340226048
5,imbeccable,@KennyDucey kenny do not subtweet me!!,978050637324783617,KennyDucey,imagine being upset you have to watch the end of this game,978049090822070272
6,Jaci_25,@AbbyZahm Don’t ever subtweet me again,978047833235443712,AbbyZahm,it’s literally so rude that some people don’t like KU,978019135841062930
7,SiaONeal,@_Heyy_Jayy Lmao. It's ok. Sometimes we gotta get real with ourselves &amp; tell the truth even if it's a subtweet.,978044784626544641,_Heyy_Jayy,Drunk Jordann ain’t trying to be a hoe... she’s trying to fall in love. Lol she needs to sit the fuck down somewhere.,978043297213100033
8,CagedBirdsCafe,@davidhogg111 Twitter needs an award for best subtweet.,978044096584540161,davidhogg111,I hope some of you had a great weekend golfing I had a great time marching with the American people.,978037740678864896
9,IamNeverTalkin,@Naughty_daddyuk Please see previous subtweet,978042732689154048,Naughty_daddyuk,In bed. Tired. Do I stroke one out before I turn the light off...,977343759787614209
10,Lexxen_,@Vxctah Did you just subtweet pubs at 9am because I put 2 bullets into your dead body trying to kill someone behind… https://t.co/nWGUkz8kHU,978041845765701634,Vxctah,"I jump on cod after 4 days, load up a nice Shipment game and i have ""lexxen_"" shooting my body gg",978040065338236928
11,markamercer,@treylaplug Trey you ain’t gotta subtweet me like that smh,978041193459306500,treylaplug,justin bieber lookin’ dudes are always a red flag but damn they are so attractive ://,977747914226270208
12,laurelwolcott11,@MizzMurrgan A subtweet about a subtweet. This is meta,978039816720998405,MizzMurrgan,"Jokes on you lady, “trash tweeting” is what I do best",977999580582285313
13,matthewmancini9,@davidhogg111 Is this a subtweet to @realDonaldTrump ???,978037957146890241,davidhogg111,I hope some of you had a great weekend golfing I had a great time marching with the American people.,978037740678864896
14,kaitnicholej,@KeaganGenzer @chrisbeard01 wow y’all way to subtweet,978036498841964544,chrisbeard01,I wish my track star friends loved me,978034611581345792
15,InTheBath,@ThatEricAlper Is that a subtweet to BNL? They made the right call.,978030996988702720,ThatEricAlper,"Hi! Welcome to your band. There are two options:
1. Stay together forever.
2. Break up.
Enjoy your time! #JUNOs",978028938554494978
