,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,TheGlumpusGlorp,@Floatzxs_ why you gotta hit me with that subtweet,974796874736717824,Floatzxs_,"idk why some peeps pretend that im close to them, stop, don't do that, we don't even talk what th e he cc",974353795718070272
1,kyleigh_hruska,@m0ntaaa No need to subtweet,974794765010112513,m0ntaaa,I simply don’t like you .,974732981846904832
2,LongKelby,@7MinutesInDevon If you subtweet me one more fucking time I swear to goddddd,974792547083186177,7MinutesInDevon,this girl sent nudes and i replied with “aw u got rosey cheeks” im slowly turning into a nice person i swear,974751741764775938
3,odad2016,@spookytheboy is this a subtweet 🤔,974790403022090240,spookytheboy,anyone trying to play melee for like 8 hours on saturday? hmu,974651855438581760
4,punchosaurusrex,@JacobShepCore Don't subtweet me bitch,974788355719401472,JacobShepCore,I.. *straightens tie and unsheathes katana* am a fucking idiot,974634716489011200
5,TGBGMaizin23,"@_EasyScotty It's a joke Scotty, meaning this tweet was direct at me subtweet style.",974785596039163904,_EasyScotty,I’m 21 years old and honestly my maturity level is way above those who are older is really pathetic 😂,974764835329200130
6,loser513,@strange_rangerr is this a @drool_american subtweet?,974785353113628672,strange_rangerr,Love when babies have a cool balding pattern,974781911385157633
7,NowhereIslandU,@Doctor_MPhD @Popehat So some weirdo with no concept of empathy saw Ken’s subtweet? Which one(s)?,974783825170583552,Popehat,Really impressed with your fourth article this week about how you pwned high school students on your blog and/or internet radio show.,974688740743438337
8,scottLwilliams,@PFTompkins Top level subtweet.,974782410100486145,PFTompkins,Great to see that the guy who added so little to Monty Python has even less to add to the current conversation about sexual harassment.,974781421020745728
9,ShibaBrittany,@STRONGSHARKTANK I have arrived at this subtweet a bit late,974773734425821184,STRONGSHARKTANK,remember that episode of steven universe where connie blushed at the thought of dog ass,973414814004506624
10,MarcieTheBinch,@feedthefidi me so i can subtweet svit,974770244085518340,feedthefidi,if u want to tweet as me on my account just ask i'm down to add 10 more people,974769975805206528
11,ArmaniRamey,@Pr0j3ctBBy Don’t subtweet 💀,974769919702249472,Pr0j3ctBBy,See drama my nigga 😂😂💀,974769501140144138
12,vmearl,"@earl7399 is

is this a subtweet",974769907538817025,earl7399,"Right hand, meet left hand. You're both morons, one for suspending him, the other for lying about it.",974749219738316800
13,LapisAlienus,@DrNO_NC &lt;holds up yellow card&gt; subtweet.,974764065536073729,DrNO_NC,"“Lisa, did you know the natural enemy of the hole is the pile?” —Bart Simpson",974763882932785152
14,therealsherm23,@iballtj9 You’ve got my number bro... you don’t have to subtweet at me,974761252827230208,iballtj9,I wanna go to a graffiti park as a lil date i feel like that would be fun,974757161237655558
15,grime_grl,@tubularchloe um hELLO ??! i hope this is a subtweet,974759276756418560,tubularchloe,If I get another lizard I’m naming it boba,974687094034411520
16,DrGMLaTulippe,@BrownsMockDraft How dare you subtweet Mr. Allen in such a way HOW DARE YOU.,974758080486432769,BrownsMockDraft,"No one cares if you can throw the ball 60, 70, 80, or 175 yards if it doesn't go where you want it to go when you're throwing it 15. No one.",974757847207641088
17,TheGameManiac13,@CodenameZQ Now thats a subtweet,974757076315623425,CodenameZQ,"I don't see the appeal of Sakura

She's just...bad.",974756973953642497
18,AntSaysThis,@DoItWithFlareon At first I thought this was a subtweet but the more I think about it the more guilty I feel. 😬,974755812848603136,DoItWithFlareon,"Karma is a bitch, and you deserve everything that is happening to you.",974754530905731074
