,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,LandonWurslin,@b_gerber13 Yea cute we have to subtweet 👏🏼,968998961607561216,b_gerber13,People would really rather ignore you than talk some stuff out,968994209549217794
1,0513Alexa,@Scoot116 did u just subtweet me,968997383886573568,Scoot116,Quick pro tip the potholes in general would be less aggressive if people actually made an attempt to avoid them,968972108142383104
2,PlantyOfBacon,"@Robert_Barrone Yo that Kev kid got some smelly feet.

But y'all don't know which Kev I'm talking bout. 👀

#subtweet",968996829286338562,Robert_Barrone,Twitter is such a good platform to talk shit on,968944266415308800
3,sateliteflight,@EthanDolan don’t subtweet me,968996288304889856,EthanDolan,When she opens your snap and doesn't answer 😍😍😍😍😍😭😭😭,739986196042907650
4,deathpigeon,@cutasterfee Don't subtweet me.,968994983859707904,cutasterfee,Some times I’ll read a tweet that’s so ridiculous it is almost as if an uninformed person wrote it,968994580304728064
5,canimuff,@cyberjok subtweet me again bitch and see what happens,968988421489418241,cyberjok,Kpop stans say they want the kpop boys to anal them but probably can't handle their nips getting touched,968985241779101696
6,Molly23,@MackJ @AlexCox Is it a subtweet if I'm mentioned?,968987843551875072,AlexCox,I need all of your Bullet Journaling Hot Tips and Tricks. I am not joking.,968984321716555776
7,elijahftxan,@lunardawson subtweet me harder. adam lambert is my jesus..,968986091876507648,lunardawson,"if you love any man other than jesus, block me. i dont need any gay shit on my twitter...",968985999413047298
8,wonderwylie,@BASED0RE0 Just @ Tyler. No need to subtweet 😂,968983136506994688,BASED0RE0,"Ma ya mcm can’t get a W on fortnite. You gettin all ya shit ignored for nothing, smh",968929244142284801
9,brianna_brauns,@POOKIE_daMANN subtweet your little heart away,968983086540050434,POOKIE_daMANN,"God I hate bitches, lmao",968982420123934720
10,amanda_yats,@Kristencody @LoganWilcox97 I am honored to be featured in such a subtweet,968981808321912832,Kristencody,Do you ever get excited when you find out that two friends you have separately know each other and are also friends? Idk man gets me pumped,968936986949095424
11,natawhat_,@lyricalflop Is this a subtweet to MB_J because https://t.co/foMAGetusE,968978097856016384,lyricalflop,all my black kings disappointing me but desus remains a prince among paupers,968761324040835072
12,122juan,@jmhalv Plzzzz don’t subtweet about me lolol,968977935532085248,jmhalv,I love when ppl do funny things in their sleep and i am awake to witness it 😂,968948452490067968
13,xotoxiic,@Douuubles Alissa* if you gonna subtweet then you gonna spell my name RIGHT. smfh.,968971533640196097,Douuubles,Why does Richard and alyssa always hoe me. They need to be hyping me up not calling me a dweeb.,968968638660308994
14,cbudd99,@laurbudd Did you just subtweet me calling me your friend,968971468049666049,laurbudd,I get that none of my friends read the New Yorker articles I send them but can they at least pretend,968902447962836992
15,jacob_hickman19,@DanteMoretti88 Is this a subtweet about Cole?,968966645573185537,DanteMoretti88,Sometimes in fortnite you can just tell when the kids girlfriend is playing,968930302138748928
16,Elle_Bateman77,@ThisLocalHater @MandyLand314 I thought this was a subtweet to me?? WHO IS SHE??,968960422224257026,ThisLocalHater,"You seem like a real whore. Anyway, I made you this friendship bracelet.",968666064384126978
17,ksils13,@cutietub @triciagrieco You can subtweet as much as you want... I’m just going to call you out when I’m pretty sure… https://t.co/8vkZbiJmvK,968958482643906561,cutietub,Lol legit everyone can see how sketchy you are... did it to yourself 🤷🏻‍♀️,968823258010267648
18,inacoolwaytommo,@sweetraconteur you ignored my subtweet about you https://t.co/9i9H2oMPNX,968958413857226752,sweetraconteur,"kiwi just played on shuffle then another on bites the dust came on after, that's like life and death.",968958199339601920
19,pickledfinn,@bcnmorris imagine being so annoyed with us that u gotta subtweet,968956779970383873,8liv_,Imagine thinking you’re the funniest person to ever be on stan twitter,968948078572122112
20,Itswayneyo,@ImPhuckinTrizzy Says the loser who was trying to subtweet me earlier 😂 https://t.co/Y995J9e2ES,968955419535212544,ImPhuckinTrizzy,Wayne is a piece of shit! Couldn’t even tag me in his post but then blocked me. I hate a pussy Ass hoe,968953714072485888
21,xperish,@aridoer this is 100% a subtweet,968950589068627968,aridoer,if u unfollow me just soft block me im not ur fan,968672687487938560
22,pavlovshynda,"@dangerNEET wow, denna subtweet e
https://t.co/ry6xV5SNzZ",968949152720793600,dangerNEET,"Att låtsas blanda ihop Linnea Claesson och takeshi69 kanske verkar som ett kul skämt för dig, men det är extremt stötande mot nån av dom",968948767742484480
23,surfjanstevens,@tatianatenreyro This seems like a @dillydill26 subtweet and I'm here for it.,968948305966268417,tatianatenreyro,"if you ever really want to piss off a guy, tell him your fave weezer songs are beverly hills and island in the sun",968947271508340736
24,shrugshoulderss,@Robert_Barrone Petition to bring back the #subtweet,968946128732545024,Robert_Barrone,Twitter is such a good platform to talk shit on,968944266415308800
25,TheAmitie,@girlziplocked please dont subtweet me circa 5 years ago,968945432570208256,girlziplocked,"Tired: conversational podcasts

Wired: stealing moleskines from 20-something white guys and posting the contents",968945255495229441
26,snape216,@Aquawave_ don't subtweet asshole,968941507750350848,Aquawave_,getting dmed ntr while im playing nekopara what the fuck is going on anymore,968928686857650178
27,NashvilleDude16,@thatgirlfromSC You tweet this a lot lmao 😂😂 Is this a specific subtweet or just a general annoyance?,968941026256748545,thatgirlfromSC,"Good afternoon.

Owning an iPhone and using portrait mode on it does NOT make you a photographer.

Thanks! Enjoy your day!",968938166597058562
