,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,anna_sasse,@milainaarvelo a subtweet,949066055640604672,milainaarvelo,i FaceTimed all my friends and they all said they were eating,949059230660612103
1,NincheMarieKaba,@DanielLoPriore @IAmDanniV well she assumed it was a subtweet because she relates to it,949061066973171712,DanielLoPriore,What did y’all do before gofundme when y’all had to pay for shit yourself?,949047884716048386
2,Kyleamaral8,@Clepak27 You can just ask me to do the dishes man you don’t have to subtweet me,949059801425694720,Clepak27,"Hard work, dedication, and commitment are three self values that are hard to come by in individuals now-a-days",949049451762651136
3,L0veAriel,@_amournikki Don’t subtweet me,949059688468963328,_amournikki,People don’t like to speak up 😂,949016738531807232
4,Psychime69,@TheJorlosopher This barely even qualifies as a subtweet,949058194009042944,TheJorlosopher,Imagine being so delusional that when someone isn't convinced by your argument you tell them they just weren't hearing you right,949055720376471554
5,Johal03,@averytiplady Is this a subtweet at me,949056307343982592,averytiplady,Merry Christmas to all my friends and family,947967562188328961
6,Reaptality,@DonC_Rock You really love to subtweet me but idek you lol,949054956505632770,DonC_Rock,"""All of my tweets are quotes from demoniks"" -Fan",949034848701894661
7,kelllydonovan,@KaitlynRickard Is this a subtweet about me,949052595569680384,KaitlynRickard,Everyone is freaking out about the weather...like bro this is typical weather in upstate ny,948951020624928768
8,k0gumi,@7Adam no need to subtweet me..,949047656445304838,7Adam,"amazed at the amount of brain deficient users on this site, see more and more of them each day",949047548639051779
9,DavenMathies,@AustynAllie Way to subtweet her.,949045133126778880,AustynAllie,Chelsea Clinton's Twitter is amazing! She handles terrible people/comments with such class and kindness! 👏👏👏,948817645712818176
10,DubbzBear,@noimnotstraight @VioletTamaskan Don’t subtweet my hair,949044676270743553,noimnotstraight,I just saw a mohawk ponytail what in the world,948714776112312320
11,DerBroski,@nixaru Probably bad that I know exactly who this subtweet is about lol,949041635874271232,nixaru,imagine making a clickbait video about details for a game that hasn't even been announced yet,949022086785306624
