,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,CaldwellKage,@alex_hold3n Damn bro low blow...you could at least subtweet me...🙄,949424473391812608,alex_hold3n,my kink is getting on twitter and watching life wreck people I went to high school with,949374915546775552
1,kia_pureheart,@QueenBrodeee Lol don’t subtweet me 😂😂,949424193799680000,QueenBrodeee,People don’t appreciate my match making skills 👀 cough cough,949360840490258432
2,cedarshims,"@AtrophicP as a footnote to ur subtweet, I'll add that pp was a hub for minimalism in music (caveat being, i suppos… https://t.co/O13v37nU6z",949422381021483008,AtrophicP,So that new di Suvero article is... not great...,949419117936857088
3,twip98,@knux333jw @premydaremy Mmm I don't think you got my subtweet LOL,949421450766770182,knux333jw,"Honestly, Forces isn't my most ""disappointing"" Sonic game in the slightest since I knew what direction it was going long before launch.",949409013405573121
4,WKRamses,@builyd please don't subtweet me,949420896464396288,builyd,holy shit the covfefe guy watches gorilla channel lmao,949420076331085824
5,KC_Amaral,@RyanHigginsRyan I get this subtweet. https://t.co/gkiyRmgPPP,949419199100833793,RyanHigginsRyan,"Well, when you've had the best, I guess you can have the rest.",949391797096128512
6,buschrules,@Return_Of_RB subtweet city,949418517664804864,Return_Of_RB,Integrity is doing the right thing even when no one is looking ...,949416684015771649
7,Regua_,@Jayden_Chef subtweet,949417269368631296,Jayden_Chef,pussy bitches be sub tweeting me and shit for asking if somebody can live stream on facebook,949417148778274817
8,TheLeitungVG,"@Eclipse_782 ""Fug he found out""

Immediately after I retweeted your subtweet",949416882343473153,Eclipse_782,Rip I’m taking a L tonight.,949415572344729600
9,kavonml,@kelseyrmcd subtweet central over here,949414792321695744,kelseyrmcd,like how you gonna start telling me something and then just stop?,949381353786826752
10,yopotnawhiz,@MosSteff Is this a subtweet?,949413776482160640,MosSteff,love only gets old if you let it,949411485574287360
11,AdultSwimKenya,@AssesOfAriandel Is this a Feesh subtweet?,949411463520759808,AssesOfAriandel,if u dont drink water you should die so i can drink your water rations instead,949411174587625472
12,schultzenfreude,@History_Momma Oooohhhhhhhh subtweet,949410594750369793,History_Momma,"I’m sure she’s fabulous, but I’m tired of seeing her ridiculous avi on my tl. *mute*",949410500797980673
13,SamRochadotcom,@thisisnotagabe I totally took this as a subtweet.,949410003542163457,thisisnotagabe,There are far too many people who are just smart enough to not realize how dumb they are.,949365241879646213
14,coffeespoonie,@Down_To_Stars This is a subtweet at me and we both know,949409552923086853,Down_To_Stars,"Yes white woman, I'm aware your entire identity is petting dogs.",949403781166333952
15,TheAlternateGod,@Yeetb0t9000 That's a subtweet and a half 👁️👄👁️,949406182921396226,Yeetb0t9000,Some dude out here fucking dudes,949405603696463872
16,NikJamTheMan,@firstheart42 apparently the kfc guy cheated on his wife? only saw one vague screenshot and subtweet,949405494623461377,firstheart42,what b. st--l thing is everyone talking about ... please give me the 280 character summary,949403146505211904
17,Iunalily,@phenomdevitt @ me next time u subtweet,949398482749677568,phenomdevitt,"i unmuted someone and it only took about 10 mins for me to mute them again 

mess",949397731075903489
18,adamjaldridge,@BransonParler Is this a subtweet? Because I can get behind a subtweet.,949394221412311041,BransonParler,"Emphasizing church unity without also emphasizing the holiness, catholicity, and apostolicity of the church is a problem.",949317547547090945
19,mriaia,@JxckSpena jack what is this subtweet shit,949393138283634688,JxckSpena,can we please stop this weird wonderwall and mr brightside fad thats been going on,949375763618332673
20,icespide,@etdragonpunch don’t subtweet me,949392956615671813,etdragonpunch,"y'all ever notice how so many of these online dipshits are american

👀",949392757109358597
21,Corythefoodguy,@aprilknunchucks Did you just subtweet mom?!,949392441366466560,aprilknunchucks,I just want everyone to know my Batman pants are getting RAVE reviews,949390643914141696
22,hierarchon,"@vandeverre rude, don’t subtweet me like that",949389356803899392,vandeverre,"I have been flooded with twitterbots, help?",949379738698575872
23,Smewkie,@MatrixMarioX Isn't this a subtweet tho... 🤔,949387781570260997,MatrixMarioX,Subtweeting is not the option.,949353120978518017
24,nnnasrallah,@AlinaJxo Also a #subtweet to all those Brampton mans out there.,949384936749907968,AlinaJxo,People really need to stop getting matte finish on their cars unless they drive a muscle or sports cuz that shit be lookin ratchet af 😬,949140491076972544
25,MSP_ideas,@PerfumeButeras Most relatable subtweet rn,949379159364530176,PerfumeButeras,No one Is jealous of you 💀,949375056211148800
26,DaddyDerg,@gatorfucker Is this a subtweet,949377678976659457,gatorfucker,Soft round bellies but arms and pecs are THICC,949373648032411648
27,cos_tweets,@Curt1sB_ Now there's a subtweet I can get behind.,949373493610606592,Curt1sB_,I can't envision getting to the point in my life where I'll care about your baby pics every damn day,949372854520418305
