,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,togwrlp,@RaiohV no need to subtweet trust me i hate myself for doing this to myself but i'm not going to be a pussy and bre… https://t.co/3IPy4ivCZC,973709639316459521,RaiohV,*cough* I'm extremely unhappy about people reading Seo Kouji manga on my TL just wanted to mention that...,973709472114860032
1,Marrogerss,@torri_slomk How you gonna subtweet yourself tho🤔,973708922161901570,torri_slomk,Everybody’s a liar 🤥🤦🏽‍♀️,973680924192845830
2,Konrever,@NasuPlush Good subtweet,973707996885929985,NasuPlush,twitter is a comedy anime about extremely gay guys trying not to be gay,973707654198685696
3,ProblemDaGOAT,@GamerActivated Trying to figure out who this subtweet is for 🤔,973705633957646337,GamerActivated,There's a difference when team breaks up because nothing is changing and team breaking up because they just weren't feeling each other 💯,973702931135582209
4,DialledSZN,@OhhBeachh @StunsTheJoke is this a subtweet to me? you saying I’m not legit?,973703040086749190,OhhBeachh,Kids out here getting finessed from a RT button lmfaoo,973701997412192256
5,skylerr_kidd,@Bentleigh_ Is this a subtweet???,973699833637888000,Bentleigh_,Annoyed bc no one will come eat w me,973698939869388801
6,alhindiomar11,@_712_Diego why you salty tho 💀 didn’t have the balls to @ the person lmaoo had to subtweet,973699691958493184,_712_Diego,You were just talking hella shit about her but now y’all best friends?😭,973630767489306624
7,Ultra151x,@scobesv2 @BeastCaucasian @iPurrple everyone subtweet roasting me now you done,973699440585388032,scobesv2,Who do i use my prime sub on yall,973661427897643008
8,alyssakeiko,@ericsmithrocks Eric please don’t subtweet my insecurities about turning 28,973698279946031106,ericsmithrocks,"Pst. 

Annual reminder. 

It's never too late to write that book.",973697683314696193
9,RealMikeSalerno,@tamsysam79 Jose Mourinho doesn’t have twitter so idk if he’s gonna see this subtweet hun. Just FYI,973692134250500097,tamsysam79,Seen someone’s true colours today. You always try and see the best in people but 🤔,973690515911737347
10,AmberNanez,@alaniz_cody And?? I’m agreeing. At least I don’t subtweet I’ll call myself out,973690629908783106,alaniz_cody,I really need to stop trying to take care of the wrong people.,973422010431832064
11,thotmara,@Stahlschmied subtweet 😡,973689157473177600,Stahlschmied,Twitteruser undankbares pack und ich hätt sogar extra RUMO aus dem büchers regal geholt,973687982334017536
12,MattMarcotte,"@SleepyHead_band ""You're so vain, I bet you think this subtweet is about you!""",973686887402491904,SleepyHead_band,Someone needs to listen to that Carly Simon song.,973686787230101505
13,ThisIs_Theo,@Thee_Rae @Kingferchi @bonnntle but your subtweet game is unmatched yeeerr😂💀😕 I’m an overthinking bitch,973685126629679105,Kingferchi,"Don’t ask me if my tweets are about you, ask yourself why do my tweets apply to you",973396233023840256
14,itx_omar,@CrazySkullll kisky lye hy subtweet,973682699482300417,CrazySkullll,Thanks for being a blessing in my life🙈,973682309877719040
15,MorganMurphles,@HiThisIsMarissa Nice subtweet,973681363873423362,HiThisIsMarissa,"it blows my mind that some companies still don't let employees work from home when it's snowing this bad. get a freaking vpn, it's 2018.",973652276828090369
16,AldoRaineFNB,@eugen_levine No need to subtweet,973679081836474368,eugen_levine,trying to figure out why ppl are liking old tweets of mine,973678620978884611
17,StevenMSchmidt1,@DBak69 Now we know the reason for the subtweet.  Goodbye Jordy--a class act from day one. I hate to see him go.,973676808087523328,DBak69,"Loyalty is in your actions, not your rhetoric.",973607648821108737
18,redhxze,@Shafulyn nice subtweet ;;,973676677250322432,Shafulyn,"HEHE I'm an otp and my champ got banned, YOU should dodge, not me LUL",973667346341605376
19,DDemize,@Rewind_K Cheeky subtweet,973673734409203714,Rewind_K,people dont play CTF and then are shit at it and they dont know why their bad at it,973673581262589952
20,cpinthecut,"@julliorodriguez Why are some people raised to be selfish and lazy. You're hideous, don't subtweet me before I boost you twice 🤣🤷🏽‍♂️",973668164608258048,julliorodriguez,Why do some PEOPLE don't understand what No means,973642700892155905
21,lethal_loli,@silkygrl is this a subtweet,973667312237760518,silkygrl,oomf said cum taste good i can’t believe her man eating pineapples for breakfast lunch and dinner JDJCJXJDNXJXJDJSBBDBSHSS,973660832218402817
22,homelesscult,@simpqueen__ subtweet,973665901781295104,simpqueen__,I fr don’t want a bf some of y’all really ain’t shit lmao,973592909298638848
23,OrozcoSage,"@caden_salois24 Bro we got subtweeted so hard,  that she had to subtweet you and then go back and in the thread and… https://t.co/96em9MsBPv",973665421260857344,caden_salois24,My generation is getting married wayyyy too young 🤦🏻‍♂️😂,973027361036750850
