,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,Untergrundshit,@bstraktaberreaI subtweet an JNNA,960663323468541953,bstraktaberreaI,Immer wieder toll wenn eine Frauenhasserin auf ein mal einen auf Frauenhasserhasserin macht,960658679346450432
1,aliciaatejadaa,@GlitterQueenT That subtweet though 😂😂😂😂😂😂🍻,960652271015968768,GlitterQueenT,HAHAHA SORRY SIS 😈💁🏻,960583530043514881
2,OhhRena,@ISVedits Is this a subtweet ? Smh 🤦🏻‍♀️,960651491592695808,ISVedits,SUBTWEET SUBTWEET SUBTWEET. learn how to say to our face. Boop,960651069654122496
3,ryan_mont,@hobojoe4288 Did he just subtweet us? @CaptainCoupe,960650244374646788,hobojoe4288,"I want to purchase barstool apparel because I support the content they put out, but I hate the type of people who wear barstool apparel.",960626123888644099
4,CobraLeader1982,@JessicaLexicus @ZJSimon This may be a subtweet about Jim Jones....,960647270839414785,JessicaLexicus,Joint funerals. Budget friendly. Think about it.,957211338182463488
5,ImOnlineLol,@brogadishu Domt subtweet me you unbelievable bitch,960644257840226305,brogadishu,if i don't fav ur selfie it means I think ur butt ass ugly,960644123081388032
6,mylifeaslitliz,@2turntkaity I feel like this a subtweet for half of the kids I graduated with 😂,960640078279299072,2turntkaity,I can’t believe I know someone who is 24 and has already been through two divorces smh,960593788929536000
7,owenbly,@PSU_Anonymous why you gotta subtweet her like that. keyboard warrior!,960637755704438784,PSU_Anonymous,"""Shelby L is incredibly rude. Go find some manners.""",960637224990707712
8,PatrickDearden,@lindadimarc Is this a subtweet?,960635936005607426,lindadimarc,"""Come mai i tuoi occhi ora stanno piangendo""...",960634648488566785
9,mike_hugs,"@mister_smiley @spacedrugs DM, YOU COWARDS. You subtweet only a man",960635322315964416,spacedrugs,“[x] this you cowards” will always get a larf outta me,960634049114058754
10,Osana_Kun,"@AllenTheDemon You don't have to subtweet me
My number's always been the same",960633869224546314,AllenTheDemon,"So I take a deep breathe
And I Save as Draft.",960633695521705985
11,DaRtHBrOoKlyN,@Miacortesse Wow subtweet to me af😂😂,960632453747617793,Miacortesse,"Whenever you feel alone and like dying, just remember there's someone out there that got no RTs or likes in their tweets.",960584134916747265
12,RangeeIa,@OyeAnzah thanks for the subtweet,960629484356538369,OyeAnzah,Yeh banda kia cheez hay akhir 😂😂,960627852155785218
13,trapadvisor49,@Anthrazit03 warum subtweet an mich,960626297117474816,Anthrazit03,bei manchen von euch Frage ich mich echt warum so viele Follower,960620936151040001
14,JazzAllStater,@theteencrisis It’s 2018 we @ them we don’t subtweet,960623067021103105,theteencrisis,STOP SAYING THE N-WORD. YOU KNOW WHO YOU ARE.,960597975310520320
15,kevyj12321,@tghalls This subtweet tho. You fucking pussy.,960622593022849024,tghalls,Analysts telling team owners what to do when marketing their team. Stop it. Stick to analysis. Or run teams.,960589600183017472
16,smolbean01,@LA_Angel_14 @champagnefeeI It was literally a subtweet towards you😍,960622316731252736,champagnefeeI,does anyone else have that friend that ur pretty sure is ur soulmate but in a friend way??,960307223837716480
17,seanceli,@whosalexander @nicole_nyffeler Nicky don't subtweet me like this 😢,960620531996225536,whosalexander,all these ugly dudes tweeting drake lyrics like “i only love my bed and my momma” like bro what choice do you have,959956735686520833
18,265Kilometres,@Kingkeir is this a subtweet @chelpooo,960619353812201472,Kingkeir,Fabregas sounds awful in a New York accent,960618973263007746
19,BobFraust,@Zola_182 Don’t subtweet me 👀🤨😭,960614961570631682,Zola_182,All my niggas got bitches. And they get on our nerves.,960606548505473024
20,Averagebrowngrl,@StayAwayK Thanks for the subtweet.,960610251937583104,StayAwayK,People who wear purple are cute.,960604746414460928
21,MaddiHiggs,@TimothyPolagye why you gotta subtweet me like this,960610193313878016,TimothyPolagye,And thus I survive another year of nerds purposefully misnaming the super bowl/football to show how aloof and cool they are.,960587746942341120
22,MCMComicCon,@gregjames don’t subtweet us gregory.,960608321957978113,gregjames,Spotting a typo on someone’s viral tweet and knowing how much they’ll hate it is quiet satisfying,960572178885500928
23,adriannacubes,@caleb_a_crowe I can’t believe you would gas me this much that you’d positively subtweet me ily,960607013909643264,caleb_a_crowe,"reading a friends work and feelin a sense of ""oh damn"" because its so nice",960376180477227008
24,amytrapanii,@HaleyPietanza don’t subtweet me.,960606356930777088,HaleyPietanza,So you couldn’t text me back for a week because “you don’t like being on your phone around your boyfriend”? Sounds healthy sis,960244567642697728
25,Slushana_,@MizzNC 🤣🤣🤣 subtweet caught,960606129125457928,MizzNC,"She thinks I'm joking ni sure. Yeyi,ndiready to babysit wethu🙌🙌🙌🙌😍😟😟😟",960605680943222784
26,Pevenly1,@PearlsFromMyrna Myrna wins the Superbowl of the subtweet game.,960605330718720000,PearlsFromMyrna,Perhaps I would prefer this soup more if there were Lady Oyster Crackers.,960604711173873664
27,FauFauGod,@AutisticGondola Brydones subtweet,960605133666123776,AutisticGondola,"A lot of big gays around here, watch yourself out there",960602573433638912
28,OswaldKeule,@fullfonzy ~~~subtweet~~~,960604253260795904,fullfonzy,in germany we say es ist nur ein kleiner schritt vom pickligen world of warcraft zocker aus der kleinstadt zum american football fan,960601355525214208
29,Weavenwald,@AutisticGondola Low key Drybones subtweet.,960603516648636416,AutisticGondola,"A lot of big gays around here, watch yourself out there",960602573433638912
30,_Dunnzo,@amanda683212 Don’t subtweet me woman.,960603003211403264,amanda683212,When I say “oooo take a picture” that means take like 30...not 1...,960352527647731713
31,pball0010,@WolfeyGlick What exactly happened that brought forth this subtweet? Or is it something you've just noticed lately in general?,960602030908805120,WolfeyGlick,Hi could we NOT be creepy to girls that would be great,960591530770788352
32,tswftnationst,@FlyoverKulak @KANTBOT20K Devastating subtweet,960596378421551106,KANTBOT20K,"Guys in the Altright whose brands are based around Taylor Swift or other female celebrities are all into other guys, right?",960534789559341056
33,bigjimGG,@DomesticDan @InexpensiveGamR Typical troll tweet with eye roll at previous subtweet.,960593861797203968,DomesticDan,Relevant tweet about current thing happening,960592879893733376
34,tbms99,@tipote Starring *insert subtweet victim here*,960590500716785665,tipote,"Never felt more happy to cut some people off my life this year, cuz boiiiiii are they hella fake",960259313074954240
35,BigSkoot,@JohanCipCip subtweet me again jonah i will destroy u,960590238270836738,JohanCipCip,"Webster: colour
America: mhm
Webster: ...color 
America: HOLY FUCKING SHIT",960587127376482305
36,moiz_95,@Morbid_Creep Should i assume this as a subtweet ma’am ? 😂,960589557979893760,Morbid_Creep,Yaar iss banday ki ankhain nasha hain,960589036565000192
