,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,VagalNeurotic,@literalbanana Is this a subtweet?,959936421468438528,literalbanana,"With all these politics we are losing track of what’s really important, which is that the outgroup’s ideology is low-status.",959619369113276416
1,OfficialRRyann,@sahqueen aight den pussy don't subtweet me,959935754268012544,sahqueen,if you call me acting messy again i’m blocking you,959935316093296640
2,notanimedad,@gatorfantrey tbf I have a meltdown about how all women are awful and not worth redeeming. no need to subtweet me.,959921717421531146,gatorfantrey,Someone having a meltdown over a woman on the internet? I wonder who it could be,959915283497484289
3,jondanziger,"@parabasis It was a hell of an early subtweet, though.",959920539128287232,parabasis,Hot Take: Jerry Herman's acceptance speech at the eighty four Tonys was petty.,959909706088243200
4,parthivjs,@kate_scott4 🚨subtweet alert 🚨,959918681009545220,kate_scott4,It bugs me way more than it should when people’s bitmojis do not look like them,959916679278014464
5,_JuliaCorliss,@jordan_corliss Okkk no need to subtweet me but I told you to come to tally??,959917853142110208,jordan_corliss,All I really wanted for my birthday was to be able to spend it with you,959689518717849600
6,NPuntIntendedSP,@DouglasText @gatorfantrey we dont subtweet you doug we @ you dont worry this time,959916167543566336,gatorfantrey,Someone having a meltdown over a woman on the internet? I wonder who it could be,959915283497484289
7,ThatPoppyRP,@bloodredcharles i love when you subtweet our DMs,959912419048017920,bloodredcharles,wait so I was gone for 2 days? the fuck what was the point of leaving then omg.,959911501749538816
8,TitaniumTurtle7,@Jayswagg2018 You tell them rather than send a subtweet. Shoot yo shot homie.,959909757208457217,Jayswagg2018,How do you tell someone you want them? 😅😂😂,959657490760613888
9,BenoitLelievre,"@GiveMeYourTeeth Oops, wrong subtweet",959909102846726145,GiveMeYourTeeth,first person to cut my nose off gets a free signed book,959892990138503169
10,truthhurts_187,"@Lunalovebadxo You subtweet tiff almost every week,y? It's fucking pathetic tbh...As soon as you found out she was… https://t.co/gZ5SpGB8lB",959908842762063873,Lunalovebadxo,Ol Flapjack booty is at it again,959875050768945152
11,Hurley_90,@RyanDungey_ This subtweet made me https://t.co/X2gN6NX8a8,959901058737860609,RyanDungey_,People who lie to your face I have no time for you fucking annoying shites,959880510230138881
12,Lynne_Nikky,@The_Kidzzzzz You literally start so much shit it’s repulsive. Do you like ONLY know how to subtweet people and cre… https://t.co/v8CZjLmTVy,959892402960875521,The_Kidzzzzz,Bitch you don't know what head over heals true love is. Don't joke like that 😂 almost had me believing for a sec,959882176824147968
13,benjaminbobbitt,@sambodia3 You could just text me why you gotta subtweet me 😂,959891803645374466,sambodia3,"I understand that you don’t like me, but I need you to understand that I don’t care.",959890330995830785
14,crmotwo,@funflaps @saturdaycontest Something about put it on my bill and how that would be a funny subtweet,959891007524483074,funflaps,"Dear Ducklings,

It has come to my attention that you are all quackers.

Please continue.

Love,
Flaps (duckpond CEO)",959854995515506689
15,dodgeanna_,@carterkelly120 haha great idea! i’d love too! thanks for the subtweet carter💜💜,959888405680328704,carterkelly120,go smoke some dope or something...,959886544516632576
16,roundthewheel,"@weirdingmeout How is that snobby? Also, don't subtweet me",959886705326161921,weirdingmeout,not to be like a snob but it will be cool to live in my own place &amp; never have to listen to other people have sex ever ever ever again,959859897297928192
17,alexeheath,@emheathyy Is this a subtweet…,959880340839063553,emheathyy,Snoop Dogg won't respond to my business inquiries,959874512547393536
18,LandisWeaver,@MarkCCrowley Great subtle subtweet,959879859370647558,MarkCCrowley,"""Rudeness is the weak man's imitation of strength.""
~ Eric Hoffer
#Management #CSuite #HR",959879371791224832
19,seattlesparklee,@Dubziee Isn't this a subtweet,959877401735061505,Dubziee,Quit running to Twitter so you can sub-tweet.,959874779825295360
20,countachcoupe,"@hentaiken you ain’t gotta subtweet me bro, you have my #",959861181052784643,hentaiken,Told my supposed friend that they hurt my feelings and they left me on read. How lovely,959846145555095552
21,EvanDavisSports,@StelliniTweets Don't subtweet Ashley Williams like that,959860851837685760,StelliniTweets,Everton has an Angry Birds ad on their sleeves? Go Arsenal imo.,959858457959653377
22,pluralistberry,@cutasterfee is this a subtweet of me posting a picture of a wawa pretzel because i can still delete it,959859557320347649,cutasterfee,"YOU: “69 tendies dictatorship of the pupper” 

ME: “yes I too believe in socialism”",959858779344048128
23,SeenBhindDaSeen,@BorealBeard So is this a subtweet trying to tell us to stop sending you nudes?,959855631543934976,BorealBeard,"Upside to iMessage: texts go to both phones. 
Downside to iMessage: nudes go to both phones.",959852738145345536
24,4conorr,@wyattnc1 nice subtweet pussy,959853261913239558,wyattnc1,Kid thought it was a banger turns out no interactions,959849435600773120
25,ryanluikens,@LenKendall I want to subtweet all of them.,959852401942396928,LenKendall,Things that should be illegal: Inability to cancel services in the same way you signed-up for them.,959826072211607552
26,petstarr,@annaspargoryan I feel like this subtweet is designed just for me! 😎 I found The Good Place extremely fun and enjoy… https://t.co/FFYVHfR1uH,959850397702635521,annaspargoryan,When was the last time people wanted you to know they think a show is bad as much as they do The Good Place?,959728534498365440
27,SAMGREIS,@aidan Is this a subtweet for the Hermit Crabs?,959848177179373568,aidan,I’LL LOVE YOU TIL MY BREATHING STOPS,959846718295629825
28,Matt_Chalfant,@Strrreskiiii I was just trying to subtweet half of my followers lol,959840366370410503,Strrreskiiii,Sometimes I really wonder why girls try to look all cute at the gym; like you're here to workout and get sweaty?,959467066972672000
29,melrose_tay,@devinkkenny is this a subtweet to will smith,959839518835773441,devinkkenny,misunderstood rumi quote being taught to others,959838122388410371
30,Tenkay23,@Nintendojitsu @E3NintendoBot @FabianCrimean @sabotengarden Let's not subtweet @Soliee here,959838295252324352,sabotengarden,Americans put onion rings om burgers so I don't wanna hear anything about pineapple on pizza ever again.,959832602315116544
31,McCoy16,@Cakes______ Why you gotta subtweet me like that. 😉,959837526050705410,Cakes______,"A beautiful, little fool.",959837092720365569
