,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,TioWhuelo8,@ovomurk Holy subtweet,962474098721898496,ovomurk,"People take shit to serious, can’t joke around these days",962470011431354368
1,Tarppyy,"@Hiiicksy don't subtweet him, tag the him pussy @9Zakk",962473886003720192,Hiiicksy,"No worse feeling than loading into a ranked game and seeing Zak9 on your team, elo torcher..",962473634332860419
2,Juliet_Jackman,@chase_yamin is this a subtweet? it so is,962472891123142657,chase_yamin,Are you really in a sorority if your sisters don’t comment “🔥🔥🔥” on your insta pic?,962454665047826433
3,annacaros123,@cristinag2001 i feel targeted by this subtweet 😂,962469950932865025,cristinag2001,I just realized that there’s not one single person I know that is a good texter or even good at replying...,962469775514497024
4,thot22,@tielard i told u in h mart i thought it was spicy. delete this subtweet,962469569733382144,tielard,ppl who think spicy noodle challenge cheese chicken flavor is spicy are weak,962416520507699200
5,KyleBrizzown,@tellebees Is this a Devan subtweet?,962466101815898113,tellebees,what’s worse than a t-shirt that says “Namaste in Bed” ??? a t-shirt that says “Namaste in Cbus”,962441386984394752
6,InfiniteSake,"@RazzyAlice I feel like this is possibly a subtweet to me.

I’m really sorry if so.",962463432514695168,RazzyAlice,"IDC what the people who I follow like on twitter, if they wanted people to see it they would retweet, stop showing me likes.",962462162840182784
7,Dbball500,@SSerling13 Why you gotta subtweet @ahsettle like that,962463158450491393,SSerling13,The best M. Bridges in CBB this season resides in East Lansing,962461868127334401
8,ngpsu22,@Ben_Jones88 Tony Carr subtweet...,962462771135893504,Ben_Jones88,Miles Bridges is having a season that shows the value of coming back when you probably could have gone pro.,962461993738350597
9,_incel,@keotakeota i see this subtweet,962454811026345984,keotakeota,So much illiteracy on the TL,962454645003059201
10,alinalyssette,@PCravens515 @kbecker2016 Cool subtweet,962452543128375297,kbecker2016,How come every time I go out I have a plan to take a cute picture with my friends but I end up just taking embarrassing videos of them?,962409942476120065
11,CaliberCP,@Parasite This is why u can never have a long term team. U subtweet way too much,962451757690363904,Parasite,I get costed in everything I play it's unbelievable man,962450069378273281
