,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,aubdog_shin20,@DewulfJacob it’s called a subtweet buddy,975514254416793601,DewulfJacob,i hate when people tweet “anonymously” about something completely directed at someone,975429844858232832
1,livgentilezza,@Sammy_Shmurda97 subtweet about @nickscherm,975512030441627648,Sammy_Shmurda97,Grown ass men still worried about games.... 😬,975193486751338496
2,ennedroC,@ufonarrative subtweet @ cis white boy stem majors,975507199500935168,ufonarrative,boys respect computers more than they respect women,975489058074976256
3,Rajio,@bitchcraftTO I know who this subtweet is for,975506704883335169,bitchcraftTO,Put 1/2 a tablespoon of peanut butter in your next hot chocolate. You’re welcome.,975506323096862720
4,JoeSeiders,@ACNewman You just subtweet me? ;-),975504691281895424,ACNewman,It still makes me happy that a band like Arcade Fire is one of the biggest rock bands in the world.,975503777309609984
5,tonygiovanni7,@emmataylorperry Is this a subtweet??????????,975504102766661633,emmataylorperry,"“The only reason I want to be famous is so that I can be on Hot Ones.” 

ok",975503345107562498
6,Jaazzllyynn,@__shekinahh @sydddddneeey One about my kids ( reflecting off Sydney’s tweet ) not a subtweet. Kids being blinded (… https://t.co/T1aoWcvnFP,975503777703788544,sydddddneeey,if your friend cuts you off when she gets a boyfriend she not yo friend . 😂,975486233261506560
7,ersatz_elevator,@strawbabyaf Is this a subtweet,975501682883858432,strawbabyaf,sorry im on social media and not responding to your texts i really have no excuse other than the fact that im a piece of shif,975495876234940417
8,knjwish,@sopetrassh You can subtweet your loml but not reply 😔,975499371973304320,sopetrassh,Wow loml is also an intellectual?!? 😳😳,975499276297035776
9,jxrrys,@bobsburgersguy subtweet?,975498866559610881,bobsburgersguy,alluhmae follows and unfollows me at least twice a week,975497920001859585
10,mados_oldtwit,@brittnibitch__ @CaseyTakesPhoto Girl listen I took the subtweet and noted it why u gotta out me like that,975498817985445888,brittnibitch__,Stop saying men are cancelled if you’re gonna keep seeing their dumbasses,975432925297741830
11,hijink_s,@Celeanchen ein fiesen subtweet,975493324609114114,Celeanchen,"was kann man außer ""user"" sagen",975492031048044546
12,DstinctNstincts,@RavishingMaddie You only on Twitter to subtweet mf’s😂,975490898535436288,RavishingMaddie,If that’s how you wanna play shit then so be it .,975465128077361152
13,hoeassbtch,@fvckbradyb bitchhhh did u just subtweet me,975486317806129153,fvckbradyb,"If she calls you b, don’t even shoot your shot my guy",975486019163344896
14,Burnt_Micah,@sierrans22 Is this a subtweet about me,975483206928666625,sierrans22,What did I do to deserve such helpful friends in my program!,975469131494580225
15,heySeduce,@StufiRS @jupiterosrs Then don’t subtweet me multiple times through out the day if you’re gonna get mad I’m in your… https://t.co/wn1cgy2i9Q,975471504719622144,jupiterosrs,what kind of a bitter cunt do you have to be to get irritated by other people having a good time,975449368399613952
16,fish4catfish,@_Tempo11 @TheBoydP Never has a tweet been so obviously not a subtweet about me.,975468636067549185,_Tempo11,I could fall in love with you. You’re that kind of guy.,955601032091860992
17,seemomster,"@Wwm_Shakespeare William..,your subtweet game has bee *on point* today!",975466795950895104,Wwm_Shakespeare,Who is it in the press that calls on me?,975446837518897152
18,MaryH319,@Tweeter_MyCat Nice subtweet directed at me.,975463621349257216,Tweeter_MyCat,Never try to be logical with a usually logical person who isn't being so. It's not worth the anxiety. #NothingButSupportiveButWhatever,967408315025297409
19,RyanHykes,@kiratotten Is this a subtweet to the water that tried to drown you as a kid?,975463194952024064,kiratotten,i wanna b drowned in kisses rn damn,940727001576480769
20,GetProhibited,@Mstraz68 @acuehstic look at the subtweet,975459386931011584,Mstraz68,Love it when guys think they’re hard as fuck in the gym then go squat 315 for 3 half reps :/,975112384674181121
21,queenbronwyn,@rumfucker is this a subtweet,975453831655026690,rumfucker,"""penetration"" is a very bad word im not a fan of it",975427576146595840
22,Sparkpoodle2,@Uzumeme_ @cNugget_ subtweet,975452092113604608,Uzumeme_,the fighting game community let a fucking furry be their evo champion and this is why i consider them shit,975450807863672832
23,groovy_tony,@MartyMaar Don’t subtweet me,975446474958999552,MartyMaar,I need to have a crickets chirping sound effect,975446244922462208
24,YakishoAnato,@IgnantVegeta Wow... Cool way to subtweet Blue-Sama @Kyrie9908,975442322711306242,IgnantVegeta,"People who say ""shidd"" ""fugg"" ""u"" ""y"" ""r"" can't be trusted",975378902582513665
25,lightningblade7,@SteaIBeams dont subtweet me,975440841409007616,SteaIBeams,"dont listen to ""intellectuals"" they are usually weakling scum looking 2 compensate for their FLABBY stomachs...",975440228797181952
26,lightningblade7,@SteaIBeams dont subtweet me,975440468250161153,SteaIBeams,"dont listen to ""intellectuals"" they are usually weakling scum looking 2 compensate for their FLABBY stomachs...",975440228797181952
27,TransAmazon,"@BootlegGirl I feel like this is a subtweet, tho I'm 99% certain we're not steam mutuals lol",975436017254543360,BootlegGirl,"Is it just me, or did All Your Steam Friends always used to play Skyrim, and now All Your Steam Friends play Stellaris?",975433184899837953
28,SarahSahim,@boycotthumans Is this a self-subtweet,975434078039236614,boycotthumans,here’s a special dua for all my sisters with crushes on nonmuslims,975433810866245632
29,EstMachina,@BootlegGirl Is this a subtweet? I literally just launched Stellaris. 😆,975433564237041664,BootlegGirl,"Is it just me, or did All Your Steam Friends always used to play Skyrim, and now All Your Steam Friends play Stellaris?",975433184899837953
30,michellelynking,"@karahaupt genuinely concerned that this is a subtweet of me and, if so, I’d like to formally apologize",975430916775571457,karahaupt,One time someone from Florida tried to tell me Idaho is the Midwest and I’m still mad,975390515758759936
31,heyitsizzy1013,@juustjessica a fatass subtweet,975430004853977088,juustjessica,men who are shy and don’t take initiative&lt;&lt;&lt;&lt;,975421997583757312
32,BEGELCATCHERUWU,@Cheez_YT Or send your 2.2 million braindead fans towards your Twitter then block the person and subtweet them afte… https://t.co/D3gK3UgBWE,975427735291027457,Cheez_YT,"remember, if you’re losing an argument just block the person so you win by default",975426418632024064
33,wuhnine,@TheBetterWubz Don’t subtweet little Wubz. Don’t be a pussy,975426446071123969,TheBetterWubz,"When you get a dm asking to scrim, ask for the roster, and the response is ""i mean im a 2x pro... its cool we'll look elsewhere gl"".",975162129719480320
34,torpedobeats,@TagetesLucidas is this a subtweet,975425450372751361,TagetesLucidas,might sound edgy but I like being friends with slightly problematic people cuz they seem more human to me,975221823276232704
35,KeshaTedder,@colbywinters Thanks for the subtweet 😐😂,975416855803387904,colbywinters,"All little people are actually half leprechaun
 #FakeLeprechaunFacts",975416541054455808
36,turpit,@mattiekahn or just a subtweet,975411736395374592,mattiekahn,what if PHANTOM THREAD was really just a comment on adaptogens?,975411491787636736
37,Henlo_main,@husbandu How dare you subtweet me,975410913271582721,husbandu,it amazes me that there are people who legitimately think that all women are thots,975410652046086144
38,Chellllayyyy,@heathhhNevans Was this a subtweet 🤔,975407612916371458,heathhhNevans,"Don't ever stay with someone who's giving you 50% while you're giving them 100%... and no, they aren't gonna change",938069454621216768
39,TheLarryFried,@senasiam @StevenReyes97 Do I need to start putting on notifications for when I get dragged in a subtweet LMAO,975407249836445696,hxrryjxke,I wanna tweet something cheesy about love simon but I aint trying to get roasted in my group chat with stefan and larold,975229133495177217
40,RecklessBat_,"@TWAVEulator60 Good subtweet, I approve 😉",975406076018470914,TWAVEulator60,"if you have time to plug your videos in my discord server, u have time to reply to my DMs!",975405589961441280
41,MichaelXXXBach,"@Jalapeno_Biznis Apparently I subtweet without any idea how offensive it is, trying to be funny 😂👍

You'd think, wi… https://t.co/gTBQKKjcGu",975405263808335872,Jalapeno_Biznis,"Stalkers: turn on my notifications and get my most recent tweets before my other stalkers!
Subtweet faster and with more accuracy!",975397595047604224
42,NeesyPooh88,@SkylarDanielle8 What the subtweet,975401323112947712,SkylarDanielle8,I just don’t understand some people’s definition of fun 🤨,975281769279836163
43,DovesAndMoney,@tshekss Is this a subtweet 🤔🤔🤔🤔🤔🤔🤔,975400798594224128,tshekss,if ur under 20 don’t try to flirt w me go talk to girls ur age.,975396307266306048
44,rmhiggs2,@JonnyMetro86 @ASchmidtacular No need to subtweet me Metro.,975389719885467649,ASchmidtacular,Every time I hit a 3G spot and my phone turns into a brick I wonder how we ever survived in 2006.,975207126950793218
45,humatabassum,@MUJawed Thanks for the subtweet. It was a joke.,975387413378994176,MUJawed,Everyone love Cricket but very few understand it.,975387180926406663
46,slifty,@abbeyalison Is this a subtweet about Matt?,975383009854722048,abbeyalison,"This guy at the restaurant is telling the WORST story so, so slowly. His table mate may have actually fallen asleep",975361753725964288
47,ByronsShade,@Furious_Xtian Is this a subtweet of my tweet? 🤣,975382805520633856,Furious_Xtian,Rise and shine and give God the glory!,975382449873145856
48,Yumetsuu,@sorxru did you subtweet yourself just now,975378551460548609,sorxru,Imagine being bad at Mario Kart amirite 😂😂,975376807724765184
49,ethanmartin378,@jordynalexisf Aye bitch you can sub tweet your friends but dont subtweet me how bout stop hasseling her about her… https://t.co/EbhSLJToFw,975356740429639680,jordynalexisf,All the shit this man has put you through and you still think he’s gonna change? Oh man,975021461151903744
50,iMercVI,@actualllyamber It’s too early to subtweet,975349119794499584,actualllyamber,Literally ALL i ask as a friend is to be real with me.... thats it😂😂 it shouldn’t be hard!!!,975341177741471744
51,bravotical,@Mahiveyxx thanks fro subtweet 😂,975340370899951617,Mahiveyxx,Itne farig log ho tum sab,975338075537788930
