,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,vogcinreds,@StewieGilchrist @jgent15 It’s hard to subtweet when I’m sure I’m the only X fan you follow,965012054439587841,jgent15,I’ll refrain from sending my X friend a screenshot,965008826398380032
1,Misenti_,"@HexeLv I Don’t understand the subtweet. You tried out, you didn’t make it. There’s no reason to be salty or have h… https://t.co/vLQyYLeRtM",965011751342366722,HexeLv,To judge if someone is the right fit for a team or not by using only 1 scrim is insanely dumb. Poor leadership at its finest 👌🏻,964997617561161729
2,_umbambi,@Kaioken0591 Oof this subtweet,965009369279602688,Kaioken0591,I guess life is just better without specific people in it.,965007979425816576
3,PaliiStallion,@_Layith_ I love you don’t subtweet me😂😂,965008346297372672,_Layith_,Can’t take it when shit doesn’t go as planned over some bullshit,964931596985004032
4,swabl,@Abel_Toy don't subtweet my entire life,965006837711073281,Abel_Toy,That ended up quite well considering how close we were to just fucking everything up lmfao,965006447485612032
5,autonomike,"@wineoclock39 @cmfh111 I am 95% curious to know to whom this subtweet is about. That's quite a high percent, KT.",965006309257981952,wineoclock39,"Got damn, he has a body for days.",964599218911567874
6,karissak14,@iseris_isolate don’t subtweet my friend,965005437186830336,iseris_isolate,I feel she don't even like me as a friend anymore :(,964998126342991873
7,Salguh,@FireEnthusiast catch this subtweet @Salguh,965003283516575744,FireEnthusiast,looks like the infamous salguh has found his next victim,964999552376954886
8,Tjsalce,@Communist_Puppy Don't have to subtweet me all you have to do is ask,965000031295156224,Communist_Puppy,lf people to carry me in fortnite because i'm actual trash at the game,964997296508190720
9,chhhou,@Sakuya_SC subtweet caught,964998067530489856,Sakuya_SC,Singed players 🤒😷🤡💩🤯🧠💉,964996924146413568
10,puzmi,@michelledean Very good subtweet,964995491913256965,michelledean,"The more we talk about Young Contrarian, 49674th edition, the more satisfied she is with herself.",964993855756972032
11,twi_7000,@LimaBayo obvious zero subtweet lmao,964989928579981317,LimaBayo,Isnt it crazy that some players used melee fox brawl mk prepatch sheik diddy cloud and now preach about bayo being cancer,964985242892292096
12,NotYourCheeseBr,@AlchemistMask This is a high effort subtweet,964986924384571393,AlchemistMask,"If Drybones name was Bill, would he be Nyebones?",964978518755983360
13,kimlockhartga,@funnyhix I'm apoplectic. Do I deign to discern the identity of this subtweet target?,964986502349492224,funnyhix,"Frankly, your vocabulary scares me.",964972531680731136
14,pdee_az,@davguev fuck YOU is this a subtweet about me,964986186539429889,davguev,You’re a communist if you enjoy drinking pickle juice,964679257011183616
15,MegRydell,@Misha_LeCav @JefeJayWreck @MollyReid_ @baejandra @EmpireFed All of your friends feel like they need to defend you and subtweet about Riley.,964985966308966401,baejandra,i'd take the Baumer over Riley tbh and that's because at least Cass earned the stats to talk some trash.,964980340405219328
16,LavinePls,@cwaa1234 👮👮🚨🚨 hello this is the subtweet police @ the person and nobody will be hurt 👮👮🚨🚨,964984461040537600,cwaa1234,Fortnite really changes people... lmao,964983763754192896
17,EthanGSN,@BComptonNHL Is this a subtweet Brian. It’s games in hand SZN just embrace it,964976536221863937,BComptonNHL,"It’s the middle of February. I don’t think it’s time to go crazy about games in hand yet.

“You’re a shill.”

Good to be back.",964976066090754048
18,gwantte,@tureeen dont fucking subtweet me,964974693143920640,tureeen,your mcm plays minecraft and is becoming a soundcloud artist,964974200883523584
19,Brianna_daSilva,"@JanetteKirchner @writer_gem Valid. I don't have the context to this subtweet, so maybe I shouldn't have butt in. 💜",964973585839411201,writer_gem,"When your fave announces they’re releasing new art, don’t say “finally”",964934097406775298
