,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,NatalieMDaniel,@kbradshaww I’m monitoring your tweets from now on and you aren’t allowed to subtweet anymore,950152095432368128,kbradshaww,Lmao idk why I just got so mf heated over your dumb ass,950151906415947776
1,ubertenorman,@lizduckchong I’m reading this as a Civil War subtweet,950151133858852864,lizduckchong,it has gotten to the point where i will actually just switch off a tv show/film if there's any amount of unearned heterosexuality in it.,950144550156124161
2,dverds267,@ArchMForYou This is a subtweet,950142574102220800,ArchMForYou,"if u start ur snap story with ""ok story time"" im fucking out",950076777443053568
3,taehmily,@herronshonoret is this a subtweet about me,950140890554753025,herronshonoret,sorry but if ur never active gotta unfollow sorry love,950138183722954754
4,SidebarsEureka,@Graemdyne Thought this subtweet would slip through my detection net huh punk?,950140554481844225,Graemdyne,Ally is a ditz send tweet,950114730760376322
5,DocHospital,@BeamSplashX this is simultaneously a very sid tweet and also the subtweet with the widest degree of targets.,950137444590112768,BeamSplashX,"i understand the part where you say it's one of your favorite games from 2017, but in what way is it like a goat",950134324380274689
6,omg_itz_shu,@MalikWillYou_ don't subtweet me,950134809766105089,MalikWillYou_,Don’t come into gym If you don’t know what you’re doing...,950100504255836161
7,melz42910,@chris3zero2 Yo I’m pretty sure @99pro6lems is @KailLowry ghost account to subtweet 😂😂😂,950134182197579778,chris3zero2,iight I’m chillin lol,950120918872969216
8,zarqa,"@chrislhayes Now, THIS is the way to subtweet. Without RTing, without even using any names. Spread the word! (See @GeorgeLakoff)",950133906824511488,chrislhayes,These people all deserve each other...but we don’t.,950080324859518976
9,projectania,@soundcube Are we allowed to know who this subtweet is aimed at?,950131732937953280,soundcube,If an arts organisation is not talking #neurodivergent #inclusion with #neurodivergent people taking the lead your #diversity isn't working,950094909712855040
10,touria_abdouni,@Zanatchi im just protecting them girls u subtweet about 😤,950131519716233216,Zanatchi,Ik neem nooit meer meisjes op social media nog serieus lmaoooo with y’all midget asses 😭😭,950118502626623488
11,PBTuft,"@_BVM @savethejonahs this is my favorite subtweet, 2/3 of people would choose it over any othr subtweet",950129675778408448,_BVM,"How gd envious is Pete about this Jaguars team rn? Everything in place, including a QB you can actually win with.",950087535555850241
12,AmericanPutin,@mj312_ You should totally subtweet her ass...,950125835700318208,mj312_,Sister self righteous threw me under the bus. How easy to be good from several states away.,950124801993125889
13,ImJoeImWeird,@EmaleeVega aint gotta subtweet the boi,950123294237356032,EmaleeVega,i gotta know who else plays fortnite tbh,950123088204763137
