,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,jdsctt,@carriemurph lol @ this subtweet of @themoonstop &amp; i,965727116951212032,carriemurph,are there any two astrological seasons that people get more extra about than scorpio season and pisces season? clearly we can see why 👀,965685296590348288
1,HeadSpaceTex,"@sixfootfiveguy I am very tempted to write an elaborate reply to this subtweet, using Improv “yes and” techniques.",965724765347557380,sixfootfiveguy,We all knew it was just a matter of time.,965433078314360837
2,itschasebrody,@meganlparsons @ me on the next subtweet,965724727489847296,meganlparsons,The world would be a better place if people did not drive in the left lane.,965665737129037825
3,WellActuary,@BlondetteAmbit God this is the second subtweet in ten minutes that has me feeling called out,965724580886274048,BlondetteAmbit,You tweet like you’re far better looking than you are.,965721823408246784
4,JessicaKayleen1,@_brittytitty Ur rude. I need new friends who don’t subtweet 😂👊🏼👊🏼👊🏼👊🏼,965724021005438976,_brittytitty,I need real friends who reply to my snaps,965723197147664384
5,lipoplazty,@vryshai i thought this was a subtweet about me at first... heehee,965718688287641600,vryshai,My life is going too good I'm worried..,848279938021175296
6,DntBurnUrBRIDGE,@SHAWNHINDRIIX Don’t subtweet me like I’m famous 😊,965718262423195649,SHAWNHINDRIIX,ACTUALLY SHE WAS KINDA BIG SHE PROBABLY CAN,965717099820847104
7,KraftDinnerKim,@TegetSoDope @lydgroo Is this a subtweet,965714997753139200,TegetSoDope,"Me: you wanna go out for drinks tonight?

Her: I'm 19

Me: I'm talking about mountain dews baby",964574777158516737
8,_DesireaTerri,@_kiarakyan subtweet AF,965714066244222977,_kiarakyan,ya best friend starts talking to a girl &amp; he doesn’t even wanna hang out when he’s home anymore. 🙃,965628690775269376
9,TittyMelon,@CJRoy89 @wheresmygift Don't subtweet me 😑 she licked the side of my cup,965711046169190400,CJRoy89,kayla is giving our hamster coffee what the fuck,965698274911899648
10,itscoconutjones,@KendraBlomquist Learning a lot about myself through a subtweet...,965710291987324929,KendraBlomquist,Why is it only the creepy guys are the ones hitting you up asking you to dinner and stuff? Where the normal guys at,965707867662757888
11,krystalbepsi,@stanbugman is this a subtweet?,965707202546708480,stanbugman,trans girls r so fucking beautiful wtf,965706861298073601
12,munawarshaikh92,@atiyyaah subtweet,965705591640510464,atiyyaah,کبھی کبھی مجھے یہ غلط فہمی ہوتی کہ میں بہت اچھی ہوں :ڈ,965704821671190531
13,mirahwood,@TradWifeWineMom @trash_ebooks Devastating subtweet of Bernie bros wow,965701470497554432,trash_ebooks,The core of fascism is hero worship.,965694278725857280
14,Taesdickbig,@offciaIkeys Your gonna quote my tweet then subtweet me yeah Pam you getting bold,965699595446624257,offciaIkeys,"""GETTING BOLD FOR A COUPLE RTS"" I SAID TWO WODSRD DKS",965698534069633027
15,MelancholyPill,@PkmnTrainerBruh Pretty intolerant to subtweet Black Jaguar like that...,965693428439826434,PkmnTrainerBruh,I......its just a comic book movie...,965673235068039168
16,linds424,@underoath18v You don’t have to subtweet me. You can tell me to my face.,965687007728029696,underoath18v,I wish people would chew with their mouths closed. Oh and also finish eating before you start talking. THANKS,965656999739445248
17,Jayllipsis,@MAshleym @MissRBaller Is this a subtweet,965686485558083586,MissRBaller,What are some annoying things siblings do?,965619239263621120
18,MattSekellick,@roborobb How dare you subtweet me,965686418986209283,roborobb,fav academic is the jaded one who shits on everyone’s dreams coz they were unable to achieve a narrow success someone else demonstrated.,965685100179611649
19,Pevenly1,"@PearlsFromMyrna Once again, subtweet game is lit.",965677107908136961,PearlsFromMyrna,I abhor the proliferation of factory-made salad croutons. But I realize nothing can be done.,965673251572654080
20,OsnapitzMacK,@britkaeee Is this a subtweet directed at Richenda? #justbritishthings,965669245018411008,britkaeee,When you’re waiting to order at chipotle are you waiting....,965657975825235969
21,heyitschili,@BrianEmond don’t subtweet me,965668797918171137,BrianEmond,If u r gaining a bunch of weight and not getting better at whatever u do  then what is it all for?,965668685326233607
22,olly_richards,"@Ferders Really? Oh god, you shouldn’t have at all. If I were actually offended I would just subtweet you, like a grown up.",965668540467613698,elizabday,"Interesting fact: I have never eaten a KFC. 

(Free for any opinion piece commissions btw)",965639382127599616
23,Dune_in_Katy,@Political_Rott #subtweet asshole.  Lol. You got me laughing.,965667261376794624,Political_Rott,Kelvin Sampson is going to look great in burnt orange,965666645367762944
24,Amanda__Now,@thinklikeapriya Thanks for the subtweet 😂😂😂😂,965664253691748352,thinklikeapriya,I'm so glad my friends understand that sometimes I have no free time and plans have to be made months in advance 😂,965655232825962502
25,neominister,@Gossamerii_ how dare you subtweet me in spanISSH WHAT THE FUCK,965659801521881088,Gossamerii_,Este niño es un gilipolla y más le gusta ahogando con la polla de newoh haaaaahhhhhhh~,965656847200997377
26,greenealiciaa,@MichelleMichal2 *spots subtweet in under less than 4 minutes* I love you suga 💓,965658543490727936,MichelleMichal2,I’m so lucky to have Alicia in my life,965657713110913026
27,ZodiKafka,@Elyzont Don't subtweet me,965655111396724736,Elyzont,Daily reminder lewd things are bad,965651715029700608
28,ManInTheHoody,@realDonaldTrump obviously a subtweet dig at Jared Kushner for being a vampire and having no reflection. #PresidentsDay2018,965651400108646400,realDonaldTrump,"Have a great, but very reflective, President’s Day!",965582280772276224
29,yungpec,@carltonautism is this a paul subtweet,965651110986964994,carltonautism,"""I was molested as child.""

oh cry harder i just had my tweet stolen. you don't know what true pain is.",965628858278952960
30,mellamoala,@litislifeislit this is a good subtweet proud of u,965649187160412161,litislifeislit,every english major knows the face that someone makes when you first tell them what you’re majoring in,965511005160820736
31,JohnWSmith28,"@TobiLaseTSN JUST @ ME!!! Wow I thought you were a grown man, turns out your just a kid who likes to subtweet!🧒🏽 #GrowUp",965647883725717504,TobiLaseTSN,"I don't get how anyone can watch ryan lomberg play and think ""this guy belongs in the nhl""",965315080085684224
32,Miss_Kris85,@zelconst A subtweet?,965636888643194880,occupied_stall,"‘I like to hide my jowls in every selfie I take’

-women",965615466373898240
33,nic_jake,"@MissRBaller reply ""ha"" or ""lol"" or send back dumb snapchats to your funny ones #subtweet @camjacobsen ;) #loveyou",965624765372252160,MissRBaller,What are some annoying things siblings do?,965619239263621120
34,_AP_730,@milliebbrown Damn Millie you don't have to subtweet at me you could just tag me...🙄😂,965624499675779073,milliebbrown,Thank you guys for all the birthday wishes. I love each of you. I thank you for your edits and art. ❤️,965624322965549056
35,abbeyottinger,@caseynolsowski don’t subtweet me,965624138705580040,caseynolsowski,Certain friendships aren’t meant to last forever...keep those close who mean the most and are beneficial to u!!,965418975587860480
36,cee4cat,"@BingoLittle75 Yeah, you're not narrowing it down with this subtweet",965623210103463941,BingoLittle75,"Think I might make some big drama on Twitter, then ignore all attempts by the company concerned to put it right. #ooheveryonelookatme",965565185154080768
37,leahfinnegan,@jamiekeiles @gabydvj was this a subtweet of our clink gaby,965599939995799552,gabydvj,i have a lot of faults but at least ive never taken a boomerang of me clinking glasses with people,965313479518441473
38,emahleelaw,@daddy_snack Ooh subtweet,965597682936008704,daddy_snack,gahhh i wanna scream “ARE U EVER HAPPY?????” to *redacted*,965582948912295936
39,nikreal,@prezzydente Is this a subtweet at me,965566736828452866,prezzydente,"every time one of my friends goes private on twitter a piece of my soul dies
think about how ur actions r affecting ME",965232173962887171
40,_Akula___,"@omohardbasshi That's the reason I posted that subtweet. Fucking 90%!
This is what they think everybody's tax money… https://t.co/6ZPy5ivuNL",965557678163595266,satanpml,Should pads/tampons be free? Please rt after voting,964342309767675905
41,Lowkeyonce_,@Doestaxxx Don’t subtweet me,965548033629982720,Doestaxxx,"I dislike a ""??"" only response",965547870349864965
42,MayaSmithgall,@THEtrashcam Is this a subtweet what does this mean,965535798127886337,THEtrashcam,do one of u have maya?,965449143496925184
43,kaatrinamaanalo,@_kcke Is this a subtweet to me? 🙂,965516861117947905,_kcke,I see how it is :-),965511797104033792
44,GoodBoySeb,@shakeber No need to subtweet,965515752257261569,shakeber,everytime i see a cute boy with an anime profile pic i asked myself why has god forsaken me like this,965447203207700480
45,LaharIot,"@Sand_Emperor Don't subtweet me, bird brain",965513668837257216,Sand_Emperor,Laharlot be posting that sin. But not the nice half drago sin.,965513500293345280
46,originalsmiddy,"@JovaisG I really hope this is a Bruce Allen subtweet haha

#hopeyourebackinB&amp;G
#httr",965513375282118662,JovaisG,Do not let Anything or Anyone Steal Your Happiness....,965365318527877120
47,beehax,"@loathepsalm 😂fear not, everything's a subtweet as far as I'm concerned - almost anytime I'm quote tweeted I'm like… https://t.co/zk6umg36Wq",965507404170317824,loathepsalm,what exactly is the purpose of retweeting everyone who quote tweets you,965503985225416704
48,ShaikhSaahaab,@Shararticious Translation subtweet kardena 😜,965494069932814336,Shararticious,English Me Tweet Aaraha Hai 😽😽 RT Krna 😼😼,965493350374739968
49,Saraahahahahaha,@hasnu_ @FaamaJafri @justSybraitism But subtweet mery lye hy ap inky lye alag sy subtweet karein:(,965489757865340928,FaamaJafri,Sara ki avi appreciation tweet 😍😍,965482869295603712
