,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,briannadishon,@maddie_goodrich Ahhh dang just thought you were trying to subtweet my b,963197627419410432,maddie_goodrich,Baby why won’t you just meet me in the middle,963196616453758977
1,xo_grant,"@KaitlynnRoseeT Go up and don't subtweet, I was generally being nice.",963195306572636160,KaitlynnRoseeT,"Don’t try and be cute bitch, I see right through it☺️",963188389636968448
2,Edrmorris,"@moietymouse At first I was being nerdy, but I've unintentionally created a fairly good subtweet about academic writing.",963188135625506816,moietymouse,Labmate referred to tea as warm flavoured water &amp; it’s suddenly slightly less enjoyable now,963172901347356672
3,EthanHonza,"@savannargrube I somehow feel that this is some manner of “subtweet” directed at me, when, if accurate, gives me a… https://t.co/pebnEnugPQ",963187917379293184,savannargrube,the next person that bullies me is getting a big fat block,963169774762102785
4,icouldbeahacker,@lovejulieacafe You're breaking someone's achy breaky heart via subtweet. https://t.co/3WoA5cTR7o,963187580564115456,lovejulieacafe,"I Love you, but not  ""go line dancing"" Love you.",963187100081274881
5,thebeallman,@PaulRom95 100% true subtweet.,963187017462009856,PaulRom95,You'd have to be an especially terrible human being to knowingly bully a person with a disability.,963143787370504192
6,caitlynhmers,@ftbrenden don’t subtweet me,963186072132911106,ftbrenden,Don’t complain I don’t text you when you ignore my texts,963183580762558464
7,brandonstosuy,@willak subtweet,963185654548062209,willak,"Everyone spells whoa &lt;---- that way, but I like to spell it like this: ~WOAH~",963185256693149696
8,Amazonrhinos,@bleezybub Don’t subtweet me,963185160060628993,bleezybub,rey is a rowdy little sand goblin &amp; any portrayal that doesn't illustrate that is wrong,963182828023300096
9,Fattyzilla,@DoughyDoe is it even legal to subtweet yourself,963185077499949057,DoughyDoe,"Big powerful ancient monsters

but
make them very, very round",963184942552354816
10,Lady_Lolita,@krystinalisette What kind of subtweet...,963181791053041664,krystinalisette,I made it out of my emo phase without having ever shipped Frerard god bless 💫,963181453616955392
11,kaylanhudspeth,@_MLE_B_ What good does it do to subtweet her though? If you have a problem you could easily just message her. You… https://t.co/7koRy1izlI,963179908477337601,_MLE_B_,Unfollowed you on everything because I’m tired of fake ass friends tweeting about fake ass friends 🤷🏻‍♀️.,963141897978957824
12,Enichan,@Worthless_Bums is this a subtweet,963178051575123968,Worthless_Bums,"If you were wondering, yes, that ""budget"" is a steaming pile of horseshit.",963154744142217216
13,chhopsky,"@Kevin_Hitt i don't understand what this subtweet is about but if it's something i did, it's probably because i sec… https://t.co/u4owtGmyhX",963176092063297536,Kevin_Hitt,"Subtweet Part 2: Why do some people seem ""ok"" with a word that makes fun of them? I bet you can come up with some good answers as to why.",963175234277814272
14,alanzilberman,@amorrissey this is an intriguing subtweet aaron,963170133681336321,amorrissey,"sorry, i don’t have enough law school credits to drink craft beer",963170033353547778
15,LlDERlol,@RabstarLoL nice subtweet bro,963166610340110339,RabstarLoL,Are you allowed to reply srsly to a private account’s tweet with your main account?,963165565778120704
16,7NRGz,@DatAdamMusic subtweet city oder was,963165366561230850,DatAdamMusic,Ich weiß wer heute bei mir richtig verkackt hat,963163346500575233
17,MadisenTisdale,@CallMe_Sayruh4L Are you referring to Jessica and I? If you are going to subtweet us.... might as well @ us 😘,963164122660646914,CallMe_Sayruh4L,And both done gained weight. Lol,962722089814888450
18,claramxran,@vamphollis no i don’t think so.. also how did he even find ur subtweet,963163160332005378,vamphollis,claire stress me out that tyler liked that tweet bcus he thought i was sayin his video was dumb so thats annoying,963123883652993024
19,Inferno_V,@XOperfectmessXO I believe that's a subtweet @djskill3t,963155843058360321,XOperfectmessXO,"If u tlk lk dis u r

Asking to be stabbed

Rt N da fce",641714101563998208
20,eyesweareyesay,@deathbysoap is this a subtweet about rambo and percy,963152482238156805,deathbysoap,i love when cats are gay,963144639250231296
21,Lightn1ngHand,@KurtSchlichter This is a Bill Kristol subtweet and I like it.,963147781085986821,KurtSchlichter,"Have you noticed how True Conservatives (TM) slowly morphed into straight up liberals, with all the SJW tactics and ploys?",963072415898124288
22,SearchmanDS,@Regulus_Tera This is why I subtweet when Politweeting,963145770177323009,Regulus_Tera,Oh God I summoned the Trumpites make them stop,963145072840708096
23,JRMarlow,@Mike_Wntrz Mean subtweet of Colby Cosh,963144528269000704,Mike_Wntrz,"""I'm going to quote-retweet *every one of your tweets* for Teachable Moment grandstanding to my audience"" is the worst form of Twitter.",963142242335473665
24,Saraahahahahaha,@underfalsepret I didnt get a subtweet😭😂,963140370447126530,underfalsepret,baray smartu hou yaar ap sab,963139757982257152
25,FlyersPucck,@BrightTheActor Nice subtweet,963137415916466176,BrightTheActor,Pssst.. asking prices are always unfathomably high. That’s the art of negotiations.,963135351437971456
26,TheToneBerg,@ang_uh_luh @AdrianaFrontino Idk y do u subtweet her so much ???¿¿¿,963137104141324288,ang_uh_luh,i can’t believe there are girls out there that are still so embarrassingly passive aggressive and afraid of confrontation,963135957691195392
27,MertleSquirtle,@mariajdeloera The subtweet is strong with this one,963135611988144128,mariajdeloera,I thought I wanted to be your friend only but now nvm👀💕,962978554228064256
28,angeliiquexoxo,@SamPetera i feel like this is a subtweet @ me,963129263087120384,SamPetera,"Make it a great day, or not, the choice is yours",963113815545171968
29,ZGoldstein17,"@BlasphemingJew No need to subtweet, Max. Just say it to my face alright",963125680132231168,BlasphemingJew,omg he’s so Jewish,963122057490903045
30,YellowDogAmisM,"@AndyLonsdale21 Now now Andy, we all succumb to the odd subtweet but you're better than that. ;)",963124777132191744,AndyLonsdale21,“Sounds like fan fiction” says the man who writes fan fiction....,963062285014102016
31,LombardTrucking,@katt_kayla What does predicable mean? Who are you talking about. Very rude to subtweet. 😰😰😰,963119800544309249,katt_kayla,You’re so effing predicable and I still let you get in my head every single time.,962831083279708160
32,BunnyOfBullets,"@Darlactico II Then don't change, I'd be sad and subtweet you non stop if you did. I get that though muse drops and… https://t.co/11dx5TGtWd",963119724191256577,Darlactico,(I feel like I’m doing a shit job at Noam tbh. I have muse but there’s not much to post when he’s injured. I can’t do promos or anything.),963117953314156544
