,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,TannerCsH,@dietgaybaby Don’t think you can subtweet Cocoa Pebbles you fuck! Shit taste way better than that brown cardboard crap you call “cereal”,970448539481460737,dietgaybaby,"Why the fuck would i want to taste chocolate flavoured small rocks? Americans are whack, give me cereal.",970445333527343104
1,wnttlizz,@downwithwckd @ParxHulett You don't have to subtweet tho 😂,970448127307239424,ParxHulett,Lol you need to fucking stop 🤷🏼‍♀️😂,970447548468072449
2,SuperKnauf,@SpotlessMindSIU Is this a subtweet about me,970447743138361344,SpotlessMindSIU,Don't make people feel bad for being excited about the Oscars lol,970428286730895360
3,badIandsgrant,@holynuggetdolan @COLDGRANT Please don’t subtweet about me-,970444638598385664,holynuggetdolan,Blank is so smart bc she can face tune so well 😩😩🤩🤩😍🤩🤩🤩🤩😩😩,970443203714445312
4,zaddysboi,@dankmemelvr is this a subtweet 👀,970439752670363648,dankmemelvr,Good afternoon to ugly-identifying and ugly-identifying folx only!,970439528954527745
5,Ctarbella_7,@itspramis i'm just gonna pretend this is a subtweet,970436581969494021,itspramis,the girl you thought you loved is fucking guys she met on Tinder. Love at our age is just a joke.,970431875809341441
6,ElkBit,@ZGnHector Please don't subtweet me.,970435606647005184,ZGnHector,*Nervously clicking furry art in public,970431370848710656
7,boyd_eilish,@liloteee a psych lecture is just a 45 minute long subtweet,970419980671045632,liloteee,sometimes i have to stop taking notes in psych because shit gets too real,970415402735013889
8,adripetrella05,@Saraa_hass Don’t subtweet and tag the bitch @Twitter,970417031102259202,Saraa_hass,Still didnt forgive twitter for deleting my drafts,970380573326888962
9,EconomPic,@daniel_egan Nice robo subtweet,970415725729824769,daniel_egan,"By lowering your costs, you *increase* the value of what you are providing to your clients.",970409618777214976
10,WeebAlertNews,@Viewtiful_Swan Just like how I “subtweet” you?,970412001519456256,Viewtiful_Swan,Get matching avatars with a dude on twitter and everybody thinks yall are lovers.,970411415180849154
11,aaron_kennelly,@TheBlogfines He can't search his name if you subtweet. https://t.co/gbZF1R6gqp,970409744493170689,TheBlogfines,Be careful what you tweet about the current Cubs pitcher.,970407371271897088
12,ixijn_,@ParadiseDelayed brutal outsideness subtweet,970409506122452995,ParadiseDelayed,What?! I can't believe [insert name] got suspended! They were so bland and inoffensive... Jack must have really lost it,970222929932963840
13,alienpmk,@vinnycrack @Mivtachyahu subtweet.,970409033646690306,vinnycrack,"Having a crush on someone is so exciting. You know you'll end up ruining things like you always do, but how? The possibilities are endless.",969345295686365184
14,zillalma0,@RiiseG_ Is this a subtweet,970407726311407618,Riise7_,“Year 3 Bo3 isn’t usable” but year 7 Bo2 is ? year 10 mw2 is ?  and that game is full of SL’s ?! I don’t understand,970354505509306368
15,pjmeok,@taearreaga deadass it be like that i even had a mutual who would subtweet stuff abt bts accounts,970406494897410053,taearreaga,i lost even more followers when i started tweeting about taehyung lmao,970405772600496128
16,wollerman15,@Nater_bater69 Is this a subtweet about my game yesterday?,970400831412621312,Nater_bater69,The shit you pull doesn’t even surprise me anymore 🤦🏻‍♂️,970391495973965825
17,wiznertz,@_ad_p Oh god please don't be a subtweet to me.  The strain would be more than I could bearer. https://t.co/vqFX5wqDRH,970399386013519872,_ad_p,Local Dumbass Posts Again Despite Being a Huge Dumbass,970398837436223488
18,charmwitch,@EiffelArt how dare u subtweet me!!!!!!!!!!!!!! draws more!!,970398216481943552,EiffelArt,hehe so many friends are buying posca markers and i'm loving it!!,970397807722016768
19,praduuuhhhh,@cajarder I love the way you subtweet yourself,970395481460346880,cajarder,"Fuckgirls dating fuckboys: ""i deserve better""

Fuckgirls dating good guys: ""ur too good for me""",970388258726273030
20,MelanieD1989,"@HolaSam You can just tell me, you don't have to subtweet. Am I using ""subtweet"" correctly?",970392118920392704,HolaSam,In. love. y'all. Straight up in love.,970077941563580416
21,LitThom,@DRoseShines1 @neeratanden Neera doesn't actually give a fuck. The tweet was 100% 7th grade subtweet.,970391872819482624,neeratanden,Has there been any recent stories about Reality Winner?  Has everyone just forgotten this woman is languishing in jail?,970319127616376832
22,QueerLexi,@GoffertGirl don’t subtweet me smh,970390945748475904,GoffertGirl,we need to examine foot fetishes from a Marxist perspective.,970390765313708032
23,Cognac_McCarthy,@robotmagnolia Do not subtweet me,970387325426524160,robotmagnolia,spending the entire drive from fredericksburg to austin listening to mash ups of all star,970354914143670272
24,Cosmosfanclub,@triswitter damn subtweet louder I can’t hear you,970380381332672512,triswitter,what’s with straight guys and watching Snapchat stories at full volume wherever they are regardless of the situation,970378313431691265
25,aSeriousRobin,@shyamaIan You don't need to subtweet Marie and I like that,970378977775792128,joeIcoen,every single day filmblr be putting jack lowden as morrissey on my dash i am tired of it!,970378469153689601
