,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,danajschwartz,@AndyKindler Further analysis of this subtweet is left as an exercise for the reader,967549473860849664,AndyKindler,This COPD commercial has worse segues than my act. Speaking of breathing have you noticed I'm wheezing?,967520759487676416
1,EKokosinski,@PeterTerrell Don’t fuckin subtweet about me,967546103343312896,PeterTerrell,I’m still irritated because of this guy at work but at least I don’t have to do a tape yet.,967538109662494721
2,UnspoiIed,@deniz_129 nicole subtweet,967539604307021825,deniz_129,fotzen denken sie wären model weil ein paar lutscher ihnen komplimente geben scheiß opfer,967537293518045185
3,rebeccamealy,"@Love_Pinkk13 Don’t subtweet me, I was working!!! 😤",967536465541509120,Love_Pinkk13,It’s always nice getting ignored🙄,967489454515597314
4,ghostgrll,"@addamschloe Oh right, it was literally the subtweet you made about being ""serious"" which threw me off lmao

I just… https://t.co/hxgeLcTIoS",967531487833870336,addamschloe,"The only 'trans regret' I've got is regretting not self-medding at 14, LIBERAL",967505930576424960
5,patienevad,"@kaylee_fuller_ me calm down? I’m not the one who subtweeted. 💀 but it was a joke, and I know I can’t rap. not worth a subtweet though lol",967530140182786048,kaylee_fuller_,psa : if you cannot rap pls just don’t 💀 y’all are gonna get roasted for being offbeat &amp; soundin stiff asf,967288183032442880
6,iSeeUThreeSeven,@Buu1013 Nigga how u gon subtweet somebody to pull up but u ain’t even got the nuts to put your face on here lol kill yourself,967529620336758789,Buu1013,Buford’s wake up too Tweet me lame shit 👍🏽 #whocares 🖕🏼 what u on! Talking on Twitter weak 🤫 #sayless #pullup 😈,967509672428220417
7,thunderszzn,@Rocketsfan101 I'm fucking dead you subtweet after EVERY argument....are you a girl or something?? stop getting emotional,967522369681154048,Rocketsfan101,Hating someone because of their fanbase is such a stupid reason,967520673559207936
8,MatthewEPierce,@JohnPiper is this a subtweet about my nunchucks y/n,967517945135067138,JohnPiper,"“Not in my bow do I trust, nor can my sword save me. But you have saved us from our foes.” Psalm 44:6",967383750190534658
9,lialankford,@Gengh1s_Kahn is this a subtweet at me,967514859742138368,Gengh1s_Kahn,You say you’re taken but you’re just taking too long,967415442619936769
10,BitchyR0ck,@LoeyJaRocca Really gonna subtweet me over the eagles winning a superbowl? Real mature joey real mature.,967514125533437953,LoeyJaRocca,"maybe i should hate you for this, never really did ever quite get that far",967474628301086725
11,zNaaVy,@Joshuaxx_ is this a subtweet to me,967510898838593536,Joshuaxx_,"No problem with making a big deal about leaving the MCPE Community

But if you are, atleast fucking leave then and not come back a day later",967508567627653121
