,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,ArchaeologyFitz,"@bigredrobot Not to subtweet but like, the amount of science people I’ve seen on here talk about needing good data… https://t.co/05rZfAsMTS",950513434189328389,bigredrobot,Unfollowed Mark Frost cuz he RT-ed legendary dumbass Eric Garland.,950479131631734784
1,cNugget_,@tay_on_3ds Is this a subtweet?,950509825150148608,tay_on_3ds,Loss is problematic and that is a problem,950509673563721733
2,Lia_Leahh,"@KenTheTweeter This is a subtweet if I’ve ever seen one, Erica was banned from twitter but will be informed of this",950504597776486401,KenTheTweeter,How a person treats their books reveals a lot about their character,950099177652064257
3,AURORAiSAWOKEN,@GLADYOUKANE is this my subtweet.,950502593305939970,GLADYOUKANE,banter can be your best friend or your worst enemy... be careful out there ladies :/ &lt;3,950501883042463747
4,casey_pheneger,@sarahreneedigi don’t subtweet me weirdo,950501258250653699,sarahreneedigi,people will deadass hit u with “hahaha” or “lol” and then text u the next day about how you don’t text them back,950428999477596160
5,thejoshsinclair,@ItsSophieYallll Is this a subtweet about dom,950497971480776704,ItsSophieYallll,"Baby fall into me,  let me breath the air you breath. I can take you anywhere you wanna be🎵🎶",950459887477239809
6,strangerkoshy,@emmachambie i thought this was a subtweet about me why do we have the same name,950497186260897792,emmachambie,rain = jesus crying = emma crying,950496700036075520
7,AZenner,@mamakoid I really do need subtweet you all attending TRB with the horn of jargon #honk,950496699004399617,mamakoid,"Questions from audience: 
what are factors in planning for locating stations? (Rail update session #trb2018 #trbam",950492790571577344
8,lesbianfonda,@mgaywatson if this is subtweet about me wanting to fuck emma stone @ me next time,950495496510099459,mgaywatson,everyone who tries to distance themselves from stan twitter contributes to it we're all messes,950495311469854720
9,_SDWM,@SoupyCreates Then why would you subtweet someone talking about the team their in? You are making yourself look dum… https://t.co/JEWtg0cWKv,950488270848356352,SoupyCreates,"If ur gonna hate on a team, atleast be in a somewhat relavent one🤷‍♂️",950396087810117633
10,PrimaDonna80,@Xanaxtina That subtweet tho https://t.co/oHSU5Wm3fu,950487270913605634,Xanaxtina,Can Christina come back and give the new generation music so we can replace some of these annoying Xtina stans,950486171338997760
11,bunch,"@Chapinc This is a subtweet about my Dave Parker smoking a cigarette header, isn’t it?",950486729491755008,Chapinc,"It's funny when someone's header image is of a thing they're promoting  but it's meant to look incidental. Like, ""Oh, this?""",950454013706850304
12,alexa_raeq,@Awistaaa I don’t appreciate the subtweet but it’s bc we’re cold blooded 🤘🏼🤘🏼 https://t.co/wlpRqwVmPh,950483872537554944,Awistaaa,What is with New Jersians riding round with their windows cracked when it’s freaking freezing outside?!?!?,950483352334798849
13,lrfowler00,@hosannafowler @Cody_Chipps And that is why @hosannafowler and subtweet are twins. Not her and I,950478317366534147,hosannafowler,"If their name isn’t God, than their opinion doesn’t matter and their approval isn’t needed!",949877188718940160
14,emiilyberg,@carlyweissman Find real friends then. I’m obviously not yours if you feel the need to subsnap and subtweet about me.,950478084897157120,carlyweissman,I've come realization that the only reason why my friends text me is because I text them first,950447281957896192
15,LevineJonathan,@thetomzone I wonder who this is a subtweet of!,950478078723215360,thetomzone,have PR people always been this aggressive or do people just think they can push around journalists these days?,950477775835680768
16,apohee,@schonwiederda Warum subtweet,950475166257176576,schonwiederda,leute schicken mir snaps obwohl ich seit wochen nicht mehr antworte,949246957813403648
17,HosannaEx,@buildknuckle I see that subtweet.,950468680206438400,buildknuckle,"All of these ""just look at all the things in anime President Aria inspired"" tweets are kinda just making me wish he... hadn't.",950464320269414400
18,alexgrln,@DrRayBakes @meakoopa I do believe that was a flirty subtweet 😉,950463148124930049,meakoopa,my type is soft pure boys who compete on the Great British Bake-Off and are nervous you won't like their pastry,950398498901458948
19,scottythered,@edrabinski Just one subtweet? I will never edit again. 🤩,950458659343093760,edrabinski,"(I may have even noted that in my peer review, ignored by author and editor I guess. Good luck out there, Bad Article!)",950450678505226240
20,DMroyalty,@mima954 First of all if you gonna subtweet how bout you @ me and my girl you corny ass Bitch,950455272253935616,mima954,"Y’all females really be thinking y’all winning w an abusive, cheating, &amp; lying ass nigga Lmaoooo yup y’all winning at lookin stupid asl :3",950273724695097344
21,Ieenaxo,@diIaurenits Don't subtweet me,950452326577397760,diIaurenits,oomf currently fingering themselves to lesbian porn at school i have no words,950451486026330113
22,Ba1dere,@ItsPeachum Don't subtweet me,950450716073541632,ItsPeachum,"There is some guy in the bathroom who is saying, ""burp"" as he's repeatedly burping",950392979839217664
23,ohsnapana_,@Subtweetg0d Stop it subtweet g0d,950450052589346816,Subtweetg0d,Cardi B y’all role model tho 😂😂😂,950449750972817409
24,keeleyadairm,@Allison_jxn Why would u subtweet me u know i just did this yesterday HAHA 🤔😘,950449915636932613,Allison_jxn,"If you snap message me but have my number, just know that I do not take you seriously.",950443375672602624
25,GrumpasaurusRex,@elscouse Is that a football subtweet or a public transport tweet?,950448660059484162,elscouse,Maybe this year someone will invent a bus with suspension,950432493446074370
26,reidgoldsmith,@ryan_punzalan thanks for the subtweet,950444268870565888,ryan_punzalan,"If you average a cough per minute, you should probably stay home.",950439457907445760
27,4Chumsy,@Cluutch27 subtweet @EspectCoD,950440271925469184,Cluutch27,wenn fette bastarde ihr scheiß ADHS im Internet nicht unter Kontrolle kriegen,950439031367749637
28,surkhminahil,@Sayoneeee Tnks for the subtweet,950438529032695808,Sayoneeee,Even tho i dont talk to this person. I do miss her sometimes and its ok life sukz and skills do i maybe,950438194616598529
29,redsithis,@OCAusTisTicAZN @IDlOT_TEEN @Ungodly_Commie is this where th3 subtweet thing started,950438071878631425,IDlOT_TEEN,i think if i ever get to.10k followers i will die,950430165632462848
30,tayaplayaa,@Kaycole97 twintuition still works when were not at school! cant believe youd subtweet me like this smh,950436012802625536,Kaycole97,I’m a bad texter don’t get me wrong but I hate when ppl like/retweet MY TWEET but can’t respond to my text,950162550804664321
