,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,MeetChuckSchick,@BrandyLJensen Hope this is a nuanced opinion subtweet,970084108452945927,BrandyLJensen,had a weird sex dream about a friend while napping so I guess I’m never looking that person in the eyes again,970053701418340352
1,WrongAce,@UniqueDude2 this is almost certainly a real-life subtweet,970081848285163530,UniqueDude2,alpha move is aggressively complaining aloud to yourself when you’re on a stuck train,970080999437631488
2,emqure,@mhollandc how dare you subtweet me like this,970081465886179329,mhollandc,I see Mariam is going to fav that boost but not rt so ig I’m deleting that tweet and her who wants to see some comedy,970060324215934977
3,infinite_bagel,"@grantthethief is this also a subtweet at me for just making my character, covered in poop, get to happily pat fuzz… https://t.co/6M2npQrrXS",970069699772923904,grantthethief,"There is an intrinsic empowerment element to tabletop roleplaying, because you are free to make the hero you want to see or want to be.",970028524470964224
4,cchemtrails,@HYDUUKEN wow thansk for the subtweet hoe,970067302447271936,HYDUUKEN,If ur boys don’t come into ur room drunk af and snuggle with you they’re not rly ur boys,970032616928874496
5,BassdropsMcGee,@urbandelay I feel like this is a subtweet so get back to the mitten,970067000256094211,urbandelay,Yo I've always wanted to be in a band I can kind of sing and I'm real cute 💫 any takers?,970066049772261376
6,taurusgarbage,@tiedyerae3 is this a subtweet at my mom jeans miss raelynn,970064831331094528,tiedyerae3,Sometimes the shit people try to wear...I’m like ok that went out of style 30 years ago for a reason,970064727937236992
7,itssnyteaa__,@_amillly @__BRITTINY__ @jamardavis1234 let her continue to subtweet; everything about you is beautiful.,970058748931858433,jamardavis1234,Birthday next month yaadig 🎈💂🏾‍♀️,969655770273984513
8,mitchellatencio,"@EvanWelcher I don't think it is, but this is a perfect subtweet directed at me lololol. 

(PS, what happened in 2011?)",970054781413675008,EvanWelcher,Some of you guys are arguing about Baptism on Twitter like it’s 2011. 🖤☠️ #IStillLoveYouTho,970053575127822337
9,jake_scott,@harmonicait Some kind of Alex Lahey subtweet?,970051008024973312,harmonicait,having a really good time taking care of myself lately,970045729916923904
10,maalrissay,@tequilathot Was this a subtweet for Belinda,970050987338715136,tequilathot,straight girls hate halsey but thirst after white guys with receding hairlines lol ok,970036501819088900
11,HungryBear_52,"@LorenzoDWilliam Dang bro, my bad for not calling but you aint gotta subtweet about it smh",970049585396633600,LorenzoDWilliam,Half you niggas whack and that’s a fact,969703404619538432
12,pgbovine,@seankross nerdiest subtweet ever,970048889351954432,seankross,"If you’re going to be showing a line graph with a projector or on a large screen, make sure your lines are thiccccc.",970047915895898112
13,LeezyEffMaybe,@TotesMisty how is this not a subtweet!!!!,970043206850236416,TotesMisty,Help! I'm Dating A Bernie Bro,970042847532642304
