,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,Shad_Holli,@Marzuh_13 I get subtweet cruel for a similar comment yesterday 🤣🤣,961388696485486592,Marzuh_13,"It's not that people don't like wunna.... Wunna just ugly, wunna hard to look at.",961387592532062208
1,TheNBABulletin,@FultzProcessed Am I sensing a subtweet? Is there a problem here bud?,961387036476346369,FultzProcessed,Imagine being a fake Woj or Shams account. Losers,961367040408866817
2,KATIEBARSOTTI,"@jaredneumark Ah, a neighborhood subtweet",961382866247606272,jaredneumark,"Not to be judgmental, but if you have a gender reveal ceremony, you’re a big dumb idiot.",961382096852758528
3,mr_mortified,@dogrunes_ Wow don't subtweet @MasterDalK  like that,961381820569935872,dogrunes_,"stop rendering anime in 60 fps. nobody wants to see it. it doesn't look better. better yet, just uninstall SVP from your computer.",961323990303129601
4,King_ShowTime1,"@PettersonTyce @thefrancis99 Well no need to subtweet. Be direct, or I'm gonna assume he's calling all Subaru's ghetto in general😒",961381401944707073,thefrancis99,if you’re still flexin your ghetto ass subaru you need to go back to high school,960996874168619008
5,EsotericCD,"@nickconfessore One can only imagine who this subtweet is aimed at.

(I hope it wasn't me for angrily defending Rin… https://t.co/QejPLdDOL0",961380872829227009,nickconfessore,A stuck pig sure does squeal.,961380634886320128
6,Veldrin,"@projectgr I don't know the specific context for this subtweet, but boy I bet I can guess",961379773338365952,projectgr,"I GET it, dude, you LIVED IN JAPAN",961337430656811009
7,catperrone,@SB_tweetz Does this qualify as a subtweet,961367863373303811,SB_tweetz,I asked my roommate when she would be home so many times that she finally just shared her google calendar with me ¯\_(ツ)_/¯,961357966980059140
8,TheGonzoSEO,@TVYLORTOMITV @tonyxrandall @Hardees @CarlsJr That was my East Coast/WestCoast *beef* subtweet because I'm an OG in the burger game.,961364734955085824,tonyxrandall,My tax guy recommended I form an LLC so I'm going to add CEO to my bio soon. 💁‍♀️💁‍♀️,961341273264209921
9,larissa_daughh,@Noah_palmateer Did you just subtweet me,961364558194577409,Noah_palmateer,People who save all the Snapchat messages can’t be trusted.,961276796275712001
10,dishie_duval,@Zulnutt don't subtweet me,961363670776401920,Zulnutt,Imagine being excited about every new Star Wars movie announcement.,961344470397734913
11,TeamSuperLuv,@SarcasticCate Is this a subtweet @ me,961361192211091457,SarcasticCate,People make me laugh sometimes with how dumb they can be!,961360663124865024
12,maxwellstrachan,@laurenzup all-timer subtweet my dog,961360981485072384,laurenzup,Ever feel like Venmo requesting people for your prescription meds because they are the reason you take them? 🙃,961360164648620033
13,katrinan10,@Sydney_Michaell so sweet of you to subtweet about me💙,961356964214263808,Sydney_Michaell,Wanna spend all my time w/ you,961102745313869825
14,aaron_the_king,@oniondip42 i have inside info and this is a quin subtweet,961355566542151681,oniondip42,you are (too paranoid),961349247252811776
15,noahdefreyne,@HBOats Is this a subtweet at me,961354527466123264,HBOats,Honey Bunches of Oats® would like to give a shout-out to breakfast enthusiasts! Stay enthused!,961313929103335424
16,JoshuaLafounta2,@KayleeMcCarthy0 Don’t subtweet me I miss you too mf ❤️❤️😂😂😂😂,961354189312897024,KayleeMcCarthy0,"No matter how much time I spend with you, I still miss you when you leave 😂❤️",961084855286095873
17,ffsGeorge,"@IndigoLFC Got you on strings lad, good subtweet, poor execution. GT.",961349081615552512,IndigoLFC,Okey then I shall be a twitter robot with no personality,961348416176578560
18,wcthunderesq,@Michelgrabowy I got this subtweet (I think)!,961345968359669760,Michelgrabowy,"""I'm the ideas guy""",961310787544518663
19,Uniqelipar,@thehayeslee You forgot to subtweet me in this.,961344839571951616,thehayeslee,the type of friends that you don’t have classes with but will text you all day 😌,961273328416821249
20,arrrliegh,@shaylynnesierra What kind of subtweet is this.,961342932837064704,shaylynnesierra,"If he can’t jam out to Fergie, Destiny’s Child, Mariah Carey, The Pussycat Dolls, or in general... I don’t want him",961342424831246336
21,LSUSAINTSPELS,@psurtain23 @God_Son80 Awe daddy has to protect his baby from a subtweet 😂 #STTDB,961334635732111360,God_Son80,You don’t have a plate at this table no more.. Groupie,961257403189735424
22,cakesandtacos,@shayay is this a subtweet for someone you work with or just all of humanity?,961326491421290496,shayay,"Oh my god, I hate this place as much as you do. The nonstop complaining is more annoying than comforting at this point. Shut up.",961301671312846848
23,nyetton,@jReshkah Did you subtweet a co-worker?,961325774539239425,jReshkah,"Alright, your setup is better 🙄",961274409297293314
24,meghgrace,@BernieTweets If this is a subtweet about Valentine's Day I'll have you know that I responded just to Gloria! (I do… https://t.co/TwkowcQXGW,961324748545363969,BernieTweets,Your friend emails to invite you to a thing. Do you ....,961298101557387264
25,vipirius,@dogrunes_ wow dont subtweet wasabi smh,961324486703247360,dogrunes_,"stop rendering anime in 60 fps. nobody wants to see it. it doesn't look better. better yet, just uninstall SVP from your computer.",961323990303129601
26,abstyc,@JustAGuyJeff Why you gotta subtweet Richard like that,961319497603997696,JustAGuyJeff,All Bitcoin Traders are Bi-Polar:,961319180447506432
27,allirieger,@delgadogerardo9 i get chills when you subtweet me,961319084217520129,delgadogerardo9,You ever just see someone and just can’t help but smile no matter what mood you’re in,961311262352330753
28,animeupskirtcum,@beastmode4810 this is subtweet,961315484569427969,beastmode4810,I don’t understand anime niggas like how can they so casually just share hentai and porn with eachother and not have it be weird like wtf,961302708874629120
29,slutmuffin0822,@michelle_tawny @JaneObjective Omg no hahaha I don't even see you subtweet haha You're pretty goddamn blunt. Especi… https://t.co/M7qPMUyRB5,961314123953922050,michelle_tawny,If anyone has been blocked by mango tea (especially if you have a SS of it) pls dm me.. obvi unless you were actually trolling ..,961152074510733314
30,AnalPissMachine,@pinkypillz don't fucking subtweet me bitch,961309686854234113,pinkypillz,*extremely mentally ill voice* everyone is mentally ill akshually,961308801499529216
31,hamsabani,@HibaElseed Don’t subtweet me,961305472082087936,HibaElseed,بكره الناس البغيرو الغنية قبلي ما تنتهي,961289843815874560
32,pintsandpoetry,@mikeburrows_ This is the third subtweet I've seen about this and I still don't know what it is and I gotta know bu… https://t.co/C0FCl7LQ6j,961300731662880768,mikeburrows_,Nothing to boost your confidence like hearing older academics humansplain social media to one another,961284745651945472
33,calebwhims,"@TheGreyKing (me with every Ian Miles Cheong subtweet)
(if people could fucking stop that would be great)",961300708694863873,TheGreyKing,It'd be great if quote tweets of accounts I have muted or blocked didn't show up a all.,961293111430434817
34,TheClownKid,@FlyinBrianJ Don’t subtweet my podcast like that,961297601441288192,FlyinBrianJ,My least favorite thing to hear in a podcast is people talking over each other.,961276696530948102
35,AKsoooooCAL,"@__Kiraaa_ don’t subtweet me, i just asked you a question",961295204950065152,__Kiraaa_,Don’t direct energy to me over an app lol never that serious,961294872320905218
36,judihayes,@HoarseWisperer Pretty blatant subtweet of Matt Schlapp.,961293665309208577,HoarseWisperer,I dream of a world where cable news doesn't give ridiculous liars a forum to tell ridiculous lies.,961252950701166592
37,amtulwa,@sosunm wow what a subtweet. smh I am your sparknotes I literally summarized for you,961290933303238657,sosunm,concept: sparknotes for whatsapp that summarizes topics discussed in groupchats after every 100th message received,961289999021985792
38,zareenzaidii,@saadsiddiqui_ this is a direct subtweet at me&amp;i am offended im not even that short i am disgusted by your rude repulsive behaviour howdareu,961290906581204992,SaadSiddiqui_,You said someday we might when im closer to your height,961277152313430018
39,HiirokageSuzaku,@AMorphingPotato @cNugget_ Is this a subtweet? :3,961290854815227905,AMorphingPotato,"The year is 2035
Straights are a minority used only for breeding 
They will be extinguished once women can reproduce without men",961286107651506177
40,Skate_Switch,@JoeJoeFine Don’t subtweet me,961286880468676608,JoeJoeFine,liking all your friend's posts without looking at them,961188284365004802
41,ehrgeiz00,@Claire_Voltaire @datnofact @Vernaculis Man this is a Bunty subtweet if one ever existed lol,961285778570539008,datnofact,There's such a thing as being too reasonable.,961266020416704513
42,Martin_Schendel,"@hotdogsladies I don’t think this is, because of the timing, but this looks like a wonderful subtweet at Hank Green… https://t.co/BvM3fQ6ITO",961280075369996288,hotdogsladies,Be skeptical of any stranger who offers to ruin the best thing you do for a handful of nickels.,961129538674622464
43,Dark_Bound_End,@MalikHasCool this is a subtweet and i know who it is this is mean MalikHasCool,961278628804907008,MalikHasCool,People who tweet about how depressed they are 24/7,961278281344540677
44,chrismcfeely,@d00mface dont subtweet me,961274147790901248,d00mface,ppl are still bitter abt the djd being fan faves in 2018 like relax asdgsdgsj,961272094632882177
45,will_mckinney,@marissaquinno Damn you just gunna subtweet @iant_burski like that,961262934767865856,marissaquinno,I will never understand how some people can be in college and still have no idea how to read/ read out loud,960963247812894720
46,Leslie_Chun,@traplordmason Why do you always have to subtweet me?!,961259086363836417,traplordmason,Some friends are so fake and backstabbing for no reason I don't get it,961168191220342788
47,emiledhaene,"@charlesdhaene Zzzz y u subtweet Lil b, the @ key is right there",961258750697975808,charlesdhaene,My brother booked a last minute trip to NYC and just left while I'm out here working,961196351810887680
48,RG_Esler,@deathmatchdaddy Please don’t subtweet me.,961258372216573952,deathmatchdaddy,"Always that one cunt who complains about how much work they do but never seems to actually be doing any work, innit.",961255480629846016
49,BlueSpaceCanary,"@bunnysay_ebooks Rude to subtweet capitalism like this, bunny",961256201810952193,bunnysay_ebooks,"｜￣￣￣￣￣￣￣￣￣￣｜
｜ｕｎｗｏｒｋａｂｌｅ｜
｜＿＿＿＿＿＿＿＿＿＿｜
(\_❀) ||
(•ㅅ•) ||
/ 　 づ",961255486757761026
50,dallasbthompson,@sallyt feels like a subtweet towards @the_rewm tbh,961239675607355394,sallyt,The worst part about being sick is that you have to drink tea. TEA,961237225278181377
51,DavisMFBailes71,@fuccitsbriley Was that a subtweet for your sister?,961236701929725953,fuccitsbriley,I’m gonna take you behind a middle school and get you pregnant,961115309393567744
52,Nicolate_ebook,"@sixworldshort he said ""I like ReZero"" a lot in subtweet",961236495288946688,sixworldshort,"""I keep saving everyone except myself.""",961235444250722304
53,SMUPhysicsDemos,@qikipedia Feels like a subtweet aimed right at me.,961236137326104579,qikipedia,Word of the day: TSUNDOKU (Japanese) - the practice of buying a pile of books and then not getting around to reading them.,961235156081233920
54,babywoof,@tidaII How dare you subtweet me,961233788977197056,tidaII,Rory joined a cod team and I don’t know how to handle it,961066188393664512
55,emilykaymcclure,@kyliecurtoys wowa i detect high amounts of shade in this subtweet beep bupp whoever pissed her off done fucked up,961231085177856000,kyliecurtoys,"psa: getting over old issues and forgiving / reconnecting w people is not being two faced, it’s being mature.",961086610522759168
56,pulpgenre,@annxtt i consider this a subtweet,961230418799464448,annxtt,would it be insane to ult three w1 boys,961224596723728384
57,muttzone,@DJHARDYAOI i love when you subtweet me,961228564799610880,DJHARDYAOI,y'all know when ppl draw and it's just the same pose over and over? like for everything? and all their art looks the same?,961227928498589697
58,CardinaIStrong,@JonRothstein This is a UofL and Kentucky subtweet isn't it...? 😁,961224911841832961,JonRothstein,"""It is far better to be alone, than to be in bad company."" - George Washington",960846032543379456
59,thockman64,@TexassBecca Another subtweet to someone,961224828672970753,TexassBecca,I’d appreciate it if you started treating me like a sex object.,961219792308002817
